序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
69	17893	鹏华国证20	8月5日	1.406	1.406	0.89%	1.37%	10.39%	22.86%	31.54%	80.53%	41.38%	---	35.06%	40.60%	77.59%
70	21465	海富通中证港	8月5日	1.6514	1.6514	1.11%	-2.12%	8.87%	12.39%	24.90%	80.22%	---	---	36.38%	65.14%	79.95%
71	19318	汇添富国证2	8月5日	1.5148	1.5148	1.07%	0.99%	10.12%	25.32%	33.75%	79.54%	---	---	34.92%	51.48%	76.28%
72	16495	景顺长城中证	8月5日	1.4563	1.4563	1.11%	-1.91%	8.59%	12.07%	22.28%	79.02%	33.19%	---	33.15%	45.63%	78.53%
73	19319	汇添富国证2	8月5日	1.5043	1.5043	1.08%	0.98%	10.09%	25.20%	33.49%	78.83%	---	---	34.61%	50.43%	75.59%
74	16496	景顺长城中证	8月5日	1.441	1.441	1.11%	-1.91%	8.55%	11.96%	22.04%	78.32%	32.13%	---	32.85%	44.10%	77.84%
75	20628	汇添富上证科	8月5日	1.6605	1.6605	0.01%	-1.27%	7.27%	3.43%	10.97%	78.18%	---	---	10.57%	66.05%	76.16%
76	20629	汇添富上证科	8月5日	1.6558	1.6558	0.00%	-1.27%	7.25%	3.38%	10.87%	77.81%	---	---	10.44%	65.58%	75.79%
77	167506	安信深圳科技	8月5日	1.4326	1.4326	0.36%	-0.08%	10.18%	16.24%	15.07%	76.56%	31.78%	28.75%	19.81%	43.26%	74.45%
78	19933	工银国证港股	8月5日	1.5706	1.5706	0.71%	-2.22%	7.46%	10.14%	18.54%	76.19%	---	---	28.52%	57.06%	75.29%
79	167507	安信深圳科技	8月5日	1.4125	1.4125	0.37%	-0.08%	10.17%	16.16%	14.93%	76.12%	31.13%	27.78%	19.64%	41.25%	74.04%
80	19934	工银国证港股	8月5日	1.5689	1.5689	0.71%	-2.22%	7.45%	10.11%	18.48%	76.02%	---	---	28.45%	56.89%	75.14%
81	13477	华宝中证金融	8月5日	1.1139	1.1139	0.61%	-3.88%	2.79%	21.98%	17.86%	75.47%	8.26%	34.08%	16.72%	11.39%	73.59%
82	8072	景顺长城创业	8月5日	1.7949	1.7949	0.63%	0.19%	8.41%	24.24%	25.73%	75.39%	36.25%	21.81%	26.18%	79.49%	72.44%
83	20500	广发中证港股	8月5日	1.6927	1.6927	1.44%	-2.92%	9.69%	32.91%	41.49%	75.08%	---	---	38.56%	69.27%	78.29%
84	13478	华宝中证金融	8月5日	1.1018	1.1018	0.60%	-3.89%	2.76%	21.88%	17.68%	74.94%	7.62%	32.89%	16.51%	10.18%	73.08%
85	19239	景顺长城创业	8月5日	1.7805	1.7805	0.63%	0.18%	8.38%	24.10%	25.48%	74.70%	---	---	25.87%	45.60%	71.76%
86	20501	广发中证港股	8月5日	1.6851	1.6851	1.43%	-2.94%	9.66%	32.80%	41.27%	74.57%	---	---	38.32%	68.51%	77.75%
87	19330	华泰柏瑞中证	8月5日	1.4561	1.4561	0.03%	-1.00%	14.46%	21.08%	17.91%	73.92%	---	---	23.39%	45.61%	71.16%
88	168701	合煦智远金融	8月5日	1.2054	1.2054	0.64%	-2.28%	3.71%	16.54%	14.38%	73.91%	11.50%	35.30%	13.16%	20.54%	72.59%
89	12371	东财互联网A	8月5日	0.8645	0.8645	0.48%	-0.47%	6.61%	9.20%	14.23%	73.49%	21.01%	39.82%	20.72%	-13.55%	72.93%
90	19331	华泰柏瑞中证	8月5日	1.4497	1.4497	0.03%	-1.00%	14.45%	21.00%	17.78%	73.49%	---	---	23.21%	44.97%	70.75%
91	19891	华夏中证20	8月5日	1.34	1.34	0.90%	1.54%	9.03%	21.81%	30.30%	73.35%	---	---	31.18%	34.00%	69.90%
92	168702	合煦智远金融	8月5日	1.1737	1.1737	0.64%	-2.29%	3.66%	16.39%	14.10%	73.04%	10.39%	33.30%	12.82%	17.37%	71.74%
93	12768	华夏中证动漫	8月5日	1.4234	1.4234	1.63%	3.38%	3.57%	21.40%	24.28%	72.89%	9.41%	67.34%	32.73%	42.34%	67.40%
94	19892	华夏中证20	8月5日	1.3331	1.3331	0.90%	1.53%	9.00%	21.71%	30.11%	72.82%	---	---	30.95%	33.31%	69.39%
95	17434	华宝中证沪港	8月5日	1.3218	1.3218	0.57%	-0.78%	5.53%	7.63%	17.04%	72.42%	35.00%	---	24.43%	32.18%	71.62%
96	14564	天弘恒生沪深	8月5日	1.2473	1.2473	2.04%	-2.39%	16.96%	34.97%	53.27%	72.40%	30.76%	15.92%	53.36%	24.73%	68.44%
97	12769	华夏中证动漫	8月5日	1.4069	1.4069	1.63%	3.38%	3.55%	21.31%	24.10%	72.39%	8.76%	65.85%	32.50%	40.69%	66.91%
98	12372	东财互联网C	8月5日	0.8482	0.8482	0.47%	-0.48%	6.57%	9.07%	14.01%	72.36%	19.77%	37.83%	20.45%	-15.18%	71.84%
99	17435	华宝中证沪港	8月5日	1.3115	1.3115	0.57%	-0.78%	5.51%	7.56%	16.90%	72.07%	34.39%	---	24.18%	31.15%	71.28%
100	14565	天弘恒生沪深	8月5日	1.2373	1.2373	2.04%	-2.40%	16.95%	34.88%	53.09%	71.97%	30.12%	15.07%	53.15%	23.73%	68.02%
101	21358	东财互联网E	8月5日	0.8522	0.8522	0.48%	-0.48%	6.58%	9.07%	14.01%	71.50%	---	---	20.54%	43.86%	70.95%
102	12728	国泰中证动漫	8月5日	1.4397	1.4397	1.64%	3.29%	3.55%	21.23%	25.26%	70.46%	10.90%	68.29%	34.03%	43.97%	65.12%
103	17853	易方达云计算	8月5日	1.273	1.273	-0.22%	-0.21%	12.75%	17.05%	14.57%	70.28%	14.92%	---	19.38%	27.30%	68.14%
104	12321	东财云计算增	8月5日	1.2246	1.2246	-0.18%	-0.16%	13.47%	18.36%	15.05%	70.18%	18.02%	58.40%	19.87%	22.46%	67.85%
105	12729	国泰中证动漫	8月5日	1.4221	1.4221	1.63%	3.28%	3.52%	21.13%	25.06%	69.95%	10.23%	66.78%	33.79%	42.21%	64.61%
106	17547	天弘国证20	8月5日	1.2196	1.2196	0.64%	0.63%	10.97%	22.12%	31.25%	69.84%	26.72%	---	32.01%	21.96%	66.61%
107	17854	易方达云计算	8月5日	1.2639	1.2639	-0.22%	-0.22%	12.73%	16.95%	14.40%	69.76%	14.24%	---	19.18%	26.39%	67.65%
108	19897	富国中证沪港	8月5日	1.1874	1.1874	2.12%	-1.45%	16.89%	33.01%	48.46%	69.70%	---	---	49.70%	18.74%	66.02%
109	12322	东财云计算增	8月5日	1.2101	1.2101	-0.17%	-0.17%	13.44%	18.27%	14.89%	69.67%	17.31%	56.99%	19.67%	21.01%	67.35%
110	19898	富国中证沪港	8月5日	1.1832	1.1832	2.11%	-1.46%	16.87%	32.93%	48.33%	69.34%	---	---	49.53%	18.32%	65.67%
111	17548	天弘国证20	8月5日	1.211	1.211	0.64%	0.62%	10.94%	22.03%	31.06%	69.32%	25.98%	---	31.77%	21.10%	66.12%
112	14673	富国中证港股	8月5日	1.0373	1.0373	0.74%	-0.38%	8.12%	11.59%	21.81%	69.27%	27.54%	25.17%	30.71%	3.73%	69.19%
113	19702	易方达上证科	8月5日	1.5211	1.5211	1.05%	0.37%	10.51%	10.18%	22.41%	69.01%	---	---	24.08%	52.11%	66.28%
114	18661	大成中证10	8月5日	1.2787	1.2787	0.93%	0.46%	7.19%	16.21%	24.45%	68.98%	27.67%	---	24.28%	27.87%	65.91%
115	14674	富国中证港股	8月5日	1.0301	1.0301	0.74%	-0.38%	8.11%	11.53%	21.69%	68.95%	27.05%	24.44%	30.57%	3.01%	68.87%
116	161628	融通中证云计	8月5日	1.4405	1.0259	-0.22%	-0.24%	12.73%	16.95%	14.73%	68.72%	14.84%	64.82%	19.33%	6.80%	66.61%
117	6614	嘉实港股通新	8月5日	1.1633	1.1633	0.96%	-2.37%	8.06%	10.44%	20.94%	68.69%	29.00%	23.04%	29.03%	16.33%	68.69%
118	19703	易方达上证科	8月5日	1.5139	1.5139	1.04%	0.36%	10.48%	10.09%	22.23%	68.51%	---	---	23.86%	51.39%	65.78%
119	21294	鹏华中证港股	8月5日	1.5927	1.5927	1.07%	-2.04%	8.25%	11.72%	22.19%	68.49%	---	---	32.64%	59.27%	68.15%
120	501311	嘉实港股通新	8月5日	1.1872	1.1872	0.97%	-2.37%	8.10%	10.55%	21.17%	68.47%	29.27%	23.78%	29.23%	18.72%	68.47%
121	1420	南方大数据3	8月5日	1.7114	1.7114	0.72%	0.69%	8.81%	21.12%	25.76%	68.31%	27.53%	23.53%	29.00%	71.14%	65.45%
122	18662	大成中证10	8月5日	1.2684	1.2684	0.92%	0.45%	7.16%	16.08%	24.19%	68.31%	26.64%	---	23.99%	26.84%	65.26%
123	19814	民生加银国证	8月5日	1.5057	1.5057	0.77%	1.21%	8.27%	19.62%	25.49%	68.27%	---	---	26.77%	50.57%	65.26%
124	18207	申万菱信中证	8月5日	1.3618	1.3618	0.61%	-1.00%	6.20%	5.75%	11.30%	68.19%	30.15%	---	16.05%	36.18%	67.96%
125	21295	鹏华中证港股	8月5日	1.5887	1.5887	1.07%	-2.04%	8.23%	11.65%	22.04%	68.10%	---	---	32.45%	58.87%	67.76%
126	14130	融通中证云计	8月5日	1.4196	1.4196	-0.22%	-0.25%	12.69%	16.83%	14.49%	68.06%	13.93%	62.85%	19.03%	28.48%	65.96%
127	20729	华安中证全指	8月5日	1.2781	1.2781	-0.05%	-0.22%	7.58%	12.10%	7.36%	67.86%	---	---	13.95%	27.81%	66.35%
128	19815	民生加银国证	8月5日	1.4986	1.4986	0.77%	1.21%	8.25%	19.53%	25.30%	67.78%	---	---	26.55%	49.86%	64.77%
129	20691	博时中证全指	8月5日	1.4889	1.4889	1.66%	1.43%	21.38%	48.76%	33.33%	67.71%	---	---	27.98%	48.89%	65.21%
130	7817	国泰中证全指	8月5日	1.7343	1.7343	1.62%	1.34%	21.27%	48.00%	32.85%	67.69%	44.31%	82.21%	28.21%	73.43%	65.22%
131	1426	南方大数据3	8月5日	1.6473	1.6473	0.72%	0.68%	8.78%	20.99%	25.52%	67.65%	26.52%	22.07%	28.70%	64.73%	64.80%
132	14117	国泰中证沪港	8月5日	0.8539	0.8539	2.12%	-1.66%	16.84%	33.26%	50.49%	67.53%	25.72%	8.58%	51.54%	-14.61%	64.12%
133	20484	中欧中证全指	8月5日	1.2656	1.2656	-0.04%	-0.21%	7.95%	13.20%	8.49%	67.52%	---	---	16.18%	26.56%	65.94%
134	20730	华安中证全指	8月5日	1.2738	1.2738	-0.05%	-0.23%	7.55%	12.03%	7.22%	67.47%	---	---	13.78%	27.38%	65.95%
135	20692	博时中证全指	8月5日	1.4855	1.4855	1.66%	1.43%	21.36%	48.67%	33.19%	67.38%	---	---	27.83%	48.55%	64.91%
136	17125	华宝中证港股	8月5日	1.2465	1.2465	0.75%	-0.37%	8.32%	11.57%	20.64%	67.32%	27.06%	---	29.79%	24.65%	67.27%
137	7818	国泰中证全指	8月5日	1.7022	1.7022	1.62%	1.34%	21.24%	47.89%	32.65%	67.19%	43.44%	80.57%	27.98%	70.22%	64.73%
138	17469	嘉实上证科创	8月5日	1.3852	1.3852	0.00%	-1.25%	7.37%	3.51%	10.96%	67.17%	32.00%	---	10.55%	38.52%	65.26%
139	20485	中欧中证全指	8月5日	1.2612	1.2612	-0.04%	-0.21%	7.93%	13.13%	8.36%	67.11%	---	---	16.02%	26.12%	65.51%
140	17644	博道中证10	8月5日	1.3895	1.3895	0.90%	1.11%	9.71%	20.12%	27.93%	67.07%	---	---	28.80%	38.95%	65.12%
141	14118	国泰中证沪港	8月5日	0.8445	0.8445	2.13%	-1.65%	16.82%	33.16%	50.27%	67.03%	24.98%	7.62%	51.26%	-15.55%	63.63%
142	17126	华宝中证港股	8月5日	1.2366	1.2366	0.75%	-0.37%	8.28%	11.49%	20.46%	66.82%	26.30%	---	29.57%	23.66%	66.77%
143	17559	华安上证科创	8月5日	1.5177	1.5177	0.00%	-1.32%	7.24%	3.45%	11.52%	66.80%	32.84%	---	10.98%	51.77%	64.90%
144	20837	华夏创业板中	8月5日	1.3978	1.3978	0.47%	0.82%	7.75%	18.12%	17.70%	66.80%	---	---	18.18%	39.78%	63.62%
145	17470	嘉实上证科创	8月5日	1.3761	1.3761	0.00%	-1.25%	7.35%	3.44%	10.82%	66.76%	31.34%	---	10.39%	37.61%	64.86%
146	8326	东财通信A	8月5日	1.6629	1.6629	0.66%	-1.44%	17.79%	41.45%	28.44%	66.51%	45.41%	73.11%	24.95%	66.29%	63.61%
147	17560	华安上证科创	8月5日	1.5099	1.5099	0.00%	-1.32%	7.23%	3.40%	11.42%	66.47%	32.31%	---	10.84%	50.99%	64.57%
148	17645	博道中证10	8月5日	1.3787	1.3787	0.89%	1.10%	9.66%	19.98%	27.68%	66.43%	---	---	28.51%	37.87%	64.50%
149	18663	中欧国证20	8月5日	1.2628	1.2852	0.81%	1.07%	8.25%	18.62%	22.31%	66.38%	28.41%	---	23.08%	28.96%	63.45%
150	20838	华夏创业板中	8月5日	1.3916	1.3916	0.46%	0.81%	7.72%	18.02%	17.52%	66.32%	---	---	17.96%	39.16%	63.14%
151	8327	东财通信C	8月5日	1.6399	1.6399	0.66%	-1.45%	17.76%	41.36%	28.28%	66.10%	44.68%	71.81%	24.76%	63.99%	63.19%
152	16942	工银中证10	8月5日	1.228	1.228	1.02%	1.00%	8.44%	19.33%	28.24%	66.01%	22.62%	---	29.10%	22.80%	63.41%
153	11035	嘉实中证稀土	8月5日	0.9748	0.9748	0.53%	-4.34%	17.83%	29.77%	29.54%	65.90%	23.86%	-0.34%	32.79%	-2.52%	64.19%
154	14331	华泰柏瑞中证	8月5日	0.9373	0.9373	0.51%	-4.07%	16.62%	28.80%	28.75%	65.81%	25.54%	2.38%	32.20%	-6.27%	64.06%
155	11036	嘉实中证稀土	8月5日	0.9709	0.9709	0.53%	-4.34%	17.81%	29.73%	29.47%	65.74%	23.60%	-0.63%	32.71%	-2.91%	64.03%
156	14332	华泰柏瑞中证	8月5日	0.9289	0.9289	0.52%	-4.08%	16.61%	28.71%	28.60%	65.43%	24.94%	1.63%	32.00%	-7.11%	63.68%
157	19868	华夏云计算与	8月5日	1.3146	1.3146	-0.22%	-0.20%	12.89%	17.31%	12.22%	65.42%	---	---	16.72%	31.46%	63.34%
158	16943	工银中证10	8月5日	1.2165	1.2165	1.02%	0.99%	8.40%	19.22%	28.00%	65.38%	21.65%	---	28.81%	21.65%	62.76%
159	18664	中欧国证20	8月5日	1.2474	1.2696	0.82%	1.06%	8.19%	18.44%	21.94%	65.37%	26.88%	---	22.65%	27.38%	62.48%
160	19785	广发上证科创	8月5日	1.3036	1.3036	1.07%	0.38%	10.84%	10.17%	21.98%	65.28%	---	---	23.40%	30.36%	62.77%
161	21614	华泰紫金中证	8月5日	1.574	1.574	-0.07%	-0.91%	7.29%	9.83%	4.41%	65.21%	---	---	12.00%	57.40%	64.20%
162	18208	申万菱信中证	8月5日	1.3311	1.3311	0.60%	-1.00%	6.17%	5.68%	11.13%	65.17%	27.33%	---	15.82%	33.11%	64.94%
163	11832	西部利得人工	8月5日	1.1029	1.1029	0.35%	-0.64%	11.65%	15.23%	14.11%	65.10%	19.89%	26.19%	16.77%	10.29%	63.08%
164	19013	景顺长城国证	8月5日	1.3449	1.3449	0.65%	1.05%	9.83%	21.02%	25.99%	64.96%	---	---	26.35%	34.49%	61.98%
165	19869	华夏云计算与	8月5日	1.3077	1.3077	-0.22%	-0.21%	12.86%	17.21%	12.04%	64.93%	---	---	16.50%	30.77%	62.85%
166	21615	华泰紫金中证	8月5日	1.5705	1.5705	-0.07%	-0.91%	7.26%	9.76%	4.28%	64.90%	---	---	11.84%	57.05%	63.88%
167	15867	国泰君安中证	8月5日	1.3141	1.3141	0.76%	0.47%	9.76%	20.52%	23.85%	64.86%	30.01%	---	24.68%	31.41%	62.05%
168	19786	广发上证科创	8月5日	1.2969	1.2969	1.07%	0.36%	10.81%	10.07%	21.80%	64.79%	---	---	23.19%	29.69%	62.30%
169	21607	南方上证科创	8月5日	1.69	1.69	0.00%	-1.30%	7.36%	3.41%	11.02%	64.78%	---	---	10.46%	69.00%	62.88%
170	21377	兴业中证港股	8月5日	1.6264	1.6264	0.71%	-0.44%	7.82%	11.55%	18.90%	64.70%	---	---	27.66%	62.64%	64.68%
171	21608	南方上证科创	8月5日	1.6883	1.6883	0.00%	-1.30%	7.36%	3.39%	10.96%	64.63%	---	---	10.39%	68.83%	62.71%
172	16785	鹏华中证10	8月5日	1.3857	1.3857	0.95%	1.35%	9.65%	19.70%	26.04%	64.59%	29.86%	---	27.19%	38.57%	62.45%
173	20899	天弘中证全指	8月5日	1.5253	1.5253	1.65%	1.41%	21.63%	48.81%	32.04%	64.52%	---	---	27.33%	52.53%	62.01%
