序,股票,价,涨,北上,现金/市值,资产负债率,现金流.亿,市值.亿,PE.扣非,股息,净利润.亿,今年来,行业
'714,002353.杰瑞股份,'47.20,'-0.51%,5.58%,5.64%,39.61%,'27.26,'483.26,'17.81,1.72%,'27.14,'+30.22%,专用设备
'715,300760.迈瑞医疗,'246.48,'+1.52%,10.84%,5.61%,25.10%,'167.61,'2988.43,'33.16,3.12%,'90.11,'-2.51%,医疗器械
'716,600529.山东药玻,'22.21,'-0.22%,1.04%,5.60%,18.15%,'8.26,'147.39,'18.35,2.79%,'8.03,'-12.57%,医疗器械
'717,002993.奥海科技,'50.09,'+0.30%,2.04%,5.55%,43.49%,'7.67,'138.27,'34.31,3.00%,'4.03,'+25.18%,消费电子
'718,688513.苑东生物,'69.16,'+5.54%,0.25%,5.52%,19.71%,'6.74,'122.09,'74.04,0.62%,'1.65,'+131.73%,化学制药
'719,600809.山西汾酒,'200.60,'-0.70%,4.02%,5.51%,35.80%,'134.80,'2447.25,'19.81,3.02%,'123.53,'+12.74%,酿酒行业
'720,688392.骄成超声,'91.35,'+10.07%,0.47%,5.51%,22.06%,'5.82,'105.72,'98.85,0.38%,'1.07,'+125.10%,专用设备
'721,601799.星宇股份,'120.84,'-0.20%,8.45%,5.50%,38.53%,'18.98,'345.22,'23.16,1.24%,'14.91,'-8.62%,汽车零部件
'722,300075.数字政通,'18.06,'-0.28%,0.48%,5.50%,13.61%,'6.17,'112.18,'-,'-,'-5.27,'+4.39%,软件开发
'723,300058.蓝色光标,'7.16,'+1.85%,0.56%,5.49%,67.11%,'13.90,'253.29,'-,'-,'-3.51,'+8.02%,文化传媒
'724,002965.祥鑫科技,'43.31,'-1.21%,0.54%,5.49%,48.90%,'6.31,'114.94,'40.59,0.95%,'2.83,'+66.11%,通用设备
'725,688188.柏楚电子,'156.73,'+2.37%,6.56%,5.42%,5.11%,'24.49,'452.00,'47.92,1.31%,'9.43,'+14.19%,软件开发
'726,600690.海尔智家,'25.95,'-1.18%,7.19%,5.40%,59.37%,'131.42,'2434.87,'12.59,3.72%,'193.47,'-5.56%,家电行业
'727,300820.英杰电气,'50.00,'-0.58%,0.67%,5.38%,38.09%,'5.96,'110.81,'44.47,0.80%,'2.49,'-8.74%,电源设备
'728,688443.智翔金泰-U,'37.02,'+12.11%,0.33%,5.37%,41.26%,'7.29,'135.74,'-,'-,'-7.57,'+47.55%,生物制品
'729,603367.辰欣药业,'25.38,'-0.31%,0.92%,5.36%,19.64%,'6.16,'114.91,'31.15,1.73%,'3.69,'+87.60%,化学制药
'730,688172.燕东微,'24.30,'-1.26%,0.07%,5.33%,18.14%,'18.48,'347.00,'-,'-,'-6.04,'+21.20%,半导体
'731,301678.新恒汇,'90.95,'+1.07%,'-,5.30%,8.78%,'11.54,'217.88,'133.86,'-,'1.63,'+610.55%,半导体
'732,600862.中航高科,'25.45,'-0.39%,0.29%,5.27%,25.53%,'18.70,'354.53,'30.94,0.98%,'11.46,'+1.79%,航天航空
'733,600728.佳都科技,'7.25,'+2.11%,1.17%,5.27%,51.40%,'8.15,'154.61,'300.00,'-,'0.35,'+54.91%,软件开发
'734,301207.华兰疫苗,'18.36,'+2.17%,0.32%,5.27%,14.38%,'5.82,'110.35,'85.59,1.09%,'1.29,'+6.13%,生物制品
'735,688349.三一重能,'29.18,'+2.60%,0.33%,5.24%,69.49%,'18.76,'357.86,'27.40,2.06%,'13.06,'-3.08%,风电设备
'736,300188.国投智能,'16.96,'+0.30%,0.20%,5.21%,34.20%,'7.59,'145.77,'-,'-,'-5.28,'+22.99%,软件开发
'737,300679.电连技术,'49.75,'-2.05%,3.20%,5.19%,30.07%,'10.97,'211.35,'38.05,0.95%,'5.55,'-15.77%,消费电子
'738,688123.聚辰股份,'90.01,'+1.33%,3.76%,5.18%,5.04%,'7.37,'142.32,'48.01,0.33%,'2.96,'+54.46%,半导体
'739,002050.三花智控,'31.89,'+0.03%,4.72%,5.17%,36.80%,'69.40,'1342.23,'37.27,1.10%,'36.01,'+36.92%,家电行业
'740,300229.拓尔思,'23.22,'-0.98%,0.73%,5.17%,7.55%,'10.48,'202.85,'-,'-,'-2.97,'+10.89%,软件开发
'741,000768.中航西飞,'28.95,'+0.24%,0.29%,5.14%,70.68%,'41.37,'805.14,'84.64,0.41%,'9.51,'+3.01%,航天航空
'742,301345.涛涛车业,'183.28,'+1.28%,0.38%,5.13%,32.90%,'10.22,'199.10,'34.28,1.09%,'5.81,'+185.82%,交运设备
'743,002497.雅化集团,'13.97,'-0.29%,1.28%,5.11%,21.21%,'8.22,'161.01,'98.27,0.29%,'1.64,'+19.82%,化学制品
'744,688027.国盾量子,'327.25,'-1.31%,0.39%,5.04%,9.84%,'16.95,'336.61,'-,'-,'-0.65,'+9.68%,通信设备
'745,601088.中国神华,'37.90,'+1.15%,1.04%,5.02%,31.12%,'377.76,'7530.17,'13.70,5.96%,'549.56,'-7.75%,煤炭行业
'746,300595.欧普康视,'18.54,'+2.71%,0.77%,4.95%,13.47%,'8.22,'166.15,'39.12,1.21%,'4.25,'-0.70%,医疗器械
'747,002553.南方精工,'32.61,'-3.98%,0.40%,4.94%,20.54%,'5.61,'113.48,'99.85,0.61%,'1.14,'+154.77%,汽车零部件
'748,301602.超研股份,'26.32,'+0.69%,0.11%,4.94%,8.63%,'5.57,'112.74,'85.40,0.39%,'1.32,'+294.44%,医疗器械
'749,300972.万辰集团,'204.70,'-3.35%,2.16%,4.93%,68.95%,'18.94,'384.05,'53.97,0.28%,'7.12,'+155.79%,农牧饲渔
'750,603267.鸿远电子,'59.14,'+0.27%,1.31%,4.92%,19.26%,'6.73,'136.66,'83.65,0.29%,'1.63,'+63.79%,电子元件
'751,600877.电科芯片,'14.54,'-0.75%,0.45%,4.90%,15.79%,'8.44,'172.16,'300.00,'-,'0.03,'+10.24%,半导体
'752,688603.天承科技,'94.20,'+3.31%,0.07%,4.89%,9.58%,'5.74,'117.49,'185.98,0.21%,'0.63,'+74.26%,电子化学品
'753,000975.山金国际,'20.87,'+6.32%,2.42%,4.88%,20.09%,'28.26,'579.50,'21.59,1.75%,'26.84,'+38.35%,贵金属
'754,300251.光线传媒,'19.87,'+0.56%,1.30%,4.84%,14.18%,'28.23,'582.91,'29.42,1.01%,'19.82,'+112.83%,文化传媒
'755,600600.青岛啤酒,'69.44,'-0.09%,3.29%,4.82%,41.24%,'45.68,'947.30,'22.79,3.17%,'41.56,'-11.47%,酿酒行业
'756,603992.松霖科技,'29.22,'-0.27%,0.08%,4.81%,24.66%,'6.09,'126.49,'44.94,1.76%,'2.81,'+59.98%,装修建材
'757,601579.会稽山,'25.50,'+4.34%,1.24%,4.81%,17.05%,'5.88,'122.26,'64.71,1.57%,'1.89,'+134.03%,酿酒行业
'758,600845.宝信软件,'25.63,'+1.22%,3.11%,4.80%,47.06%,'35.33,'735.78,'47.02,2.36%,'15.65,'-10.31%,互联网服务
'759,603871.嘉友国际,'12.29,'+2.42%,0.55%,4.77%,29.17%,'8.02,'168.13,'15.88,4.07%,'10.59,'-8.55%,物流行业
'760,002544.普天科技,'27.30,'+0.89%,2.23%,4.74%,59.62%,'8.81,'185.79,'-,0.03%,'-0.71,'+27.44%,通信服务
'761,002706.良信股份,'11.43,'-0.78%,1.61%,4.74%,32.42%,'6.09,'128.37,'45.17,1.92%,'2.84,'+52.51%,电网设备
'762,600633.浙数文化,'15.20,'+0.53%,0.78%,4.72%,11.10%,'9.09,'192.75,'47.51,1.64%,'4.06,'+47.06%,游戏
'763,001221.悍高集团,'55.44,'+2.52%,'-,4.70%,30.43%,'10.42,'221.77,'37.45,'-,'5.92,'+259.30%,家用轻工
'764,300457.赢合科技,'26.74,'+2.26%,0.57%,4.68%,58.94%,'8.13,'173.57,'39.66,0.44%,'4.38,'+40.49%,电池
'765,600373.中文传媒,'10.23,'-0.39%,1.45%,4.67%,36.35%,'6.53,'139.90,'300.00,3.99%,'0.16,'-15.38%,文化传媒
'766,300324.旋极信息,'7.72,'+20.06%,0.59%,4.62%,47.32%,'6.16,'133.37,'-,'-,'-3.01,'+133.23%,互联网服务
'767,688591.泰凌微,'58.47,'+10.57%,0.53%,4.61%,4.64%,'6.49,'140.76,'89.17,0.35%,'1.58,'+86.99%,半导体
'768,688271.联影医疗,'152.10,'+7.26%,2.67%,4.60%,27.52%,'57.64,'1253.54,'106.41,0.13%,'11.78,'+20.40%,医疗器械
'769,300741.华宝股份,'19.74,'-0.75%,0.27%,4.60%,6.68%,'5.59,'121.57,'-,0.86%,'-3.99,'+13.87%,食品饮料
'770,600967.内蒙一机,'25.36,'-1.40%,0.12%,4.58%,42.25%,'19.78,'431.58,'84.71,0.58%,'5.09,'+199.52%,交运设备
'771,002439.启明星辰,'16.93,'-0.65%,1.72%,4.57%,14.81%,'9.38,'205.09,'-,1.60%,'-1.95,'+7.02%,软件开发
'772,300775.三角防务,'26.91,'-1.18%,0.78%,4.53%,31.15%,'6.68,'147.34,'46.55,0.74%,'3.16,'+8.74%,航天航空
'773,600718.东软集团,'10.77,'+0.56%,3.72%,4.51%,48.31%,'5.78,'128.08,'-,1.41%,'-1.19,'+1.58%,互联网服务
'774,688778.厦钨新能,'59.20,'+1.39%,0.74%,4.48%,41.49%,'13.39,'298.78,'57.71,0.56%,'5.18,'+56.69%,电池
'775,600623.华谊集团,'8.72,'-1.25%,0.57%,4.43%,58.43%,'8.20,'185.11,'41.49,2.06%,'4.46,'+27.44%,化学原料
'776,302132.中航成飞,'105.59,'+3.57%,0.07%,4.38%,81.95%,'123.68,'2821.46,'300.00,0.60%,'8.82,'+48.21%,航天航空
'777,603983.丸美生物,'40.51,'-0.59%,1.21%,4.38%,28.01%,'7.11,'162.45,'48.12,1.85%,'3.38,'+26.96%,美容护理
'778,002550.千红制药,'10.64,'+2.80%,2.28%,4.36%,8.90%,'5.94,'136.17,'47.24,1.13%,'2.88,'+74.51%,化学制药
'779,688120.华海清科,'128.17,'+1.72%,1.56%,4.35%,42.97%,'19.69,'452.96,'47.76,0.29%,'9.48,'+17.48%,半导体
'780,688375.国博电子,'69.73,'+7.66%,0.20%,4.35%,19.31%,'18.06,'415.60,'94.79,0.57%,'4.38,'+42.25%,电子元件
'781,300747.锐科激光,'33.87,'+4.21%,0.43%,4.35%,36.19%,'8.32,'191.30,'300.00,0.15%,'0.09,'+77.18%,电子元件
'782,002270.华明装备,'19.06,'-1.04%,17.44%,4.35%,29.92%,'7.43,'170.82,'26.33,2.86%,'6.49,'+14.74%,电网设备
'783,688352.颀中科技,'12.44,'+0.32%,0.33%,4.33%,12.36%,'6.40,'147.92,'68.57,0.80%,'2.16,'+3.04%,半导体
'784,002315.焦点科技,'52.66,'+3.11%,2.26%,4.32%,37.93%,'7.21,'167.06,'33.87,2.09%,'4.93,'+28.30%,互联网服务
'785,600750.江中药业,'21.93,'+0.32%,1.44%,4.31%,31.01%,'6.00,'139.25,'18.32,5.45%,'7.60,'-0.34%,中药
'786,000795.英洛华,'12.08,'-1.31%,0.57%,4.31%,32.33%,'5.90,'136.95,'71.66,1.03%,'1.91,'+25.59%,小金属
'787,601952.苏垦农发,'9.68,'-0.62%,0.69%,4.31%,50.68%,'5.75,'133.39,'22.97,2.79%,'5.81,'+0.98%,农牧饲渔
'788,600637.东方明珠,'9.05,'+2.14%,1.63%,4.25%,19.18%,'12.93,'304.25,'167.86,1.99%,'1.81,'+19.50%,文化传媒
'789,600062.华润双鹤,'19.75,'+1.54%,1.18%,4.25%,29.65%,'8.71,'205.15,'14.21,2.39%,'14.43,'+1.74%,化学制药
'790,688584.上海合晶,'25.69,'-2.02%,0.08%,4.23%,10.18%,'7.24,'170.96,'136.69,0.78%,'1.25,'+32.86%,半导体
'791,002281.光迅科技,'74.19,'+7.98%,1.28%,4.22%,40.69%,'25.24,'598.60,'76.46,0.35%,'7.83,'+43.04%,通信设备
'792,688088.虹软科技,'61.55,'+9.42%,0.36%,4.21%,10.03%,'10.40,'246.92,'141.87,0.65%,'1.74,'+60.52%,互联网服务
'793,300373.扬杰科技,'69.10,'+1.33%,1.46%,4.19%,38.81%,'15.72,'375.45,'34.45,0.96%,'10.90,'+60.11%,半导体
'794,000997.新大陆,'29.42,'+2.15%,2.36%,4.19%,41.21%,'12.72,'303.63,'29.59,1.87%,'10.26,'+48.45%,互联网服务
'795,601598.中国外运,'5.66,'-0.18%,0.87%,4.17%,47.04%,'17.18,'411.61,'14.90,5.12%,'27.62,'+8.68%,物流行业
'796,300777.中简科技,'38.80,'-0.87%,1.14%,4.16%,8.68%,'7.09,'170.61,'39.41,0.57%,'4.33,'+37.98%,化纤行业
'797,301632.广东建科,'32.74,'-3.19%,'-,4.09%,24.87%,'5.61,'137.04,'131.58,'-,'1.04,'+399.09%,专业服务
'798,002558.巨人网络,'31.23,'-1.17%,4.76%,4.07%,13.42%,'24.61,'604.22,'39.11,0.91%,'15.45,'+148.54%,游戏
'799,688605.先锋精科,'65.33,'+1.89%,'-,4.05%,26.15%,'5.36,'132.21,'64.19,0.31%,'2.06,'-14.74%,半导体
'800,301606.绿联科技,'65.35,'-3.19%,0.32%,3.98%,27.67%,'10.80,'271.14,'54.28,0.92%,'5.00,'+74.99%,消费电子
'801,603920.世运电路,'39.55,'-0.30%,0.36%,3.96%,25.20%,'11.28,'284.98,'39.91,1.52%,'7.14,'+37.68%,电子元件
'802,688432.有研硅,'12.57,'+0.56%,0.18%,3.95%,8.32%,'6.19,'156.83,'107.98,0.48%,'1.45,'+11.86%,半导体
'803,688270.臻镭科技,'79.16,'-1.36%,0.33%,3.89%,5.99%,'6.59,'169.44,'300.00,'-,'0.49,'+126.17%,半导体
'804,000799.酒鬼酒,'70.90,'+3.87%,0.50%,3.87%,23.31%,'8.92,'230.37,'-,0.85%,'-1.02,'+29.05%,酿酒行业
'805,688200.华峰测控,'189.99,'+9.81%,6.53%,3.86%,6.66%,'9.94,'257.50,'66.39,0.52%,'3.88,'+82.70%,半导体
'806,300468.四方精创,'47.83,'+4.30%,0.26%,3.85%,5.08%,'9.77,'253.81,'300.00,0.21%,'0.74,'+194.51%,软件开发
'807,688248.南网科技,'36.38,'-1.89%,0.27%,3.84%,32.53%,'7.89,'205.44,'61.40,0.74%,'3.35,'+13.83%,电网设备
'808,688012.中微公司,'223.20,'+4.22%,9.18%,3.83%,26.64%,'53.47,'1397.56,'96.80,0.13%,'14.44,'+18.19%,半导体
'809,603171.税友股份,'56.30,'-0.20%,0.34%,3.82%,38.80%,'8.75,'228.77,'300.00,0.36%,'0.61,'+85.51%,互联网服务
'810,002867.周大生,'13.86,'+3.67%,0.93%,3.82%,20.57%,'5.75,'150.45,'15.29,6.92%,'9.84,'-0.05%,珠宝首饰
'811,603606.东方电缆,'54.70,'+3.64%,6.09%,3.81%,48.72%,'14.34,'376.18,'45.73,0.82%,'8.23,'+5.06%,电网设备
'812,601728.中国电信,'7.58,'-0.39%,0.72%,3.76%,46.57%,'261.05,'6936.24,'22.53,3.43%,'307.82,'+6.24%,通信服务
'813,300274.阳光电源,'99.20,'-0.67%,4.20%,3.76%,61.33%,'77.41,'2056.63,'15.46,1.09%,'133.06,'+36.64%,光伏设备
'814,301095.广立微,'90.86,'+0.25%,0.28%,3.74%,6.45%,'6.81,'181.98,'298.91,0.28%,'0.61,'+75.39%,半导体
'815,000629.钒钛股份,'2.87,'+2.87%,0.60%,3.66%,13.88%,'9.77,'266.77,'-,'-,'-0.77,'-0.35%,钢铁行业
'816,688205.德科立,'124.99,'-0.01%,0.56%,3.66%,14.92%,'7.24,'197.84,'300.00,0.31%,'0.56,'+79.28%,光学光电子
'817,300627.华测导航,'37.57,'-1.96%,0.77%,3.65%,30.04%,'10.78,'295.00,'49.84,0.95%,'5.92,'+27.22%,通信设备
'818,300033.同花顺,'397.41,'-3.81%,2.29%,3.63%,33.64%,'77.50,'2136.48,'112.16,0.75%,'19.05,'+39.64%,软件开发
'819,002625.光启技术,'53.00,'-2.47%,2.01%,3.60%,13.28%,'41.15,'1141.93,'172.45,0.44%,'6.62,'+10.88%,航天航空
'820,002174.游族网络,'16.22,'-4.53%,4.13%,3.57%,22.85%,'5.66,'158.55,'-,0.01%,'-1.91,'+73.48%,游戏
'821,688091.上海谊众,'72.49,'+4.78%,0.43%,3.56%,3.13%,'5.33,'149.84,'300.00,'-,'0.08,'+81.59%,化学制药
'822,688615.合合信息,'174.76,'-0.48%,'-,3.55%,22.80%,'8.68,'244.66,'65.61,0.82%,'3.73,'+21.90%,软件开发
'823,601360.三六零,'11.48,'-1.03%,2.98%,3.54%,21.78%,'28.44,'803.55,'-,0.87%,'-9.62,'+12.01%,软件开发
'824,000408.藏格矿业,'54.79,'+1.63%,1.98%,3.53%,7.03%,'30.33,'860.33,'27.95,0.48%,'30.78,'+97.58%,化肥行业
'825,002603.以岭药业,'16.73,'+2.14%,1.05%,3.53%,21.81%,'9.87,'279.51,'-,1.79%,'-6.56,'+4.50%,中药
'826,688433.华曙高科,'47.24,'+5.21%,0.16%,3.53%,21.76%,'6.91,'195.65,'300.00,0.10%,'0.27,'+102.64%,通用设备
'827,002046.国机精工,'33.10,'-0.84%,0.39%,3.51%,29.51%,'6.23,'177.50,'79.85,0.63%,'2.22,'+139.50%,通用设备
'828,002318.久立特材,'22.37,'-0.67%,4.57%,3.50%,46.18%,'7.65,'218.59,'13.20,4.34%,'16.56,'-0.59%,钢铁行业
'829,603406.天富龙,'44.72,'-0.18%,'-,3.50%,8.47%,'6.26,'178.88,'39.39,'-,'4.54,'+89.49%,化纤行业
'830,600060.海信视像,'22.05,'-0.23%,4.35%,3.46%,42.07%,'9.96,'287.75,'14.48,3.99%,'19.88,'+15.06%,家电行业
'831,000963.华东医药,'45.45,'+2.60%,2.27%,3.43%,37.87%,'27.31,'797.23,'22.85,2.05%,'34.88,'+33.09%,化学制药
'832,601519.大智慧,'16.37,'-2.91%,1.38%,3.42%,23.11%,'11.14,'325.63,'-,'-,'-1.05,'+76.97%,软件开发
'833,688498.源杰科技,'358.80,'+20.00%,1.17%,3.39%,5.29%,'10.45,'308.38,'300.00,0.06%,'0.24,'+167.69%,半导体
'834,000676.智度股份,'12.76,'+10.00%,0.81%,3.39%,15.53%,'5.48,'161.45,'143.62,'-,'1.12,'+50.83%,互联网服务
'835,600161.天坛生物,'20.10,'+0.25%,2.23%,3.34%,9.27%,'13.29,'397.45,'28.12,0.50%,'14.13,'-1.44%,生物制品
'836,002028.思源电气,'96.36,'+10.00%,19.90%,3.33%,46.13%,'24.95,'750.07,'32.99,0.52%,'22.74,'+33.45%,电网设备
'837,000099.中信海直,'24.77,'+0.20%,0.66%,3.32%,25.70%,'6.38,'192.16,'59.53,0.50%,'3.23,'-5.52%,航空机场
'838,300049.福瑞股份,'63.87,'-1.74%,0.61%,3.32%,28.99%,'5.62,'169.24,'175.23,'-,'0.97,'+102.50%,医疗器械
'839,301551.无线传媒,'50.41,'+0.74%,0.06%,3.26%,6.07%,'6.57,'201.65,'69.85,0.78%,'2.89,'-9.46%,文化传媒
'840,603259.药明康德,'111.58,'+8.02%,12.13%,3.23%,27.93%,'106.28,'3293.29,'29.52,1.21%,'111.56,'+107.12%,医疗服务
'841,300957.贝泰妮,'47.62,'+0.68%,1.59%,3.19%,22.42%,'6.44,'201.72,'300.00,1.26%,'0.03,'+13.05%,美容护理
'842,002738.中矿资源,'41.99,'+1.35%,2.27%,3.12%,29.45%,'9.44,'302.95,'183.43,1.19%,'1.65,'+20.02%,能源金属
'843,300012.华测检测,'13.51,'-0.29%,15.96%,3.08%,21.30%,'7.01,'227.35,'25.35,0.74%,'8.97,'+9.68%,专业服务
'844,002155.湖南黄金,'22.74,'+10.02%,1.81%,3.06%,13.71%,'10.88,'355.35,'32.67,0.78%,'10.88,'+89.72%,贵金属
'845,300979.华利集团,'52.59,'-0.76%,0.49%,3.02%,36.54%,'18.54,'613.73,'16.96,4.37%,'36.19,'-30.20%,纺织服装
'846,688536.思瑞浦,'162.01,'-2.14%,0.70%,3.02%,14.24%,'6.63,'219.76,'-,'-,'-1.30,'+75.15%,半导体
'847,605090.九丰能源,'29.66,'+3.09%,0.63%,3.00%,35.53%,'5.92,'197.50,'14.39,4.03%,'13.73,'+7.16%,燃气
'848,688099.晶晨股份,'98.71,'-1.32%,3.36%,2.98%,11.26%,'12.39,'415.67,'48.14,'-,'8.63,'+43.72%,半导体
'849,600598.北大荒,'14.91,'+0.13%,0.86%,2.89%,34.08%,'7.67,'265.05,'24.29,3.69%,'10.91,'+4.92%,农牧饲渔
'850,688726.拉普拉斯,'50.10,'+0.91%,'-,2.86%,62.36%,'5.81,'203.07,'32.39,0.74%,'6.27,'+12.38%,光伏设备
'851,600779.水井坊,'47.01,'-0.06%,2.24%,2.84%,42.94%,'6.52,'229.18,'20.25,2.06%,'11.32,'-10.15%,酿酒行业
'852,600118.中国卫星,'36.73,'-7.34%,1.56%,2.78%,41.45%,'12.09,'434.33,'-,0.03%,'-0.33,'+34.59%,航天航空
'853,002032.苏泊尔,'51.61,'+0.35%,4.34%,2.78%,55.67%,'11.50,'413.58,'20.18,5.44%,'20.49,'+1.83%,家电行业
'854,002007.华兰生物,'17.18,'+0.47%,1.82%,2.78%,10.07%,'8.74,'313.96,'28.48,1.16%,'11.02,'+3.26%,生物制品
'855,600486.扬农化工,'74.55,'+1.50%,4.02%,2.78%,38.98%,'8.40,'302.22,'24.76,0.91%,'12.21,'+30.21%,农药兽药
'856,301389.隆扬电子,'74.55,'-2.29%,0.11%,2.78%,4.10%,'5.88,'211.35,'216.04,0.34%,'0.98,'+352.11%,电子元件
'857,300408.三环集团,'43.64,'-1.31%,6.37%,2.75%,15.81%,'23.04,'836.36,'40.11,0.87%,'20.85,'+14.67%,电子元件
'858,002104.恒宝股份,'28.83,'+10.00%,0.42%,2.73%,9.84%,'5.57,'204.21,'300.00,0.28%,'0.43,'+329.05%,通信设备
'859,688702.盛科通信-U,'125.88,'+2.32%,0.22%,2.68%,9.67%,'13.82,'516.11,'-,'-,'-0.91,'+49.86%,半导体
'860,002595.豪迈科技,'59.59,'-0.58%,3.29%,2.63%,15.01%,'12.54,'476.72,'22.28,1.30%,'21.39,'+19.55%,专用设备
'861,688449.联芸科技,'50.51,'+0.46%,'-,2.60%,17.81%,'6.04,'232.35,'300.00,'-,'0.62,'+23.71%,半导体
'862,603127.昭衍新药,'32.71,'+4.21%,1.31%,2.58%,14.44%,'6.32,'245.15,'100.05,0.09%,'2.45,'+96.86%,医疗服务
'863,600518.康美药业,'2.12,'+3.92%,0.37%,2.56%,47.03%,'7.51,'293.17,'-,'-,'-4.29,'-9.40%,中药
'864,002484.江海股份,'36.64,'+10.00%,1.62%,2.54%,27.79%,'7.92,'311.63,'48.60,0.71%,'6.41,'+111.30%,电子元件
'865,002422.科伦药业,'40.11,'+10.01%,2.50%,2.51%,26.60%,'16.09,'640.98,'30.03,1.90%,'21.35,'+35.75%,化学制药
'866,600562.国睿科技,'29.00,'-1.36%,0.55%,2.50%,36.83%,'9.00,'360.14,'58.14,0.54%,'6.19,'+46.27%,通信设备
'867,603529.爱玛科技,'36.06,'-1.74%,2.08%,2.49%,60.93%,'7.80,'313.38,'15.06,2.54%,'20.81,'-10.63%,交运设备
'868,600941.中国移动,'106.99,'-0.01%,4.09%,2.47%,33.15%,'570.71,'23124.13,'18.06,6.70%,'1280.43,'-5.50%,通信服务
'869,002273.水晶光电,'27.32,'-1.80%,4.12%,2.47%,18.20%,'9.40,'379.92,'37.60,1.10%,'10.11,'+24.20%,光学光电子
'870,600765.中航重机,'17.10,'-0.87%,1.08%,2.46%,47.74%,'6.63,'269.41,'74.39,0.71%,'3.62,'-15.84%,航天航空
'871,688617.惠泰医疗,'305.49,'+7.43%,3.20%,2.45%,12.20%,'10.56,'430.78,'59.33,0.40%,'7.26,'+19.49%,医疗器械
'872,600938.中国海油,'25.94,'+1.01%,1.99%,2.44%,29.54%,'300.90,'12329.27,'9.98,4.94%,'1235.53,'-10.09%,石油行业
'873,603019.中科曙光,'92.14,'+4.11%,3.02%,2.40%,40.70%,'32.37,'1348.11,'85.65,0.29%,'15.74,'+27.96%,计算机设备
'874,601100.恒立液压,'91.30,'+2.10%,7.65%,2.34%,19.85%,'28.63,'1224.17,'49.07,0.77%,'24.95,'+74.75%,工程机械
'875,688425.铁建重工,'5.76,'-0.69%,0.45%,2.31%,33.98%,'7.10,'307.21,'21.09,1.48%,'14.57,'+32.83%,工程机械
'876,603893.瑞芯微,'233.99,'-5.00%,3.26%,2.27%,21.02%,'22.38,'984.46,'112.22,0.38%,'8.77,'+113.83%,半导体
'877,600316.洪都航空,'41.05,'-0.61%,0.24%,2.23%,65.25%,'6.57,'294.38,'300.00,0.04%,'0.27,'+27.86%,航天航空
'878,300015.爱尔眼科,'13.30,'-0.75%,2.07%,2.21%,34.69%,'27.39,'1240.28,'36.98,1.20%,'33.54,'+1.68%,医疗服务
'879,601138.工业富联,'55.62,'+3.33%,2.47%,2.20%,60.33%,'242.60,'11045.84,'41.61,1.15%,'265.48,'+163.77%,消费电子
'880,600406.国电南瑞,'21.60,'-0.69%,13.56%,2.16%,41.89%,'37.44,'1734.93,'22.92,2.64%,'75.71,'-12.69%,电网设备
'881,688303.大全能源,'30.67,'-4.72%,1.48%,2.13%,8.04%,'14.04,'657.93,'-,'-,'-30.92,'+27.05%,光伏设备
'882,601698.中国卫通,'23.86,'-5.69%,0.55%,2.11%,12.13%,'21.31,'1007.94,'300.00,0.14%,'1.95,'+17.15%,通信服务
'883,300832.新产业,'62.52,'+0.16%,2.83%,2.10%,7.49%,'10.34,'491.23,'31.11,2.08%,'15.79,'-9.75%,医疗器械
'884,600602.云赛智联,'23.31,'+0.47%,0.53%,2.00%,36.80%,'6.39,'318.80,'204.06,0.19%,'1.56,'+47.63%,软件开发
'885,688708.佳驰科技,'83.60,'-1.18%,'-,1.98%,11.60%,'6.61,'334.41,'84.43,0.48%,'3.96,'+37.34%,非金属材料
'886,002027.分众传媒,'8.70,'+4.69%,5.03%,1.97%,35.03%,'24.69,'1256.47,'25.46,3.79%,'49.35,'+27.33%,文化传媒
'887,600050.中国联通,'5.70,0.00%,4.20%,1.95%,43.03%,'34.70,'1782.07,'24.68,2.80%,'72.20,'+8.60%,通信服务
'888,688234.天岳先进,'63.41,'-1.69%,0.56%,1.95%,30.83%,'5.90,'302.76,'300.00,'-,'0.49,'+23.85%,半导体
'889,300896.爱美客,'196.90,'+1.50%,2.31%,1.93%,8.34%,'11.52,'595.80,'39.60,1.93%,'15.05,'+10.29%,美容护理
'890,002265.建设工业,'39.03,'-4.24%,0.23%,1.90%,54.77%,'7.65,'403.20,'256.40,'-,'1.57,'+67.73%,汽车零部件
'891,688775.影石创新,'326.90,'+1.47%,'-,1.89%,30.47%,'24.78,'1310.87,'138.57,'-,'9.46,'+591.56%,消费电子
'892,300661.圣邦股份,'77.46,'-0.40%,5.64%,1.89%,21.81%,'9.04,'478.71,'111.99,0.20%,'4.27,'+23.41%,半导体
'893,603198.迎驾贡酒,'45.15,'-0.94%,1.12%,1.76%,22.09%,'6.34,'361.20,'15.75,3.32%,'22.94,'-13.14%,酿酒行业
'894,600418.江淮汽车,'54.22,'-0.42%,4.61%,1.58%,75.26%,'18.66,'1184.17,'-,0.04%,'-37.49,'+44.59%,汽车整车
'895,688578.艾力斯,'116.98,'+2.61%,2.31%,1.55%,12.10%,'8.14,'526.41,'32.51,0.56%,'16.19,'+96.09%,化学制药
'896,300628.亿联网络,'38.04,'+0.66%,3.14%,1.54%,9.00%,'7.44,'481.80,'20.61,4.98%,'23.38,'+2.27%,通信设备
'897,600378.昊华科技,'30.64,'+0.89%,0.27%,1.54%,39.88%,'6.10,'395.26,'44.11,0.93%,'8.96,'+7.11%,化学制品
