序,股票,价,涨,北上,现金/市值,资产负债率,现金流.亿,市值.亿,PE.扣非,股息,净利润.亿,今年来,行业
'531,600132.重庆啤酒,'55.07,'-0.65%,6.24%,9.03%,72.30%,'24.07,'266.52,'22.42,4.36%,'11.89,'-11.18%,酿酒行业
'532,000912.泸天化,'4.42,'-0.45%,0.36%,9.03%,30.58%,'6.26,'69.31,'-,'-,'-0.72,'+0.91%,化肥行业
'533,300039.上海凯宝,'6.32,'+0.96%,0.60%,9.03%,8.77%,'5.97,'66.11,'20.19,1.58%,'3.27,'+3.97%,中药
'534,002026.山东威达,'14.13,'+3.29%,'-,8.98%,21.64%,'5.59,'62.25,'22.86,1.00%,'2.72,'+44.58%,通用设备
'535,688297.中无人机,'59.24,'-0.03%,0.28%,8.97%,36.27%,'35.85,'399.87,'300.00,'-,'0.10,'+47.07%,航天航空
'536,688692.达梦数据,'277.80,'-2.86%,'-,8.93%,10.92%,'28.10,'314.58,'72.50,0.12%,'4.34,'+13.73%,软件开发
'537,002970.锐明技术,'50.05,'-0.42%,0.77%,8.93%,40.16%,'8.05,'90.17,'27.34,1.97%,'3.30,'+6.58%,计算机设备
'538,003031.中瓷电子,'62.09,'+0.67%,0.80%,8.92%,15.91%,'24.97,'280.06,'50.13,0.68%,'5.59,'+19.57%,通信设备
'539,002690.美亚光电,'20.26,'+1.30%,5.87%,8.92%,20.86%,'15.95,'178.74,'27.12,3.46%,'6.59,'+42.41%,专用设备
'540,000969.安泰科技,'14.48,'-0.07%,0.80%,8.91%,41.63%,'13.56,'152.14,'58.54,1.38%,'2.60,'+31.88%,通用设备
'541,300341.麦克奥迪,'17.66,'+0.34%,0.48%,8.85%,24.23%,'8.09,'91.37,'55.20,0.40%,'1.66,'+1.30%,电网设备
'542,000612.焦作万方,'9.19,'+3.49%,0.56%,8.77%,18.80%,'9.61,'109.56,'14.10,1.41%,'7.77,'+45.65%,有色金属
'543,002440.闰土股份,'7.25,'-1.63%,0.52%,8.76%,16.18%,'7.14,'81.49,'33.12,2.07%,'2.46,'+10.09%,化学制品
'544,600495.晋西车轴,'5.47,'-0.55%,'-,8.76%,18.94%,'5.79,'66.09,'232.85,0.26%,'0.28,'+44.36%,交运设备
'545,603135.中重科技,'10.42,'+0.48%,0.27%,8.75%,22.63%,'5.74,'65.60,'300.00,0.63%,'0.21,'+18.40%,专用设备
'546,300803.指南针,'150.88,'+0.55%,2.08%,8.74%,80.23%,'80.20,'917.58,'300.00,'-,'2.22,'+128.01%,软件开发
'547,603027.千禾味业,'12.15,'-1.46%,0.50%,8.73%,21.75%,'10.88,'124.60,'29.11,4.12%,'4.28,'+4.51%,食品饮料
'548,605183.确成股份,'20.27,'+1.76%,0.46%,8.73%,14.15%,'7.36,'84.30,'15.28,1.48%,'5.52,'+22.33%,橡胶制品
'549,688543.国科军工,'56.27,'-1.25%,0.51%,8.72%,24.93%,'10.25,'117.52,'70.19,1.34%,'1.67,'+36.78%,航天航空
'550,002332.仙琚制药,'10.82,'+1.79%,0.56%,8.70%,16.73%,'9.31,'107.03,'22.10,2.77%,'4.84,'+12.44%,化学制药
'551,300802.矩子科技,'21.44,'+0.09%,0.60%,8.67%,21.10%,'5.38,'62.02,'101.29,0.75%,'0.61,'+18.35%,专用设备
'552,000811.冰轮环境,'13.48,'+0.67%,0.87%,8.66%,46.10%,'11.59,'133.81,'28.81,1.43%,'4.64,'+45.86%,通用设备
'553,600055.万东医疗,'17.89,'+0.90%,0.64%,8.64%,12.39%,'10.87,'125.78,'129.76,0.73%,'0.97,'+19.37%,医疗器械
'554,300633.开立医疗,'32.86,'-0.52%,1.31%,8.63%,22.46%,'12.27,'142.19,'-,0.30%,'-0.05,'+12.16%,医疗器械
'555,002064.华峰化学,'8.02,'-0.25%,1.39%,8.56%,25.69%,'34.07,'398.00,'25.97,1.87%,'15.32,'+0.15%,化纤行业
'556,300474.景嘉微,'85.60,'+0.71%,0.05%,8.55%,6.35%,'38.25,'447.36,'-,0.07%,'-3.22,'-8.36%,电子元件
'557,000739.普洛药业,'16.06,'+1.01%,2.58%,8.53%,45.88%,'15.87,'186.05,'20.61,2.24%,'9.03,'+1.30%,化学制药
'558,002773.康弘药业,'41.86,'+3.97%,2.96%,8.52%,7.17%,'32.84,'385.66,'31.41,1.43%,'12.28,'+117.86%,化学制药
'559,002152.广电运通,'14.97,'+4.47%,1.23%,8.48%,44.58%,'31.51,'371.76,'51.72,1.34%,'7.19,'+30.56%,计算机设备
'560,002415.海康威视,'31.15,'-0.06%,0.44%,8.41%,31.03%,'241.82,'2876.14,'23.85,2.25%,'120.61,'+3.98%,计算机设备
'561,600760.中航沈飞,'64.40,'+1.47%,1.28%,8.40%,69.43%,'153.28,'1825.80,'63.87,0.60%,'28.59,'+28.04%,航天航空
'562,000028.国药一致,'25.83,'+0.12%,0.60%,8.35%,57.86%,'12.00,'143.76,'28.04,1.42%,'5.13,'-10.38%,医药商业
'563,603275.众辰科技,'48.95,'-1.69%,0.16%,8.34%,11.51%,'6.07,'72.82,'44.63,0.49%,'1.63,'+44.33%,仪器仪表
'564,688691.灿芯股份,'84.18,'+12.65%,0.16%,8.23%,26.06%,'8.31,'101.02,'-,0.20%,'-0.98,'+9.65%,半导体
'565,603125.常青科技,'17.91,'+1.19%,0.08%,8.23%,6.74%,'5.97,'72.51,'45.42,0.58%,'1.60,'+36.20%,化学制品
'566,603235.天新药业,'27.60,'-1.04%,0.12%,8.22%,18.66%,'9.93,'120.83,'19.44,2.46%,'6.21,'+10.65%,食品饮料
'567,002372.伟星新材,'10.69,'-0.83%,3.23%,8.20%,22.93%,'13.95,'170.19,'20.13,5.61%,'8.45,'-11.69%,装修建材
'568,301048.金鹰重工,'12.68,'+0.64%,0.22%,8.19%,49.69%,'5.54,'67.63,'33.94,0.49%,'1.99,'+36.10%,交运设备
'569,601022.宁波远洋,'9.64,'+0.63%,0.14%,8.16%,29.91%,'10.29,'126.15,'20.68,1.32%,'6.10,'+21.70%,航运港口
'570,603298.杭叉集团,'24.87,'+7.11%,4.11%,8.11%,34.63%,'26.42,'325.75,'15.53,2.01%,'20.98,'+42.71%,工程机械
'571,603014.威高血净,'41.01,'+5.59%,'-,8.11%,16.25%,'13.69,'168.71,'36.83,'-,'4.58,'+54.75%,医疗器械
'572,605339.南侨食品,'17.37,'-0.80%,0.01%,8.10%,17.72%,'5.97,'73.70,'77.47,0.98%,'0.95,'+3.09%,食品饮料
'573,002025.航天电器,'53.24,'-1.77%,0.19%,8.09%,38.71%,'19.62,'242.47,'300.00,0.43%,'0.26,'+10.16%,电子元件
'574,600066.宇通客车,'28.30,'+2.46%,10.72%,8.07%,55.94%,'50.56,'626.54,'17.47,5.30%,'35.87,'+11.45%,汽车整车
'575,601958.金钼股份,'16.50,'+10.00%,2.76%,8.02%,10.92%,'42.68,'532.39,'18.84,2.42%,'28.26,'+69.22%,小金属
'576,002651.利君股份,'14.53,'-3.13%,0.68%,7.98%,19.57%,'11.98,'150.16,'170.19,0.41%,'0.88,'+99.26%,专用设备
'577,300821.东岳硅材,'9.99,'+1.32%,0.56%,7.98%,21.20%,'9.57,'119.88,'237.56,0.15%,'0.50,'+29.00%,化学制品
'578,300296.利亚德,'7.41,'+2.07%,1.08%,7.97%,40.23%,'16.02,'200.96,'-,1.35%,'-8.92,'+16.98%,光学光电子
'579,300451.创业慧康,'5.37,'-0.37%,0.82%,7.96%,20.50%,'6.62,'83.19,'-,'-,'-3.12,'+19.87%,软件开发
'580,603698.航天工程,'17.75,'-3.22%,0.86%,7.91%,39.87%,'7.53,'95.14,'51.66,0.61%,'1.84,'+14.77%,专业服务
'581,300005.探路者,'9.42,'+2.39%,0.41%,7.90%,20.05%,'6.58,'83.24,'300.00,0.13%,'0.19,'+34.55%,纺织服装
'582,000821.京山轻机,'12.04,'+1.09%,0.51%,7.88%,67.33%,'5.91,'74.99,'26.49,0.58%,'2.83,'-2.70%,光伏设备
'583,002594.比亚迪,'109.70,'-3.82%,7.07%,7.85%,71.08%,'785.36,'10001.57,'26.14,1.21%,'382.67,'+17.82%,汽车整车
'584,603229.奥翔药业,'11.46,'+2.50%,0.63%,7.83%,22.63%,'7.45,'95.15,'60.34,0.87%,'1.58,'+15.94%,化学制药
'585,600276.恒瑞医药,'68.35,'+3.20%,8.39%,7.82%,6.14%,'354.97,'4536.53,'65.17,0.29%,'69.61,'+49.45%,化学制药
'586,601882.海天精工,'21.00,'+5.00%,0.18%,7.81%,43.91%,'8.56,'109.62,'25.72,1.71%,'4.26,'-2.41%,通用设备
'587,300217.东方电热,'5.33,'-0.37%,0.53%,7.81%,34.26%,'6.15,'78.78,'49.14,0.60%,'1.60,'+18.95%,家电行业
'588,603271.永杰新材,'41.89,'+3.87%,'-,7.79%,40.01%,'6.42,'82.41,'23.94,0.78%,'3.44,'+105.21%,有色金属
'589,600201.生物股份,'8.60,'+1.06%,0.92%,7.76%,16.78%,'7.42,'95.61,'-,0.35%,'-0.26,'+25.82%,农药兽药
'590,600519.贵州茅台,'1476.10,'-0.26%,5.80%,7.73%,14.75%,'1428.30,'18484.76,'20.55,3.50%,'899.61,'-1.24%,酿酒行业
'591,603605.珀莱雅,'84.43,'+0.72%,11.99%,7.73%,29.55%,'25.83,'334.35,'20.72,1.41%,'16.13,'+1.12%,美容护理
'592,601086.国芳集团,'12.49,'-0.64%,'-,7.71%,42.72%,'6.41,'83.18,'157.31,0.64%,'0.53,'+113.99%,商业百货
'593,600645.中源协和,'26.42,'+0.99%,3.07%,7.69%,29.41%,'9.51,'123.63,'137.08,'-,'0.90,'+36.89%,生物制品
'594,002320.海峡股份,'8.31,'-0.60%,0.72%,7.66%,43.84%,'14.22,'185.66,'126.04,0.48%,'1.47,'+27.73%,航运港口
'595,002721.金一文化,'4.02,'+3.88%,'-,7.66%,7.55%,'8.19,'106.91,'300.00,'-,'0.14,'+50.00%,珠宝首饰
'596,301628.强达电路,'98.30,'+0.01%,0.02%,7.63%,23.54%,'5.65,'74.09,'70.64,0.41%,'1.05,'+21.08%,电子元件
'597,300496.中科创达,'78.31,'-0.91%,3.21%,7.62%,19.00%,'27.44,'360.24,'161.32,0.23%,'2.23,'+31.62%,互联网服务
'598,601766.中国中车,'7.59,'-1.04%,3.46%,7.60%,60.96%,'165.49,'2178.24,'16.20,2.77%,'134.44,'-6.83%,交运设备
'599,600855.航天长峰,'15.64,'-1.14%,0.43%,7.59%,54.44%,'5.56,'73.28,'-,'-,'-2.76,'+21.43%,计算机设备
'600,688347.华虹公司,'85.71,'+9.18%,0.89%,7.56%,27.90%,'112.09,'1482.33,'300.00,'-,'0.67,'+84.44%,半导体
'601,002153.石基信息,'11.03,'-0.18%,0.47%,7.53%,16.94%,'22.68,'301.03,'-,0.09%,'-2.19,'+54.66%,软件开发
'602,300294.博雅生物,'26.39,'-0.83%,5.36%,7.51%,12.07%,'10.00,'133.07,'63.90,1.21%,'2.08,'-12.32%,生物制品
'603,688206.概伦电子,'38.14,'+7.38%,0.94%,7.49%,17.61%,'12.43,'165.98,'-,0.08%,'-0.76,'+101.91%,软件开发
'604,001339.智微智能,'63.23,'-2.41%,0.49%,7.49%,58.43%,'11.93,'159.23,'109.27,0.13%,'1.46,'+73.10%,计算机设备
'605,002204.大连重工,'6.35,'-0.16%,3.16%,7.49%,71.82%,'9.18,'122.64,'32.94,0.79%,'3.72,'+28.56%,工程机械
'606,300413.芒果超媒,'25.96,'-0.46%,2.51%,7.43%,29.91%,'36.09,'485.64,'36.18,0.85%,'13.42,'-2.45%,文化传媒
'607,603053.成都燃气,'10.47,'-0.38%,0.37%,7.41%,43.52%,'6.90,'93.07,'19.74,2.87%,'4.72,'+7.74%,燃气
'608,301191.菲菱科思,'107.22,'+1.68%,0.29%,7.36%,36.37%,'5.47,'74.35,'165.88,0.93%,'0.45,'+21.34%,通信设备
'609,603589.口子窖,'34.56,'-0.35%,1.45%,7.34%,22.16%,'15.17,'206.71,'14.99,3.77%,'13.79,'-8.52%,酿酒行业
'610,603369.今世缘,'42.90,'-0.90%,2.75%,7.31%,33.41%,'39.12,'534.88,'16.94,2.80%,'31.58,'-2.48%,酿酒行业
'611,301363.美好医疗,'25.21,'+4.65%,0.53%,7.31%,10.26%,'10.48,'143.41,'48.12,0.28%,'2.98,'+9.23%,医疗器械
'612,601628.中国人寿,'40.97,'-2.64%,0.38%,7.26%,92.66%,'840.75,'11580.05,'10.55,1.59%,'1097.39,'-1.16%,保险
'613,603288.海天味业,'41.22,'-0.53%,3.52%,7.24%,15.18%,'174.53,'2412.12,'36.77,2.09%,'65.60,'-8.42%,食品饮料
'614,002534.西子洁能,'13.61,'-2.44%,1.68%,7.24%,68.59%,'7.24,'100.06,'56.00,1.48%,'1.79,'+24.65%,电源设备
'615,601949.中国出版,'7.04,'+1.00%,0.46%,7.22%,32.78%,'9.68,'134.04,'23.27,1.45%,'5.76,'-0.47%,文化传媒
'616,688766.普冉股份,'78.29,'+3.00%,0.32%,7.20%,10.27%,'8.35,'115.91,'80.23,0.39%,'1.44,'+8.73%,半导体
'617,000807.云铝股份,'19.41,'+0.10%,5.67%,7.16%,21.95%,'48.22,'673.13,'14.55,2.11%,'46.26,'+45.14%,有色金属
'618,000901.航天科技,'19.15,'-3.62%,2.30%,7.16%,37.59%,'10.95,'152.86,'-,'-,'-0.28,'+74.57%,汽车零部件
'619,000409.云鼎科技,'12.38,'+0.73%,0.11%,7.16%,28.14%,'6.01,'83.94,'152.82,'-,'0.55,'+38.95%,互联网服务
'620,688612.威迈斯,'41.25,'+3.44%,0.35%,7.15%,56.40%,'12.42,'173.64,'42.15,1.49%,'4.12,'+77.79%,汽车零部件
'621,600640.国脉文化,'12.76,'-0.31%,0.76%,7.13%,16.38%,'7.24,'101.53,'246.59,0.07%,'0.41,'+6.94%,文化传媒
'622,603379.三美股份,'62.18,'+1.09%,0.80%,7.12%,14.34%,'27.03,'379.60,'27.90,0.72%,'13.61,'+63.53%,化学制品
'623,002405.四维图新,'9.38,'-0.85%,1.32%,7.11%,22.88%,'15.81,'222.37,'-,'-,'-10.71,'-2.70%,软件开发
'624,000338.潍柴动力,'14.81,'-2.18%,8.92%,7.09%,65.43%,'91.55,'1290.79,'12.66,4.86%,'101.97,'+10.48%,汽车零部件
'625,600851.海欣股份,'6.94,'+1.31%,'-,7.09%,16.80%,'5.94,'83.77,'56.27,0.58%,'1.49,'+20.33%,化学制药
'626,688187.时代电气,'48.40,'-0.02%,1.84%,7.08%,36.39%,'46.53,'657.25,'17.98,2.07%,'36.55,'+3.32%,交运设备
'627,002467.二六三,'6.51,'+3.99%,0.38%,7.08%,15.41%,'6.34,'89.54,'190.96,0.15%,'0.47,'+18.16%,通信服务
'628,001359.平安电工,'55.50,'-4.80%,0.20%,7.07%,16.20%,'7.28,'102.95,'43.74,0.65%,'2.35,'+116.79%,非金属材料
'629,688608.恒玄科技,'280.99,'-0.70%,4.04%,7.04%,7.01%,'33.31,'473.09,'83.51,0.50%,'5.67,'+21.24%,半导体
'630,300724.捷佳伟创,'108.12,'+9.48%,2.41%,7.04%,57.42%,'26.48,'375.95,'12.26,1.11%,'30.66,'+74.95%,光伏设备
'631,301550.斯菱股份,'101.35,'+1.06%,0.37%,7.00%,19.22%,'11.32,'161.65,'85.95,0.34%,'1.88,'+102.47%,汽车零部件
'632,688515.裕太微-U,'117.99,'+9.79%,0.43%,6.98%,8.65%,'6.59,'94.39,'-,'-,'-2.24,'+19.18%,半导体
'633,600787.中储股份,'6.25,'-0.32%,0.59%,6.95%,36.14%,'9.43,'135.63,'-,1.12%,'-3.45,'-0.91%,物流行业
'634,688526.科前生物,'18.30,'-0.44%,0.51%,6.95%,11.37%,'5.93,'85.30,'23.11,2.35%,'3.69,'+31.52%,农药兽药
'635,603816.顾家家居,'28.71,'-1.68%,1.25%,6.90%,44.98%,'16.29,'235.93,'16.61,4.81%,'14.21,'+9.85%,装修建材
'636,002801.微光股份,'36.40,'-0.95%,0.37%,6.90%,18.88%,'5.77,'83.59,'27.35,0.96%,'3.06,'+50.47%,电机
'637,605555.德昌股份,'17.27,'-1.82%,0.32%,6.88%,48.66%,'5.75,'83.60,'28.19,1.56%,'2.97,'+5.52%,家电行业
'638,603486.科沃斯,'93.00,'-4.01%,1.65%,6.87%,50.17%,'36.85,'536.01,'52.60,0.48%,'10.19,'+99.54%,家电行业
'639,600715.文投控股,'2.93,'+10.15%,'-,6.87%,32.13%,'8.17,'118.95,'-,'-,'-6.16,'+30.22%,游戏
'640,000030.富奥股份,'5.73,'-1.21%,2.93%,6.87%,47.03%,'6.77,'98.55,'15.67,2.62%,'6.29,'+14.54%,汽车零部件
'641,688586.江航装备,'12.07,'-1.63%,0.38%,6.84%,31.78%,'6.53,'95.51,'191.18,0.75%,'0.50,'+27.25%,航天航空
'642,688351.微电生理,'24.72,'+3.78%,0.09%,6.83%,8.80%,'7.94,'116.33,'300.00,'-,'0.25,'+29.83%,医疗器械
'643,605365.立达信,'15.48,'-1.21%,1.39%,6.82%,44.18%,'5.30,'77.71,'28.34,2.71%,'2.74,'+1.42%,家电行业
'644,688100.威胜信息,'37.86,'-1.30%,0.38%,6.78%,34.83%,'12.63,'186.15,'28.92,1.37%,'6.44,'+6.14%,通信设备
'645,601801.皖新传媒,'6.88,'-0.86%,0.48%,6.78%,36.35%,'9.14,'134.71,'19.06,2.91%,'7.07,'-4.88%,文化传媒
'646,603153.上海建科,'19.19,'+1.32%,0.22%,6.74%,31.97%,'5.30,'78.65,'38.67,1.33%,'2.03,'-6.34%,工程咨询服务
'647,601127.赛力斯,'143.89,'+5.10%,3.36%,6.69%,76.08%,'157.28,'2350.25,'35.56,0.89%,'66.10,'+8.69%,汽车整车
'648,601222.林洋能源,'6.15,'+3.36%,0.97%,6.69%,37.04%,'8.47,'126.70,'24.62,4.36%,'5.15,'-9.62%,仪器仪表
'649,688428.诺诚健华-U,'29.64,'+3.28%,'-,6.68%,28.25%,'34.93,'523.04,'-,'-,'-2.70,'+141.37%,生物制品
'650,301050.雷电微力,'55.50,'-0.93%,0.37%,6.68%,23.17%,'9.08,'135.86,'59.86,0.75%,'2.27,'+8.05%,半导体
'651,301061.匠心家居,'102.60,'-2.47%,1.44%,6.66%,20.83%,'14.87,'223.24,'28.41,0.75%,'7.86,'+117.23%,家电行业
'652,603000.人民网,'21.70,'-0.64%,1.03%,6.63%,25.01%,'15.90,'239.93,'120.52,0.61%,'1.99,'-0.90%,文化传媒
'653,600458.时代新材,'14.39,'-0.76%,0.56%,6.62%,65.99%,'8.87,'134.00,'30.23,1.33%,'4.43,'+14.45%,风电设备
'654,603919.金徽酒,'21.90,'-0.77%,0.44%,6.59%,29.34%,'7.32,'111.09,'29.54,2.28%,'3.76,'+14.63%,酿酒行业
'655,002517.恺英网络,'22.30,'-4.17%,5.16%,6.56%,18.28%,'31.27,'476.43,'27.43,0.90%,'17.37,'+64.81%,游戏
'656,600536.中国软件,'52.90,'-1.25%,1.48%,6.54%,42.82%,'32.30,'493.97,'-,'-,'-3.68,'+13.30%,软件开发
'657,002755.奥赛康,'23.72,'-1.37%,0.50%,6.54%,27.19%,'14.39,'220.16,'103.81,0.51%,'2.12,'+87.83%,化学制药
'658,603899.晨光股份,'30.86,'+1.31%,3.13%,6.52%,42.28%,'18.54,'284.21,'25.19,3.25%,'11.28,'+5.61%,家用轻工
'659,300533.冰川网络,'41.80,'-3.80%,3.30%,6.52%,41.54%,'6.39,'98.01,'17.74,'-,'5.52,'+111.54%,游戏
'660,002938.鹏鼎控股,'58.49,'-2.19%,2.06%,6.46%,29.24%,'87.65,'1355.83,'34.55,1.71%,'39.24,'+65.69%,电子元件
'661,600559.老白干酒,'18.28,'+0.49%,0.50%,6.46%,42.07%,'10.80,'167.22,'22.12,3.01%,'7.56,'-9.98%,酿酒行业
'662,300487.蓝晓科技,'56.06,'+1.72%,9.86%,6.45%,36.30%,'18.37,'284.60,'36.09,1.28%,'7.89,'+18.50%,塑料制品
'663,301658.首航新能,'34.11,'+0.62%,0.08%,6.44%,35.32%,'9.06,'140.66,'55.28,0.37%,'2.54,'+190.33%,光伏设备
'664,688128.中国电研,'26.59,'-0.45%,0.81%,6.44%,55.73%,'6.93,'107.56,'23.38,1.88%,'4.60,'+29.27%,专用设备
'665,600775.南京熊猫,'13.25,'+4.58%,0.20%,6.41%,33.74%,'7.76,'121.08,'-,'-,'-1.87,'+31.97%,通信设备
'666,001391.国货航,'6.84,0.00%,0.08%,6.37%,13.23%,'53.22,'835.09,'33.69,0.95%,'24.79,'-25.03%,物流行业
'667,000796.凯撒旅业,'5.98,'+1.01%,0.68%,6.37%,51.58%,'6.11,'95.91,'-,'-,'-0.92,'+47.65%,旅游酒店
'668,002151.北斗星通,'32.50,'-1.40%,1.48%,6.36%,17.17%,'11.23,'176.45,'-,'-,'-3.66,'+22.46%,通信设备
'669,600988.赤峰黄金,'28.05,'+8.01%,5.16%,6.31%,37.19%,'33.64,'533.07,'24.53,0.57%,'21.73,'+80.83%,贵金属
'670,301458.钧崴电子,'39.41,'+0.03%,0.06%,6.31%,14.16%,'6.63,'105.09,'90.28,0.50%,'1.16,'+281.40%,电子元件
'671,603345.安井食品,'74.88,'+0.78%,4.07%,6.27%,20.24%,'15.65,'249.57,'20.96,4.47%,'11.91,'-5.72%,食品饮料
'672,000970.中科三环,'15.42,'-2.71%,2.05%,6.27%,25.42%,'11.76,'187.46,'183.17,0.13%,'1.02,'+48.97%,小金属
'673,002262.恩华药业,'25.02,'+1.13%,0.75%,6.26%,13.01%,'15.92,'254.15,'21.02,1.44%,'12.09,'+4.45%,化学制药
'674,002179.中航光电,'42.68,'+1.98%,0.97%,6.25%,39.11%,'56.53,'904.08,'29.61,1.87%,'30.54,'+10.88%,电子元件
'675,000581.威孚高科,'22.48,'-0.13%,2.59%,6.25%,27.85%,'13.58,'217.33,'17.26,5.17%,'12.59,'+24.59%,汽车零部件
'676,603277.银都股份,'17.42,'+0.11%,0.72%,6.23%,34.04%,'6.66,'106.91,'24.85,3.97%,'4.30,'+11.36%,通用设备
'677,600452.涪陵电力,'10.58,'+4.86%,0.76%,6.17%,15.50%,'10.03,'162.57,'34.29,0.99%,'4.74,'+0.50%,电力行业
'678,603986.兆易创新,'174.88,'+10.00%,6.12%,6.16%,11.94%,'71.48,'1161.26,'105.43,0.19%,'11.01,'+64.21%,半导体
'679,603013.亚普股份,'25.58,'+4.75%,0.79%,6.13%,35.32%,'8.04,'131.12,'24.33,1.56%,'5.39,'+74.21%,汽车零部件
'680,600331.宏达股份,'11.00,'+0.18%,1.14%,6.10%,40.03%,'17.73,'290.58,'-,'-,'-1.20,'+44.36%,有色金属
'681,300676.华大基因,'53.92,'+0.22%,0.62%,6.10%,24.81%,'13.75,'225.56,'-,0.18%,'-9.51,'+28.47%,医疗器械
'682,002515.金字火腿,'7.46,'+3.47%,0.21%,6.09%,2.30%,'5.50,'90.31,'300.00,0.40%,'0.24,'+65.63%,食品饮料
'683,300976.达瑞电子,'65.33,'+3.65%,0.08%,6.09%,16.43%,'5.30,'86.96,'30.74,1.21%,'2.83,'+35.28%,消费电子
'684,601965.中国汽研,'18.10,'-1.15%,0.43%,6.08%,27.70%,'11.04,'181.55,'20.60,1.88%,'8.81,'+4.64%,汽车服务
'685,300026.红日药业,'4.00,'+1.78%,0.87%,6.07%,19.38%,'7.30,'120.17,'-,0.75%,'-0.76,'+6.40%,中药
'686,000786.北新建材,'26.27,'-1.61%,10.49%,6.03%,23.01%,'26.77,'443.83,'13.48,3.29%,'32.91,'-10.62%,装修建材
'687,603583.捷昌驱动,'43.63,'+1.92%,2.17%,6.03%,31.83%,'10.05,'166.77,'48.68,0.69%,'3.43,'+77.96%,专用设备
'688,603596.伯特利,'46.55,'-2.39%,6.34%,6.02%,43.66%,'17.00,'282.33,'23.51,0.75%,'12.01,'+5.11%,汽车零部件
'689,601336.新华保险,'65.75,'-3.65%,2.90%,6.01%,95.31%,'123.27,'2051.10,'6.83,3.85%,'300.44,'+36.38%,保险
'690,000661.长春高新,'113.37,'+10.00%,2.07%,5.98%,18.75%,'27.64,'462.48,'21.75,2.29%,'21.26,'+16.76%,生物制品
'691,600776.东方通信,'12.37,'+0.65%,0.60%,5.98%,22.19%,'9.29,'155.37,'-,0.49%,'-1.23,'+11.16%,通信设备
'692,601038.一拖股份,'13.18,'-0.83%,0.51%,5.98%,45.94%,'8.85,'148.10,'21.76,2.27%,'6.81,'-8.76%,专用设备
'693,601890.亚星锚链,'10.28,'+0.49%,1.40%,5.98%,28.03%,'5.90,'98.63,'40.82,0.97%,'2.42,'+33.47%,船舶制造
'694,688114.华大智造,'70.50,'-1.56%,0.72%,5.97%,24.53%,'17.54,'293.64,'-,'-,'-5.31,'+50.67%,医疗器械
'695,002960.青鸟消防,'11.10,'+2.12%,0.90%,5.95%,27.99%,'5.74,'96.50,'29.86,1.50%,'3.23,'+16.11%,专用设备
'696,002636.金安国纪,'13.90,'-2.32%,0.79%,5.89%,43.88%,'5.96,'101.19,'-,0.61%,'-0.11,'+81.43%,电子元件
'697,002508.老板电器,'20.20,'-0.74%,9.62%,5.88%,32.20%,'11.22,'190.88,'13.26,4.95%,'14.40,'-3.27%,家电行业
'698,688220.翱捷科技-U,'106.00,'+1.04%,1.06%,5.87%,16.05%,'26.01,'443.40,'-,'-,'-7.58,'+95.97%,半导体
'699,301267.华厦眼科,'21.00,'+1.01%,0.41%,5.87%,25.77%,'10.35,'176.40,'42.47,1.05%,'4.15,'+11.54%,医疗服务
'700,300002.神州泰岳,'13.68,'-0.87%,2.87%,5.85%,13.92%,'15.75,'269.11,'26.47,0.73%,'10.17,'+18.95%,游戏
'701,600211.西藏药业,'48.39,'+4.56%,0.80%,5.85%,25.88%,'9.13,'155.97,'17.76,3.87%,'8.78,'+37.14%,生物制品
'702,300446.航天智造,'18.12,'-1.15%,0.60%,5.85%,43.77%,'8.96,'153.19,'19.73,1.55%,'7.77,'+11.61%,汽车零部件
'703,300695.兆丰股份,'102.17,'-2.01%,'-,5.85%,13.30%,'6.11,'104.48,'91.17,0.14%,'1.15,'+231.09%,汽车零部件
'704,002545.东方铁塔,'10.52,'+3.54%,1.17%,5.83%,34.98%,'7.63,'130.88,'17.16,2.85%,'7.63,'+54.42%,化肥行业
'705,605198.安德利,'48.26,'-1.37%,0.37%,5.82%,7.09%,'9.59,'164.66,'51.71,0.52%,'3.18,'+75.98%,食品饮料
'706,001337.四川黄金,'25.90,'+7.60%,0.22%,5.81%,26.18%,'6.32,'108.78,'34.61,1.35%,'3.14,'+25.31%,贵金属
'707,688232.新点软件,'30.12,'+0.74%,0.56%,5.80%,15.16%,'5.77,'99.40,'115.93,1.20%,'0.86,'+5.10%,软件开发
'708,688008.澜起科技,'124.22,'+1.07%,10.07%,5.77%,6.36%,'82.10,'1422.51,'79.23,0.31%,'17.95,'+83.86%,半导体
'709,688777.中控技术,'50.83,'-2.25%,5.33%,5.77%,42.31%,'23.20,'402.16,'47.08,1.40%,'8.54,'+3.95%,软件开发
'710,002048.宁波华翔,'27.51,'+0.84%,4.71%,5.71%,55.05%,'12.78,'223.89,'21.37,1.70%,'10.48,'+123.49%,汽车零部件
'711,601858.中国科传,'21.59,'+0.28%,0.29%,5.71%,23.45%,'9.74,'170.67,'34.45,1.27%,'4.95,'+7.38%,文化传媒
'712,600480.凌云股份,'13.70,'-0.51%,1.44%,5.69%,49.40%,'9.53,'167.46,'29.53,2.25%,'5.67,'+68.26%,汽车零部件
'713,000729.燕京啤酒,'12.54,'-0.48%,3.39%,5.66%,31.94%,'20.01,'353.44,'26.45,1.52%,'13.36,'+5.70%,酿酒行业
