序,股票,价,涨,持股比,持有市值.亿,近3月,近1年,近2年,近3年,PE,股息,市值,今年来,行业
'312,601601.中国太保,'39.60,'-1.76%,3.19%,'82.03,'-0.49%,'-0.80%,'-1.67%,'+0.48%,'8.28,2.73%,'2710.64,'+19.62%,保险
'313,600436.片仔癀,'207.33,'-0.90%,3.19%,'38.48,'+0.69%,'+0.84%,'+0.26%,'+0.16%,'45.60,1.43%,'1250.86,'-2.47%,中药
'314,000977.浪潮信息,'68.93,'+2.65%,3.18%,'23.82,'+0.78%,'+1.52%,'+0.74%,'+0.80%,'47.77,0.23%,'1014.74,'+33.29%,计算机设备
'315,300454.深信服,'128.06,'-1.11%,3.18%,'12.63,'-0.62%,'+1.78%,'-1.18%,'-2.78%,'114.39,0.05%,'540.26,'+123.25%,软件开发
'316,002727.一心堂,'14.94,'+1.70%,3.17%,'3.04,'-3.62%,'-1.24%,'-4.78%,'+0.18%,'44.77,2.01%,'87.49,'+16.67%,医药商业
'317,601128.常熟银行,'7.51,'-0.13%,3.17%,'7.74,'-0.02%,'-0.51%,'+0.45%,'-2.98%,'6.18,3.03%,'249.07,'+12.65%,银行
'318,002812.恩捷股份,'32.60,'+0.93%,3.16%,'8.96,'+0.65%,'-0.90%,'-2.97%,'-8.88%,'-,'-,'315.62,'+1.91%,电池
'319,002204.大连重工,'6.35,'-0.16%,3.16%,'3.64,'+1.14%,'+2.23%,'+2.06%,'+1.72%,'32.94,0.79%,'122.64,'+28.56%,工程机械
'320,000915.华特达因,'33.47,'+0.54%,3.15%,'2.61,'-0.11%,'-3.05%,'-0.24%,'+0.55%,'15.54,7.47%,'78.43,'+26.59%,化学制药
'321,300347.泰格医药,'65.09,'+2.49%,3.15%,'12.41,'+0.61%,'+0.14%,'-6.54%,'-10.52%,'131.77,0.46%,'480.30,'+19.86%,医疗服务
'322,600160.巨化股份,'39.02,'+0.85%,3.15%,'24.36,'+0.94%,'+0.49%,'+1.26%,'+0.69%,'33.60,0.59%,'1053.44,'+63.19%,化学制品
'323,688041.海光信息,'208.96,'+7.42%,3.15%,'103.32,'+0.37%,'+1.25%,%,%,'232.59,0.08%,'4856.94,'+39.67%,半导体
'324,300628.亿联网络,'38.04,'+0.66%,3.14%,'13.81,'-2.08%,'+1.00%,'+1.00%,'+1.33%,'20.61,4.98%,'481.80,'+2.27%,通信设备
'325,603899.晨光股份,'30.86,'+1.31%,3.13%,'8.35,'+0.50%,'-1.41%,'-4.00%,'-3.39%,'25.19,3.25%,'284.21,'+5.61%,家用轻工
'326,603515.欧普照明,'18.16,'-1.25%,3.13%,'4.20,'+0.19%,'-0.39%,'-0.43%,'+0.26%,'19.17,4.96%,'135.08,'+16.08%,家电行业
'327,600531.豫光金铅,'9.91,'+9.99%,3.13%,'2.64,'+0.57%,'-0.24%,'+1.78%,'+2.16%,'13.26,2.27%,'108.04,'+58.80%,有色金属
'328,002416.爱施德,'12.43,'-0.32%,3.13%,'4.67,'-0.88%,'+0.88%,'+2.24%,'+2.19%,'42.78,4.02%,'154.04,'-20.18%,商业百货
'329,600845.宝信软件,'25.63,'+1.22%,3.11%,'15.85,'-0.68%,'-0.06%,'-2.13%,'-4.73%,'47.02,2.36%,'550.26,'-10.31%,互联网服务
'330,600999.招商证券,'18.81,'-0.90%,3.09%,'40.29,'+0.27%,'+0.97%,'+1.20%,'+1.59%,'15.14,2.54%,'1396.08,'+0.29%,证券
'331,000858.五粮液,'128.87,'-0.51%,3.08%,'142.06,'-0.87%,'-1.71%,'-3.18%,'-1.70%,'15.50,4.46%,'5002.23,'-3.70%,酿酒行业
'332,600895.张江高科,'38.56,'+1.50%,3.07%,'12.22,'+1.14%,'+1.25%,'+2.22%,'+1.53%,'57.85,0.52%,'597.17,'+44.46%,房地产开发
'333,600645.中源协和,'26.42,'+0.99%,3.07%,'3.33,'-0.52%,'-0.44%,'+2.90%,'+3.06%,'137.08,'-,'123.63,'+36.89%,生物制品
'334,300059.东方财富,'28.69,'-0.76%,3.06%,'112.04,'+0.07%,'-0.17%,'-2.75%,'-5.17%,'42.67,0.21%,'4534.18,'+11.44%,互联网服务
'335,300693.盛弘股份,'38.34,'-1.72%,3.06%,'2.87,'+0.54%,'+2.21%,'+1.80%,%,'30.38,1.30%,'119.93,'+44.49%,电源设备
'336,000921.海信家电,'25.17,'-1.02%,3.05%,'7.25,'-2.23%,'-3.72%,'-2.34%,'-7.22%,'12.81,4.89%,'232.89,'-8.48%,家电行业
'337,601916.浙商银行,'3.14,'-3.09%,3.05%,'22.27,'-0.05%,'+1.04%,'+0.88%,'+1.68%,'-,4.97%,'676.50,'+12.68%,银行
'338,601390.中国中铁,'5.63,'-0.88%,3.04%,'35.07,'+0.94%,'+0.21%,'-0.08%,'-0.14%,'6.48,3.16%,'1156.04,'-9.08%,工程建设
'339,002056.横店东磁,'18.54,'-2.06%,3.04%,'7.00,'-0.08%,'+0.84%,'-0.86%,'+1.31%,'14.07,2.44%,'301.59,'+47.89%,光伏设备
'340,002487.大金重工,'34.02,'-2.10%,3.04%,'6.39,'+1.09%,'+1.44%,'+1.43%,'+2.36%,'25.98,0.24%,'216.96,'+66.47%,风电设备
'341,002241.歌尔股份,'35.68,'-2.83%,3.03%,'24.65,'-0.58%,'-2.65%,'+0.29%,'-6.14%,'55.55,0.70%,'1245.77,'+39.21%,消费电子
'342,603019.中科曙光,'92.14,'+4.11%,3.02%,'31.14,'+1.28%,'+1.62%,'+2.46%,'+2.50%,'85.65,0.29%,'1348.11,'+27.96%,计算机设备
'343,601615.明阳智能,'11.97,'-1.40%,3.01%,'7.86,'+0.16%,'-0.86%,'-10.17%,'-12.99%,'259.15,2.54%,'271.90,'-2.61%,风电设备
'344,600905.三峡能源,'4.24,'-0.24%,3.01%,'36.68,'+0.47%,'+0.31%,'+0.91%,'+1.29%,'23.23,1.58%,'1212.12,'-1.44%,电力行业
'345,000400.许继电气,'23.27,'-0.21%,3.00%,'6.66,'-0.25%,'-5.44%,'-7.08%,'+0.33%,'22.18,1.80%,'237.06,'-14.62%,电网设备
'346,300360.炬华科技,'15.87,'-0.69%,2.99%,'2.42,'-0.65%,'+1.47%,'-1.08%,%,'14.30,3.78%,'81.60,'-2.91%,电网设备
'347,688050.爱博医疗,'81.13,'+4.27%,2.99%,'3.98,'-1.47%,'+1.74%,'+2.86%,%,'39.69,0.43%,'156.91,'-10.43%,医疗器械
'348,601360.三六零,'11.48,'-1.03%,2.98%,'21.25,'+0.70%,'+0.93%,'+1.01%,'+1.19%,'-,0.87%,'803.55,'+12.01%,软件开发
'349,301498.乖宝宠物,'98.64,'+1.07%,2.98%,'13.02,'+0.02%,'+2.77%,%,%,'58.30,0.51%,'394.60,'+26.22%,农牧饲渔
'350,603063.禾望电气,'36.51,'-1.62%,2.97%,'4.57,'+1.63%,'+2.37%,'+2.02%,%,'35.92,0.33%,'165.96,'+83.65%,风电设备
'351,603195.公牛集团,'47.09,'-0.11%,2.97%,'25.93,'-0.05%,'+0.83%,'+1.35%,'+0.58%,'23.14,3.64%,'851.66,'-3.00%,家用轻工
'352,600104.上汽集团,'19.04,'+1.33%,2.97%,'55.16,'+0.89%,'+0.18%,'+1.14%,'+0.47%,'-,0.47%,'2188.70,'-7.83%,汽车整车
'353,600551.时代出版,'8.94,'-0.45%,2.96%,'1.79,'-2.33%,'-0.10%,'+2.59%,'+2.96%,'20.73,4.47%,'60.62,'+7.42%,文化传媒
'354,601187.厦门银行,'6.58,'-1.79%,2.96%,'5.30,'-0.25%,'-0.49%,'+1.35%,'+2.25%,'6.82,4.71%,'173.65,'+19.43%,银行
'355,601669.中国电建,'5.85,'-1.18%,2.96%,'24.80,'+0.73%,'+0.52%,'+1.26%,'+1.32%,'10.41,2.17%,'1007.73,'+9.90%,工程建设
'356,688131.皓元医药,'69.50,'+1.49%,2.96%,'3.03,'+0.15%,'-1.01%,'-1.23%,%,'58.26,0.27%,'147.41,'+95.42%,化学制药
'357,002773.康弘药业,'41.86,'+3.97%,2.96%,'7.90,'-0.58%,'-1.88%,'+2.05%,'+2.15%,'31.41,1.43%,'385.66,'+117.86%,化学制药
'358,000550.江铃汽车,'21.67,'+4.69%,2.95%,'3.12,'-1.29%,'-3.72%,'+0.14%,'+1.89%,'17.24,3.32%,'112.51,'-4.40%,汽车整车
'359,002074.国轩高科,'40.12,'+10.01%,2.94%,'17.24,'-3.05%,'-0.59%,'-0.27%,'-3.36%,'252.96,0.25%,'724.35,'+89.67%,电池
'360,002709.天赐材料,'21.89,'+1.77%,2.94%,'10.21,'+0.17%,'-0.85%,'-2.88%,'-3.25%,'97.45,0.46%,'419.05,'+11.62%,化学制品
'361,601963.重庆银行,'9.70,'-1.42%,2.94%,'6.06,'+0.08%,'+0.67%,'+2.22%,'+2.00%,'6.46,4.27%,'183.87,'+8.88%,银行
'362,600000.浦发银行,'13.49,'-1.03%,2.94%,'123.38,'-0.42%,'-0.24%,'+0.62%,'+0.81%,'8.68,3.02%,'4114.05,'+35.07%,银行
'363,601872.招商轮船,'6.65,'+2.47%,2.93%,'14.79,'-0.59%,'-1.51%,'-1.78%,'+0.94%,'12.00,3.86%,'536.96,'+6.23%,航运港口
'364,000030.富奥股份,'5.73,'-1.21%,2.93%,'2.88,'+0.54%,'+1.44%,'+1.57%,'+2.52%,'15.67,2.62%,'95.81,'+14.54%,汽车零部件
'365,002701.奥瑞金,'5.58,'+0.54%,2.92%,'4.45,'+0.19%,'+0.03%,'+0.34%,'+0.20%,'22.54,2.15%,'142.83,'+0.38%,包装材料
'366,601696.中银证券,'16.82,'+4.15%,2.91%,'8.65,'+0.76%,'+1.08%,'+1.89%,'+1.43%,'49.14,0.21%,'467.26,'+50.87%,证券
'367,300759.康龙化成,'31.34,'+3.57%,2.91%,'10.53,'+1.01%,'+1.10%,'+0.29%,'-3.22%,'43.58,0.64%,'462.78,'+22.95%,医疗服务
'368,601336.新华保险,'65.75,'-3.65%,2.90%,'35.40,'+0.32%,'+1.05%,'+0.35%,'+1.15%,'6.83,3.85%,'1371.18,'+36.38%,保险
'369,002120.韵达股份,'7.79,'-2.50%,2.90%,'5.62,0.00%,'+0.85%,'+1.37%,'+0.44%,'17.87,2.57%,'225.85,'+6.67%,物流行业
'370,601818.光大银行,'3.71,'-1.85%,2.89%,'55.62,'+0.39%,'+0.52%,'+0.83%,'+1.29%,'5.17,5.09%,'1721.69,'+0.59%,银行
'371,688002.睿创微纳,'76.75,'+0.07%,2.88%,'9.18,'-0.51%,'+0.87%,'-0.89%,'+0.65%,'56.01,0.17%,'353.23,'+63.45%,半导体
'372,600332.白云山,'26.61,'+0.23%,2.88%,'10.66,'+0.67%,'+0.14%,'+0.38%,'-1.57%,'19.48,3.01%,'374.11,'-4.93%,中药
'373,601009.南京银行,'10.89,'-2.07%,2.88%,'40.80,'+0.18%,'+0.68%,'+1.01%,'-0.03%,'6.49,4.50%,'1346.39,'+3.97%,银行
'374,600993.马应龙,'27.65,'-1.32%,2.87%,'3.50,'+0.03%,'+0.20%,'+0.47%,'-0.86%,'22.75,2.24%,'119.19,'+8.23%,中药
'375,300002.神州泰岳,'13.68,'-0.87%,2.87%,'6.65,'-3.04%,'+1.96%,'-2.48%,'+2.15%,'26.47,0.73%,'269.11,'+18.95%,游戏
'376,605286.同力日升,'41.19,'-2.67%,2.84%,'1.89,'-1.16%,'+2.72%,'+1.63%,%,'29.64,0.58%,'69.20,'+37.03%,专用设备
'377,600729.重庆百货,'29.34,'-0.10%,2.83%,'3.72,'+0.54%,'+0.12%,'-0.58%,'-0.43%,'10.39,4.64%,'129.24,'+5.22%,商业百货
'378,300832.新产业,'62.52,'+0.16%,2.83%,'12.62,'+1.41%,'+0.37%,'+0.55%,'+1.26%,'31.11,2.08%,'491.23,'-9.75%,医疗器械
'379,600873.梅花生物,'10.98,'-0.72%,2.82%,'8.61,'+0.57%,'-0.10%,'+1.40%,'+2.81%,'10.36,5.48%,'313.24,'+13.81%,化学制品
'380,688036.传音控股,'90.00,'-0.01%,2.82%,'25.65,'+0.20%,'-2.61%,'+0.39%,'+0.24%,'34.09,3.33%,'1026.32,'-3.29%,消费电子
'381,601607.上海医药,'18.49,'-0.96%,2.82%,'14.07,'+0.63%,'+0.03%,'+0.05%,'+0.58%,'19.82,2.00%,'515.74,'-10.60%,医药商业
'382,603218.日月股份,'12.77,'-1.16%,2.82%,'3.69,'+0.20%,'+2.00%,'-2.51%,'-2.23%,'29.90,2.74%,'131.58,'+8.96%,风电设备
'383,002468.申通快递,'17.52,'+0.63%,2.82%,'4.62,'-1.29%,'+0.38%,'+0.32%,'-0.16%,'26.40,0.38%,'268.20,'+73.98%,物流行业
'384,000415.渤海租赁,'3.50,'-0.85%,2.81%,'5.79,0.00%,'+0.21%,'+0.55%,'+1.10%,'-,'-,'216.46,'-7.16%,多元金融
'385,002106.莱宝高科,'11.68,'+1.48%,2.80%,'2.04,'-2.64%,'-7.56%,'-1.76%,'+0.47%,'24.22,0.86%,'82.44,'+8.13%,光学光电子
'386,002293.罗莱生活,'8.56,'-0.23%,2.80%,'2.04,'+1.64%,'+2.50%,'+2.52%,'+0.74%,'17.12,7.00%,'71.40,'+14.50%,纺织服装
'387,605111.新洁能,'35.29,'+1.03%,2.80%,'3.57,'+1.05%,'-0.52%,'+1.69%,'+2.36%,'36.82,0.33%,'146.57,'+4.29%,半导体
'388,300833.浩洋股份,'37.64,'-2.79%,2.80%,'1.18,'-0.32%,'+0.56%,'+2.41%,%,'29.27,3.45%,'47.61,'-11.52%,专用设备
'389,300415.伊之密,'25.05,'-0.71%,2.80%,'2.64,'-0.39%,'-3.18%,'+0.57%,%,'18.40,2.00%,'117.37,'+27.93%,专用设备
'390,300001.特锐德,'24.67,'+0.82%,2.79%,'7.06,'+0.69%,'+0.98%,'+1.32%,'+0.84%,'30.50,0.61%,'260.40,'+13.10%,电网设备
'391,002129.TCL中环,'8.36,'-0.24%,2.78%,'8.65,'-0.08%,'-0.66%,'-2.22%,'-1.93%,'-,3.11%,'338.00,'-5.75%,光伏设备
'392,600456.宝钛股份,'33.05,'+0.36%,2.78%,'4.17,'-0.42%,'+1.31%,'+1.42%,%,'48.45,1.18%,'157.91,'+17.60%,小金属
'393,688676.金盘科技,'57.90,'-3.56%,2.77%,'4.26,'+2.08%,'+1.09%,'+1.64%,%,'45.44,0.87%,'265.93,'+42.00%,电网设备
'394,002958.青农商行,'3.36,'-1.75%,2.77%,'5.57,'+0.08%,0.00%,'+2.19%,'+1.64%,'6.74,3.57%,'186.67,'+14.05%,银行
'395,000601.韶能股份,'5.33,'+0.76%,2.76%,'1.45,'+0.66%,'+0.61%,'+1.63%,'+1.09%,'-,3.75%,'57.59,'+37.43%,电力行业
'396,600893.航发动力,'40.23,'-0.35%,2.76%,'28.31,'+0.58%,'+0.54%,'+0.98%,'+0.98%,'300.00,0.24%,'1072.37,'-2.68%,航天航空
'397,600989.宝丰能源,'17.57,'+1.27%,2.76%,'32.68,'+0.30%,'+0.54%,'+1.27%,'+1.11%,'14.57,1.59%,'1288.47,'+7.11%,化学原料
'398,601788.光大证券,'19.86,'-0.95%,2.76%,'19.36,'+0.75%,'+0.85%,'+1.41%,'+1.42%,'29.07,1.00%,'775.87,'+10.32%,证券
'399,601958.金钼股份,'16.50,'+10.00%,2.76%,'9.73,'+0.26%,'-0.72%,'+1.16%,'+2.60%,'18.84,2.42%,'532.39,'+69.22%,小金属
'400,603369.今世缘,'42.90,'-0.90%,2.75%,'13.36,'-0.14%,'-1.44%,'-1.06%,'-0.46%,'16.94,2.80%,'534.88,'-2.48%,酿酒行业
'401,001301.尚太科技,'59.26,'-1.74%,2.75%,'3.50,'-1.54%,'+2.20%,'+2.32%,%,'16.26,1.35%,'154.57,'-12.21%,非金属材料
'402,002299.圣农发展,'17.60,'-0.79%,2.72%,'4.83,'+1.08%,'+1.44%,'-0.24%,'-5.04%,'22.47,2.27%,'218.84,'+24.97%,农牧饲渔
'403,002714.牧原股份,'54.80,'-0.29%,2.72%,'62.52,'+0.37%,'-0.55%,'-0.13%,'-0.76%,'10.49,2.57%,'2993.60,'+44.50%,农牧饲渔
'404,002230.科大讯飞,'53.14,'-0.39%,2.71%,'30.00,'-0.06%,'-0.07%,'-0.94%,'-1.99%,'300.00,0.19%,'1228.43,'+10.21%,软件开发
'405,601006.大秦铁路,'6.17,'-2.22%,2.68%,'35.69,'+0.66%,'+0.24%,'-1.20%,'-1.45%,'17.05,4.17%,'1243.08,'-7.05%,物流行业
'406,600010.包钢股份,'2.75,'-1.43%,2.68%,'21.74,'+0.71%,'+0.90%,'+1.26%,'+1.10%,'300.00,0.07%,'1245.44,'+48.02%,钢铁行业
'407,600079.人福医药,'20.48,'+0.39%,2.67%,'9.14,'-0.56%,'+0.06%,'-0.28%,'+0.15%,'28.32,2.29%,'334.28,'-11.06%,化学制药
'408,688271.联影医疗,'152.10,'+7.26%,2.67%,'28.12,'+0.95%,'+0.69%,%,%,'106.41,0.13%,'1253.54,'+20.40%,医疗器械
'409,002966.苏州银行,'8.05,'-0.86%,2.67%,'10.49,'-0.39%,'-0.33%,'+0.76%,'+1.16%,'6.90,4.58%,'359.89,'+1.56%,银行
'410,300383.光环新网,'16.51,'+2.23%,2.66%,'6.84,'-0.03%,'+1.68%,'+1.05%,'+0.20%,'136.78,0.36%,'296.78,'+13.65%,互联网服务
'411,000686.东北证券,'8.66,'-1.03%,2.66%,'4.75,'+0.80%,'+1.67%,'+1.80%,'+1.03%,'17.49,1.39%,'202.68,'+10.83%,证券
'412,600085.同仁堂,'36.08,'+1.12%,2.66%,'13.18,'+0.68%,'+0.80%,'+0.77%,'+2.21%,'34.56,2.77%,'494.83,'-9.88%,中药
'413,600026.中远海能,'10.65,'+2.90%,2.64%,'9.47,'+0.53%,'-0.06%,'-0.59%,'+1.06%,'16.21,4.04%,'370.06,'-6.27%,航运港口
'414,600674.川投能源,'14.65,'-1.61%,2.64%,'20.61,'+0.42%,'-1.14%,'-0.55%,'-0.09%,'15.42,2.73%,'714.13,'-12.92%,电力行业
'415,601868.中国能建,'2.43,'-0.82%,2.64%,'19.09,'+0.53%,'+0.71%,'+0.85%,'+1.15%,'15.08,1.59%,'788.02,'+7.83%,工程建设
'416,300041.回天新材,'11.05,'+3.37%,2.64%,'1.39,'+0.39%,'+1.14%,'+1.02%,%,'81.51,1.36%,'61.82,'+22.12%,化学制品
'417,002292.奥飞娱乐,'9.77,'-0.41%,2.64%,'3.80,'-0.32%,'+2.05%,'+1.57%,'+1.91%,'-,'-,'144.47,'+12.95%,文化传媒
'418,002851.麦格米特,'89.81,'+0.90%,2.63%,'7.22,'-0.90%,'-5.53%,'-8.64%,'-7.21%,'217.97,0.06%,'491.88,'+46.27%,电源设备
'419,000513.丽珠集团,'42.41,'+4.97%,2.63%,'5.72,'-1.99%,'-4.82%,'-3.40%,'-1.59%,'18.41,2.59%,'256.28,'+14.77%,化学制药
'420,688331.荣昌生物,'96.82,'+6.54%,2.63%,'5.66,'+2.02%,'+2.24%,'+2.33%,'+2.09%,'-,'-,'343.74,'+221.55%,生物制品
'421,600795.国电电力,'4.91,'+2.51%,2.63%,'22.69,'+0.58%,'-0.12%,'+0.22%,'-0.04%,'14.86,4.07%,'875.73,'+9.68%,电力行业
'422,601328.交通银行,'7.19,'-1.10%,2.62%,'111.69,'-0.91%,'-0.72%,'-0.58%,'-0.60%,'6.79,3.88%,'3836.00,'-2.64%,银行
'423,600583.海油工程,'5.51,'-0.36%,2.61%,'6.31,'-0.61%,'-2.34%,'-4.87%,'-1.66%,'12.63,3.65%,'243.62,'+4.61%,采掘行业
'424,600487.亨通光电,'20.71,'+1.12%,2.61%,'9.87,'+0.41%,'+0.55%,'+0.54%,'+0.26%,'19.41,1.11%,'510.86,'+22.08%,通信设备
'425,000999.华润三九,'30.15,'-0.92%,2.61%,'13.64,'-0.24%,'-3.07%,'-2.32%,'-3.05%,'20.08,3.37%,'503.38,'-10.94%,中药
'426,600814.杭州解百,'8.13,'+1.50%,2.60%,'1.49,'-1.45%,'+1.91%,'+2.41%,'+2.53%,'31.95,1.69%,'59.76,'-0.17%,商业百货
'427,601878.浙商证券,'12.02,'-0.50%,2.59%,'12.90,'+0.78%,'+0.83%,'+1.36%,'+1.49%,'24.25,1.25%,'549.77,'-0.57%,证券
'428,000581.威孚高科,'22.48,'-0.13%,2.59%,'3.92,'+0.58%,'-0.92%,'-0.28%,'-0.07%,'17.26,5.17%,'178.58,'+24.59%,汽车零部件
'429,000739.普洛药业,'16.06,'+1.01%,2.58%,'4.18,'-0.15%,'+1.19%,'+0.07%,'-0.10%,'20.61,2.24%,'186.05,'+1.30%,化学制药
'430,000157.中联重科,'7.40,'+0.68%,2.57%,'13.19,'-0.65%,'-3.15%,'-1.43%,'-1.57%,'21.34,4.05%,'525.11,'+6.33%,工程机械
'431,000089.深圳机场,'7.22,'-0.55%,2.56%,'3.62,'+1.40%,'+0.28%,'-0.73%,'-0.42%,'30.02,1.66%,'148.07,'+6.62%,航空机场
'432,601881.中国银河,'18.24,'-1.46%,2.56%,'31.78,'+0.90%,'+0.99%,'+1.77%,'+1.11%,'16.52,1.54%,'1321.20,'+21.13%,证券
'433,600835.上海机电,'28.88,'-2.92%,2.56%,'4.39,'-0.22%,'-5.08%,'-7.90%,'-8.47%,'42.98,1.45%,'232.92,'+62.97%,专用设备
'434,300604.长川科技,'62.50,'+4.60%,2.56%,'7.24,'+1.76%,'+1.83%,'+0.68%,'+1.49%,'70.01,0.16%,'394.04,'+41.94%,半导体
'435,600166.福田汽车,'2.79,'+0.72%,2.54%,'5.45,'+1.39%,'+1.45%,'+0.84%,'+2.51%,'300.00,'-,'220.90,'+11.16%,汽车整车
'436,600210.紫江企业,'7.72,'+9.97%,2.54%,'2.63,'-1.54%,'-0.49%,'+1.45%,'+1.43%,'12.95,3.89%,'117.09,'+22.17%,包装材料
'437,601665.齐鲁银行,'5.54,'-0.54%,2.54%,'8.16,'+0.07%,'+0.10%,'+1.61%,'+2.47%,'6.45,3.78%,'340.92,'+3.65%,银行
'438,601860.紫金银行,'2.94,'-1.34%,2.53%,'2.78,'+0.22%,'+0.31%,'+2.07%,'+2.30%,'6.62,3.40%,'107.63,'+6.88%,银行
'439,601985.中国核电,'8.81,'-1.12%,2.53%,'48.43,'+0.31%,'-0.02%,'+0.83%,'+0.48%,'21.63,2.02%,'1812.04,'-14.06%,电力行业
'440,688122.西部超导,'64.38,'+3.24%,2.51%,'8.46,'-0.24%,'-1.32%,'-2.75%,'+0.12%,'46.76,1.16%,'418.25,'+52.39%,有色金属
'441,600704.物产中大,'5.82,'-1.19%,2.51%,'6.86,'+0.31%,'-0.23%,'-2.59%,'+0.42%,'10.11,3.62%,'300.96,'+19.32%,物流行业
'442,300413.芒果超媒,'25.96,'-0.46%,2.51%,'10.25,'-0.15%,'-0.21%,'-1.25%,'-0.44%,'36.18,0.85%,'485.64,'-2.45%,文化传媒
'443,605098.行动教育,'36.00,'+0.11%,2.50%,'1.07,'-0.36%,'+2.27%,%,%,'19.06,6.25%,'42.93,'+7.02%,教育
'444,300144.宋城演艺,'8.88,'+1.49%,2.50%,'5.60,'+0.96%,'+0.71%,'-0.97%,'-3.22%,'26.80,2.25%,'232.89,'-2.16%,旅游酒店
'445,002422.科伦药业,'40.11,'+10.01%,2.50%,'14.36,'-0.17%,'-3.91%,'-4.67%,'-2.08%,'30.03,1.90%,'640.98,'+35.75%,化学制药
'446,300322.硕贝德,'26.80,'-1.69%,2.48%,'1.71,'+1.98%,'+2.48%,'+2.48%,'+2.48%,'-,'-,'123.50,'+104.42%,消费电子
'447,601225.陕西煤业,'20.33,'-0.25%,2.48%,'46.22,'-0.18%,'-0.96%,'-1.02%,'-3.25%,'11.46,6.63%,'1970.99,'-7.10%,煤炭行业
'448,600557.康缘药业,'17.37,'+1.58%,2.48%,'2.07,'-1.72%,'-1.11%,'+1.69%,'+2.32%,'37.47,'-,'98.34,'+27.53%,中药
'449,601138.工业富联,'55.62,'+3.33%,2.47%,'105.00,'-0.12%,'-1.15%,'-0.17%,'+0.26%,'41.61,1.15%,'11045.84,'+163.77%,消费电子
'450,002008.大族激光,'36.37,'-2.91%,2.46%,'6.18,'-0.37%,'+0.39%,'-7.02%,'-12.94%,'77.16,0.98%,'374.47,'+47.57%,通用设备
'451,300315.掌趣科技,'5.85,'-0.34%,2.44%,'4.01,'-1.01%,'+1.91%,'-0.96%,'+1.69%,'300.00,'-,'158.40,'+6.36%,游戏
'452,002340.格林美,'7.36,'-1.21%,2.44%,'7.95,'+0.39%,'-0.30%,'-0.53%,'-1.07%,'29.08,0.90%,'377.15,'+13.87%,能源金属
'453,002668.TCL智家,'10.43,'-2.34%,2.44%,'2.58,'-0.79%,'-0.02%,'+1.82%,'+2.44%,'10.65,'-,'113.07,'-20.50%,家电行业
'454,688072.拓荆科技,'196.48,'+3.41%,2.44%,'10.49,'+0.43%,'+1.18%,'+1.57%,%,'146.81,0.14%,'549.61,'+28.10%,半导体
'455,601995.中金公司,'38.94,'+1.01%,2.43%,'25.16,'+0.74%,'+1.23%,'+1.47%,'+1.44%,'24.40,0.46%,'1138.43,'+15.86%,证券
'456,002850.科达利,'138.16,'-0.53%,2.43%,'7.52,'-1.71%,'+0.13%,'-1.80%,'-0.34%,'24.60,1.45%,'377.88,'+43.97%,电池
'457,002532.天山铝业,'9.98,'-1.09%,2.42%,'9.36,'-0.22%,'+0.78%,'+1.17%,'+1.51%,'10.77,4.01%,'464.26,'+29.95%,有色金属
'458,000975.山金国际,'20.87,'+6.32%,2.42%,'12.73,'-0.04%,'-0.91%,'+0.62%,'+0.28%,'21.59,1.75%,'579.50,'+38.35%,贵金属
'459,605599.菜百股份,'14.59,'+4.59%,2.42%,'3.08,'+0.04%,'+0.28%,'+2.07%,%,'16.36,4.93%,'113.48,'+33.67%,珠宝首饰
'460,002003.伟星股份,'10.74,'-1.20%,2.41%,'3.07,'+0.50%,'+1.27%,'+1.53%,'+2.24%,'19.33,4.66%,'125.54,'-22.21%,纺织服装
'461,002739.万达电影,'11.64,'-0.68%,2.41%,'5.82,'+1.10%,'+1.07%,'+0.99%,'+2.00%,'-,'-,'245.81,'-4.12%,文化传媒
'462,002375.亚厦股份,'3.96,'-0.25%,2.41%,'1.24,'+0.56%,'+1.05%,'+1.49%,'+0.06%,'20.20,1.77%,'53.06,'+4.41%,装修装饰
'463,300724.捷佳伟创,'108.12,'+9.48%,2.41%,'4.56,'+1.50%,'-0.30%,'-1.19%,'-4.61%,'12.26,1.11%,'375.95,'+74.95%,光伏设备
'464,002597.金禾实业,'23.23,'-1.11%,2.40%,'3.22,'-0.10%,'+0.34%,'+1.12%,'-2.30%,'23.78,3.57%,'132.02,'+5.07%,食品饮料
'465,601618.中国中冶,'3.43,'+0.59%,2.40%,'12.79,'+0.70%,'+0.32%,'-1.81%,'+0.22%,'16.88,1.63%,'612.34,'+5.87%,工程建设
'466,600549.厦门钨业,'32.70,'+6.24%,2.40%,'7.97,'+0.19%,'-0.41%,'-0.13%,'-0.98%,'32.78,1.28%,'519.14,'+73.12%,小金属
'467,002500.山西证券,'6.59,'-1.05%,2.39%,'5.00,'+0.66%,'+1.62%,'+0.69%,'+1.13%,'26.85,1.52%,'236.57,'+5.83%,证券
'468,002073.软控股份,'8.42,'-0.59%,2.38%,'2.16,'+0.24%,'-0.72%,'+1.47%,'+2.38%,'20.73,1.19%,'85.84,'+3.24%,专用设备
'469,000792.盐湖股份,'20.06,'-1.08%,2.37%,'21.44,'+0.52%,'-0.04%,'+0.21%,'+1.57%,'22.34,'-,'1061.49,'+21.87%,化肥行业
