,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'211,603301.振德医疗,'24.28,'-0.08%,2.68%,3.12%,'23.71,'1.15,6.36%,'64.69,'+13.97%,医疗器械
'212,300519.新光药业,'16.63,'+2.72%,1.80%,3.11%,'50.92,'3.27,7.01%,'26.61,'+27.94%,中药
'213,600598.北大荒,'14.91,'+0.13%,3.69%,3.10%,'24.29,'3.39,14.01%,'265.05,'+4.92%,农牧饲渔
'214,601128.常熟银行,'7.51,'-0.13%,3.03%,3.09%,'6.18,'0.83,14.38%,'249.07,'+12.65%,银行
'215,603203.快克智能,'32.78,'+5.78%,1.95%,3.09%,'43.65,'6.00,16.71%,'83.15,'+46.34%,专用设备
'216,000544.中原环保,'8.84,'+1.96%,2.94%,3.08%,'8.65,'0.84,10.43%,'86.16,'+4.51%,公用事业
'217,600060.海信视像,'22.05,'-0.23%,3.99%,3.07%,'14.48,'1.45,13.00%,'287.75,'+15.06%,家电行业
'218,002949.华阳国际,'13.50,'+0.37%,2.59%,3.04%,'30.05,'1.74,6.72%,'26.47,'-22.34%,工程咨询服务
'219,600033.福建高速,'3.49,0.00%,2.87%,3.03%,'11.76,'0.78,6.72%,'95.78,'-8.79%,铁路公路
'220,600737.中粮糖业,'17.79,'+10.02%,3.43%,3.03%,'29.73,'3.51,11.95%,'380.50,'+80.77%,食品饮料
'221,603508.思维列控,'37.16,'+8.85%,3.87%,3.03%,'21.55,'3.11,14.69%,'141.68,'+63.24%,软件开发
'222,603699.纽威股份,'33.79,'+1.75%,4.49%,3.03%,'20.41,'6.30,32.66%,'259.70,'+57.91%,通用设备
'223,603053.成都燃气,'10.47,'-0.38%,2.87%,3.02%,'19.74,'1.99,10.76%,'93.07,'+7.74%,燃气
'224,603303.得邦照明,'14.58,'-3.64%,5.08%,3.02%,'27.50,'2.07,9.20%,'69.54,'+31.49%,家电行业
'225,000895.双汇发展,'25.61,'+1.55%,8.04%,3.02%,'18.50,'4.26,24.14%,'887.30,'+4.15%,食品饮料
'226,601512.中新集团,'8.54,'+0.95%,1.50%,3.00%,'22.89,'0.86,4.57%,'128.01,'+13.16%,房地产开发
'227,603689.皖天然气,'8.70,'+0.69%,4.02%,3.00%,'13.13,'1.28,10.21%,'42.65,'+0.96%,燃气
'228,000589.贵州轮胎,'4.61,0.00%,2.82%,3.00%,'17.18,'0.82,5.05%,'71.67,'-5.70%,橡胶制品
'229,000685.中山公用,'10.23,'-1.54%,4.22%,3.00%,'10.96,'0.86,7.94%,'150.90,'+16.43%,公用事业
'230,002372.伟星新材,'10.69,'-0.83%,5.61%,3.00%,'20.13,'3.72,19.21%,'170.19,'-11.69%,装修建材
'231,000785.居然智家,'3.09,'+2.32%,2.03%,2.99%,'33.19,'0.94,2.43%,'192.42,'-13.45%,商业百货
'232,601601.中国太保,'39.60,'-1.76%,2.73%,2.98%,'8.28,'1.35,17.38%,'2710.64,'+19.62%,保险
'233,603037.凯众股份,'13.39,'-3.74%,1.87%,2.98%,'51.54,'3.79,9.05%,'35.90,'+37.95%,汽车零部件
'234,603299.苏盐井神,'11.21,'+0.90%,3.95%,2.98%,'17.28,'1.44,10.70%,'87.62,'+5.38%,化学原料
'235,603648.畅联股份,'11.15,'-0.45%,2.69%,2.98%,'35.28,'2.24,6.39%,'40.41,'+11.50%,物流行业
'236,300741.华宝股份,'19.74,'-0.75%,0.86%,2.98%,亏损,'1.78,'-1.00%,'121.57,'+13.87%,食品饮料
'237,601163.三角轮胎,'13.92,'-0.43%,3.81%,2.97%,'16.62,'0.83,6.72%,'111.36,'-4.17%,橡胶制品
'238,601598.中国外运,'5.66,'-0.18%,5.12%,2.97%,'14.90,'1.02,9.95%,'297.48,'+8.68%,物流行业
'239,601992.金隅集团,'1.65,'+1.23%,3.03%,2.97%,亏损,'0.24,'-1.00%,'137.59,'-4.33%,水泥建材
'240,002091.江苏国泰,'8.15,'+0.87%,4.91%,2.97%,'12.50,'0.84,7.49%,'132.65,'+15.99%,贸易行业
'241,002206.海利得,'6.14,'-2.85%,2.93%,2.97%,'12.78,'1.87,13.79%,'71.36,'+48.25%,化纤行业
'242,601766.中国中车,'7.59,'-1.04%,2.77%,2.96%,'16.20,'1.28,9.34%,'1846.48,'-6.83%,交运设备
'243,603726.朗迪集团,'20.25,'+3.53%,1.98%,2.96%,'24.54,'2.87,13.24%,'37.59,'+31.16%,家电行业
'244,000019.深粮控股,'6.93,'-0.57%,2.16%,2.96%,'22.89,'1.62,7.72%,'76.28,'+7.84%,贸易行业
'245,002128.电投能源,'21.08,'+1.64%,4.03%,2.95%,'9.56,'1.32,15.17%,'472.52,'+12.20%,煤炭行业
'246,002690.美亚光电,'20.26,'+1.30%,3.46%,2.94%,'27.12,'7.12,27.89%,'178.74,'+42.41%,专用设备
'247,601222.林洋能源,'6.15,'+3.36%,4.36%,2.93%,'24.62,'0.82,3.08%,'126.70,'-9.62%,仪器仪表
'248,001872.招商港口,'20.38,'-0.68%,3.63%,2.93%,'11.58,'0.82,7.51%,'473.14,'+3.21%,航运港口
'249,002318.久立特材,'22.37,'-0.67%,4.34%,2.93%,'13.20,'2.82,22.41%,'218.59,'-0.59%,钢铁行业
'250,601860.紫金银行,'2.94,'-1.34%,3.40%,2.92%,'6.62,'0.53,8.22%,'107.63,'+6.88%,银行
'251,603600.永艺股份,'10.95,'+0.46%,4.21%,2.92%,'12.22,'1.58,13.62%,'36.18,'-5.25%,装修建材
'252,000026.飞亚达,'17.54,'+0.40%,2.28%,2.92%,'48.53,'2.13,4.68%,'64.05,'+74.05%,珠宝首饰
'253,002035.华帝股份,'6.50,'+0.62%,4.62%,2.91%,'12.70,'1.45,12.36%,'55.10,'-7.30%,家电行业
'254,300146.汤臣倍健,'12.19,'-0.57%,2.95%,2.91%,'42.45,'1.85,4.43%,'207.33,'+4.42%,食品饮料
'255,603897.长城科技,'26.80,'-0.37%,8.21%,2.90%,'21.31,'2.31,10.37%,'55.32,'+20.75%,电网设备
'256,600510.黑牡丹,'7.22,'-0.41%,0.57%,2.89%,'61.54,'0.70,1.18%,'74.51,'+52.61%,房地产开发
'257,600612.老凤祥,'47.93,'+1.33%,3.59%,2.88%,'17.95,'1.96,14.26%,'151.99,'-8.57%,珠宝首饰
'258,600713.南京医药,'5.00,'-3.10%,3.40%,2.88%,'12.29,'0.95,8.22%,'65.45,'+4.21%,医药商业
'259,600810.神马股份,'10.19,'+1.39%,0.49%,2.86%,亏损,'1.29,'-1.00%,'103.44,'+26.63%,化纤行业
'260,002117.东港股份,'12.93,'+3.03%,2.01%,2.86%,'52.07,'4.96,12.25%,'67.72,'+12.80%,造纸印刷
'261,600750.江中药业,'21.93,'+0.32%,5.45%,2.85%,'18.32,'3.53,20.99%,'139.25,'-0.34%,中药
'262,601336.新华保险,'65.75,'-3.65%,3.85%,2.85%,'6.83,'2.46,34.53%,'1371.18,'+36.38%,保险
'263,601898.中煤能源,'11.36,'+0.18%,4.22%,2.85%,'8.81,'0.97,11.37%,'1039.67,'-4.69%,煤炭行业
'264,603920.世运电路,'39.55,'-0.30%,1.52%,2.84%,'39.91,'4.42,13.13%,'284.98,'+37.68%,电子元件
'265,002315.焦点科技,'52.66,'+3.11%,2.09%,2.84%,'33.87,'6.28,20.25%,'167.06,'+28.30%,互联网服务
'266,002345.潮宏基,'15.79,'+6.98%,2.22%,2.84%,'48.16,'3.85,8.10%,'140.30,'+175.74%,珠宝首饰
'267,600637.东方明珠,'9.05,'+2.14%,1.99%,2.83%,'167.86,'1.02,1.98%,'304.25,'+19.50%,文化传媒
'268,603002.宏昌电子,'8.25,'+0.98%,0.24%,2.83%,'255.76,'2.72,1.22%,'93.56,'+54.17%,电子化学品
'269,002061.浙江交科,'4.09,'-0.24%,3.06%,2.83%,'10.37,'0.70,8.97%,'109.23,'+3.44%,工程建设
'270,600329.达仁堂,'45.66,'-0.98%,2.80%,2.82%,'49.61,'4.00,46.48%,'260.31,'+54.06%,中药
'271,603866.桃李面包,'5.67,'+0.89%,4.41%,2.81%,'21.91,'1.77,8.53%,'90.70,'-12.09%,食品饮料
'272,002614.奥佳华,'7.13,'+2.74%,1.40%,2.81%,'92.54,'1.01,1.53%,'44.45,'+9.35%,家电行业
'273,002060.广东建工,'3.66,'+0.27%,3.83%,2.80%,'12.89,'1.01,8.01%,'137.41,'+4.13%,工程建设
'274,002538.司尔特,'5.45,'-1.98%,4.40%,2.80%,'20.24,'0.88,4.57%,'46.52,'-0.75%,化肥行业
'275,300181.佐力药业,'18.90,'-0.84%,3.17%,2.79%,'22.57,'4.36,20.47%,'132.56,'+27.61%,中药
'276,603589.口子窖,'34.56,'-0.35%,3.77%,2.78%,'14.99,'1.98,14.03%,'206.71,'-8.52%,酿酒行业
'277,000783.长江证券,'8.41,'-1.64%,1.78%,2.78%,'16.89,'1.15,7.16%,'465.08,'+26.10%,证券
'278,002772.众兴菌业,'8.06,'+0.88%,3.72%,2.78%,'25.21,'0.97,5.08%,'31.70,'+13.21%,农牧饲渔
'279,601866.中远海发,'2.52,'-0.40%,1.52%,2.77%,'19.51,'1.09,5.82%,'245.75,'-2.73%,航运港口
'280,002027.分众传媒,'8.70,'+4.69%,3.79%,2.77%,'25.46,'7.69,33.16%,'1256.47,'+27.33%,文化传媒
'281,300349.金卡智能,'12.81,'+0.08%,3.90%,2.76%,'22.87,'1.23,6.43%,'53.59,'-2.31%,仪器仪表
'282,600273.嘉化能源,'8.54,'-1.73%,4.80%,2.74%,'12.12,'1.13,10.45%,'115.88,'+9.70%,化学制品
'283,600623.华谊集团,'8.72,'-1.25%,2.06%,2.74%,'41.49,'0.83,4.41%,'163.91,'+27.44%,化学原料
'284,603018.华设集团,'7.78,'-1.02%,1.29%,2.74%,'16.56,'1.02,6.52%,'53.20,'-4.03%,工程咨询服务
'285,603858.步长制药,'19.90,'+2.00%,0.66%,2.74%,亏损,'1.95,'-1.00%,'209.86,'+25.95%,中药
'286,600742.富维股份,'10.35,'-2.36%,3.38%,2.73%,'14.44,'0.90,6.06%,'76.91,'+21.40%,汽车零部件
'287,603700.宁水集团,'12.78,'+5.36%,1.56%,2.73%,'92.89,'1.60,4.78%,'25.78,'+29.86%,仪器仪表
'288,600643.爱建集团,'6.06,'+1.00%,0.34%,2.72%,亏损,'0.81,'-1.00%,'96.55,'+17.21%,多元金融
'289,000538.云南白药,'59.29,'+2.97%,4.04%,2.72%,'21.82,'2.62,13.02%,'1057.89,'+0.98%,中药
'290,002020.京新药业,'19.89,'+5.46%,1.76%,2.71%,'25.45,'3.13,12.55%,'171.26,'+59.38%,化学制药
'291,300684.中石科技,'35.77,'-2.69%,1.82%,2.71%,'44.56,'5.48,13.58%,'107.13,'+64.21%,消费电子
'292,600475.华光环能,'21.69,'-0.28%,2.07%,2.70%,'46.78,'2.32,6.83%,'207.35,'+146.41%,电源设备
'293,002871.伟隆股份,'17.90,'-9.91%,1.70%,2.70%,'35.61,'5.37,17.59%,'45.08,'+90.83%,通用设备
'294,600284.浦东建设,'9.24,'+0.22%,2.89%,2.69%,'20.01,'1.14,7.25%,'89.65,'+49.50%,工程建设
'295,601567.三星医疗,'23.27,'+1.04%,3.84%,2.69%,'14.47,'2.69,20.10%,'327.00,'-21.35%,电网设备
'296,000521.长虹美菱,'7.56,'-1.56%,4.37%,2.69%,'12.00,'1.26,11.59%,'66.66,'-3.21%,家电行业
'297,600483.福能股份,'9.60,'-0.72%,3.23%,2.68%,'9.18,'1.03,12.16%,'266.89,'-0.60%,电力行业
'298,600660.福耀玻璃,'65.81,'+0.23%,2.74%,2.68%,'20.03,'4.82,26.17%,'1318.17,'+8.83%,玻璃玻纤
'299,600900.长江电力,'27.79,'-1.07%,3.39%,2.68%,'19.81,'3.29,17.08%,'6799.72,'-2.90%,电力行业
'300,603757.大元泵业,'52.90,'-3.04%,1.33%,2.68%,'44.22,'5.06,12.92%,'87.15,'+166.28%,通用设备
'301,002836.新宏泽,'9.40,'+1.07%,2.66%,2.68%,'34.16,'6.23,19.18%,'21.66,'+31.22%,造纸印刷
'302,002925.盈趣科技,'18.51,'-0.75%,2.32%,2.68%,'56.45,'3.13,5.50%,'143.90,'+20.21%,消费电子
'303,002546.新联电子,'6.05,'-0.17%,1.98%,2.67%,'32.89,'1.48,15.46%,'50.46,'+43.13%,电网设备
'304,600104.上汽集团,'19.04,'+1.33%,0.47%,2.66%,亏损,'0.74,0.36%,'2188.70,'-7.83%,汽车整车
'305,600328.中盐化工,'8.11,'-0.49%,1.53%,2.66%,亏损,'0.99,1.10%,'118.92,'+4.86%,化学原料
'306,600926.杭州银行,'15.69,'-1.13%,3.74%,2.66%,'6.16,'0.71,12.89%,'1137.37,'+9.16%,银行
'307,600968.海油发展,'4.07,'+2.01%,3.32%,2.66%,'10.06,'1.50,14.66%,'413.72,'-1.55%,采掘行业
'308,000156.华数传媒,'8.30,'-0.72%,2.17%,2.66%,'37.82,'1.01,3.61%,'153.79,'+17.74%,文化传媒
'309,002304.洋河股份,'73.85,'-0.08%,6.29%,2.66%,'35.59,'2.27,6.03%,'1112.51,'-5.70%,酿酒行业
'310,300154.瑞凌股份,'8.81,'+0.92%,2.27%,2.66%,'129.68,'2.27,8.37%,'39.61,'-17.80%,通用设备
'311,600886.国投电力,'14.16,'-1.19%,3.22%,2.64%,'17.31,'1.64,10.34%,'1133.44,'-12.23%,电力行业
'312,603556.海兴电力,'27.36,'+0.44%,2.56%,2.64%,'16.19,'1.88,12.62%,'133.04,'-23.95%,电网设备
'313,603697.有友食品,'13.82,'-2.12%,3.40%,2.63%,'37.53,'3.30,10.54%,'59.11,'+37.95%,食品饮料
'314,002080.中材科技,'34.44,'-4.97%,0.65%,2.63%,'60.36,'3.02,7.66%,'577.95,'+166.82%,玻璃玻纤
'315,600141.兴发集团,'27.78,'+0.18%,3.60%,2.62%,'20.29,'1.44,7.25%,'306.48,'+34.31%,化肥行业
'316,600674.川投能源,'14.65,'-1.61%,2.73%,2.62%,'15.42,'1.68,11.32%,'714.13,'-12.92%,电力行业
'317,000778.新兴铸管,'3.83,0.00%,0.52%,2.62%,亏损,'0.58,0.56%,'151.79,'+0.28%,钢铁行业
'318,002697.红旗连锁,'6.02,'+1.18%,1.91%,2.62%,'16.46,'1.78,12.17%,'81.87,'+4.00%,商业百货
'319,601801.皖新传媒,'6.88,'-0.86%,2.91%,2.61%,'19.06,'1.13,6.84%,'134.71,'-4.88%,文化传媒
'320,003816.中国广核,'3.78,'-1.56%,2.51%,2.60%,'20.39,'1.58,8.17%,'1486.86,'-6.08%,电力行业
'321,002376.新北洋,'8.31,'+2.72%,2.41%,2.59%,'121.54,'1.79,2.02%,'67.36,'+30.83%,计算机设备
'322,600020.中原高速,'4.46,'+0.22%,3.81%,2.58%,'11.49,'0.65,6.12%,'100.23,'+9.39%,铁路公路
'323,600508.上海能源,'12.11,'+0.58%,3.30%,2.58%,'20.21,'0.68,3.50%,'87.52,'-6.91%,煤炭行业
'324,600690.海尔智家,'25.95,'-1.18%,3.72%,2.57%,'12.59,'2.12,18.45%,'1623.04,'-5.56%,家电行业
'325,600929.雪天盐业,'5.76,'+3.97%,1.51%,2.57%,'300.00,'1.25,0.59%,'94.50,'+4.81%,化学原料
'326,601857.中国石油,'8.71,'-0.11%,5.40%,2.57%,'9.61,'1.02,10.51%,'14103.41,'+0.22%,石油行业
'327,000828.东莞控股,'11.96,'+4.27%,3.97%,2.57%,'11.99,'1.24,10.73%,'124.33,'+15.39%,铁路公路
'328,600867.通化东宝,'8.65,'+2.85%,2.89%,2.56%,'75.32,'2.77,6.43%,'169.41,'+10.84%,生物制品
'329,601138.工业富联,'55.62,'+3.33%,1.15%,2.56%,'41.61,'7.28,18.32%,'11045.84,'+163.77%,消费电子
'330,603868.飞科电器,'38.43,'-2.29%,1.30%,2.56%,'44.26,'5.34,15.38%,'167.40,'-6.19%,家电行业
'331,605168.三人行,'33.73,'+1.78%,2.13%,2.56%,'29.54,'2.65,5.02%,'71.11,'-3.55%,文化传媒
'332,600018.上港集团,'5.59,'-0.89%,3.49%,2.55%,'9.69,'0.95,11.03%,'1301.43,'-6.29%,航运港口
'333,600176.中国巨石,'16.30,'+4.42%,1.47%,2.55%,'22.81,'2.12,10.69%,'652.51,'+46.00%,玻璃玻纤
'334,000928.中钢国际,'6.48,'-1.67%,4.61%,2.55%,'11.69,'1.12,10.32%,'92.96,'+6.52%,工程咨询服务
'335,002758.浙农股份,'9.76,'+2.63%,3.07%,2.55%,'14.74,'1.08,8.79%,'50.89,'+15.25%,综合行业
'336,603080.新疆火炬,'21.42,'+0.99%,2.61%,2.54%,'17.29,'2.07,12.24%,'30.31,'+37.72%,燃气
'337,002363.隆基机械,'7.96,'-0.87%,1.39%,2.54%,'77.01,'1.56,2.35%,'33.18,'+22.10%,汽车零部件
'338,600596.新安股份,'11.34,'+6.98%,0.88%,2.53%,亏损,'1.23,'-1.00%,'153.04,'+30.78%,农药兽药
'339,300823.建科智能,'15.57,'+1.24%,2.09%,2.53%,'100.00,'2.20,3.21%,'20.39,'+22.54%,专用设备
'340,600183.生益科技,'54.87,'+3.04%,1.09%,2.52%,'62.15,'8.78,15.31%,'1332.94,'+133.31%,电子元件
'341,600229.城市传媒,'6.91,'-0.14%,1.01%,2.51%,亏损,'1.44,'-1.00%,'45.65,'+0.11%,文化传媒
'342,600874.创业环保,'5.99,'+0.67%,2.84%,2.51%,'12.75,'0.95,8.96%,'73.70,'+3.18%,环保行业
'343,601018.宁波港,'3.63,0.00%,2.98%,2.51%,'17.40,'0.89,6.81%,'706.19,'-3.04%,航运港口
'344,603816.顾家家居,'28.71,'-1.68%,4.81%,2.51%,'16.61,'2.41,16.13%,'235.93,'+9.85%,装修建材
'345,002275.桂林三金,'15.06,'-0.33%,3.98%,2.51%,'22.82,'2.83,16.74%,'88.49,'+2.29%,中药
'346,603393.新天然气,'29.64,'-0.40%,3.04%,2.50%,'11.00,'1.43,14.71%,'125.65,'-2.08%,燃气
'347,600489.中金黄金,'17.57,'+10.02%,2.21%,2.49%,'17.68,'3.01,16.09%,'851.67,'+49.97%,贵金属
'348,603277.银都股份,'17.42,'+0.11%,3.97%,2.49%,'24.85,'3.63,19.00%,'106.91,'+11.36%,通用设备
'349,002216.三全食品,'11.42,'-0.44%,2.63%,2.49%,'27.13,'2.26,12.04%,'100.40,'-2.33%,食品饮料
'350,300109.新开源,'19.87,'+5.02%,1.25%,2.49%,'35.47,'2.56,7.63%,'96.58,'+26.47%,化学制品
'351,002215.诺普信,'12.29,'-1.13%,2.85%,2.48%,'18.76,'2.92,16.70%,'123.54,'+12.82%,农药兽药
'352,300770.新媒股份,'45.92,'-2.71%,6.25%,2.48%,'14.25,'2.81,19.46%,'105.22,'+15.76%,文化传媒
'353,603128.华贸物流,'6.17,'-0.32%,4.70%,2.47%,'20.68,'1.30,7.67%,'80.77,'-1.35%,物流行业
'354,603926.铁流股份,'15.42,'+3.56%,1.69%,2.47%,'45.72,'2.14,5.70%,'36.19,'+77.93%,汽车零部件
'355,600618.氯碱化工,'10.89,'+0.83%,1.93%,2.46%,'14.63,'1.41,10.09%,'81.66,'+12.62%,化学原料
'356,603309.维力医疗,'14.25,'+0.99%,3.51%,2.46%,'18.42,'2.24,12.88%,'41.73,'+23.98%,医疗器械
'357,601139.深圳燃气,'6.61,'-0.60%,2.42%,2.45%,'14.43,'1.21,8.88%,'190.15,'-4.00%,燃气
'358,601311.骆驼股份,'10.05,0.00%,2.89%,2.44%,'18.01,'1.21,8.60%,'117.90,'+25.25%,电池
'359,300390.天华新能,'20.32,'+0.54%,2.95%,2.44%,亏损,'1.58,'-1.00%,'168.81,'-8.80%,能源金属
'360,000039.中集集团,'8.07,'-0.86%,2.18%,2.43%,'11.24,'0.83,6.63%,'185.83,'+6.15%,通用设备
'361,000650.仁和药业,'6.41,'+3.06%,2.34%,2.43%,'30.98,'1.43,6.93%,'89.74,'+14.35%,中药
'362,603035.常熟汽饰,'14.83,'+0.75%,2.33%,2.41%,'19.11,'1.08,7.47%,'56.36,'+5.74%,汽车零部件
'363,002833.弘亚数控,'17.29,'+0.64%,4.05%,2.41%,'17.44,'2.52,16.23%,'73.35,'+5.25%,专用设备
'364,601211.国泰海通,'20.63,'-1.62%,1.74%,2.40%,'23.99,'1.13,9.70%,'2913.61,'+12.14%,证券
'365,601872.招商轮船,'6.65,'+2.47%,3.86%,2.40%,'12.00,'1.33,12.12%,'536.96,'+6.23%,航运港口
'366,603166.福达股份,'18.10,'-1.79%,1.10%,2.38%,'48.08,'4.72,10.70%,'116.96,'+150.49%,汽车零部件
'367,603327.福蓉科技,'10.39,'+1.66%,1.85%,2.38%,'121.08,'5.20,5.00%,'103.64,'+13.55%,消费电子
'368,002756.永兴材料,'35.08,'-0.20%,2.85%,2.38%,'30.68,'1.51,5.42%,'189.12,'-5.52%,钢铁行业
'369,600352.浙江龙盛,'10.46,'-0.95%,4.30%,2.36%,'19.16,'0.99,6.03%,'340.30,'+4.17%,化学制品
'370,601688.华泰证券,'21.35,'-1.52%,2.44%,2.36%,'17.16,'0.96,9.25%,'1560.31,'+23.47%,证券
'371,601811.新华文轩,'16.18,'-0.80%,3.71%,2.36%,'11.34,'1.32,11.75%,'128.13,'+4.84%,文化传媒
'372,002757.南兴股份,'19.95,'+1.32%,1.00%,2.35%,亏损,'2.94,'-1.00%,'58.94,'+29.75%,专用设备
'373,601326.秦港股份,'3.41,'-0.29%,2.49%,2.34%,'12.42,'0.96,7.95%,'162.23,'+4.47%,航运港口
'374,603444.吉比特,'460.00,'+0.17%,2.17%,2.34%,'31.20,'6.26,20.94%,'331.39,'+113.30%,游戏
'375,603579.荣泰健康,'37.80,'+2.11%,1.60%,2.34%,'61.57,'3.54,8.29%,'72.59,'+164.64%,家电行业
'376,600740.山西焦化,'3.95,'+0.51%,0.51%,2.33%,亏损,'0.67,0.01%,'101.20,'-1.45%,煤炭行业
'377,601231.环旭电子,'19.40,'+1.57%,1.19%,2.33%,'29.86,'2.30,8.49%,'426.10,'+19.40%,消费电子
'378,603180.金牌家居,'20.00,'+1.06%,3.14%,2.33%,'22.74,'1.09,7.00%,'30.85,'-2.91%,装修建材
'379,603239.浙江仙通,'15.13,'-0.20%,1.39%,2.33%,'22.54,'3.39,16.37%,'40.96,'+14.15%,汽车零部件
'380,000012.南玻Ａ,'4.75,0.00%,1.47%,2.33%,亏损,'1.10,'-1.00%,'93.16,'-8.78%,玻璃玻纤
'381,000967.盈峰环境,'7.10,'+1.28%,2.66%,2.33%,'47.41,'1.30,2.97%,'224.85,'+46.71%,环保行业
'382,600511.国药股份,'29.71,'+0.37%,2.69%,2.32%,'11.65,'1.28,11.60%,'224.16,'-10.77%,医药商业
'383,600697.欧亚集团,'12.88,'+3.37%,0.78%,2.32%,亏损,'0.89,'-1.00%,'20.49,'+1.06%,商业百货
'384,000630.铜陵有色,'4.59,'+1.77%,2.18%,2.32%,'30.74,'1.73,6.18%,'587.25,'+46.61%,有色金属
'385,002556.辉隆股份,'5.68,'-0.70%,3.52%,2.32%,'300.00,'1.51,2.89%,'53.76,'+5.36%,化肥行业
'386,603767.中马传动,'29.25,'+1.28%,0.68%,2.31%,'300.00,'6.56,0.40%,'90.27,'+151.56%,汽车零部件
'387,001696.宗申动力,'26.02,'+1.09%,0.77%,2.30%,'45.05,'5.69,13.63%,'297.94,'+5.49%,交运设备
'388,600583.海油工程,'5.51,'-0.36%,3.65%,2.29%,'12.63,'0.92,7.96%,'243.62,'+4.61%,采掘行业
'389,603898.好莱客,'10.83,'-0.55%,0.72%,2.29%,'94.36,'1.08,1.94%,'33.72,'+16.00%,装修建材
'390,002972.科安达,'12.73,'+0.08%,2.36%,2.29%,'41.17,'2.54,6.81%,'31.32,'+24.19%,交运设备
'391,002516.旷达科技,0.00,0.00%,1.40%,2.28%,'56.92,'2.30,4.67%,'83.84,'+14.39%,汽车零部件
'392,601789.宁波建工,'5.54,'+2.03%,1.81%,2.27%,'22.12,'1.20,5.99%,'60.21,'+27.04%,工程建设
'393,601800.中国交建,'9.03,'-1.42%,3.34%,2.27%,'8.50,'0.46,6.83%,'1070.97,'-10.67%,工程建设
'394,603058.永吉股份,'9.22,'+2.90%,1.25%,2.27%,'40.92,'3.17,11.80%,'38.71,'+6.07%,造纸印刷
'395,603686.福龙马,'18.50,'-0.38%,0.85%,2.27%,'61.20,'2.28,4.34%,'76.85,'+79.87%,环保行业
'396,000529.广弘控股,'6.36,'+1.27%,1.89%,2.27%,'43.18,'1.17,3.96%,'37.13,'+9.94%,食品饮料
'397,000786.北新建材,'26.27,'-1.61%,3.29%,2.27%,'13.48,'1.70,13.35%,'443.83,'-10.62%,装修建材
'398,002158.汉钟精机,'25.50,'+6.65%,2.27%,2.27%,'21.16,'3.18,16.51%,'136.35,'+42.26%,通用设备
'399,002406.远东传动,'8.18,'-0.73%,1.83%,2.27%,'65.80,'1.50,3.02%,'59.73,'+29.42%,汽车零部件
'400,600143.金发科技,'15.82,'-1.00%,0.63%,2.26%,'48.35,'2.29,5.78%,'417.11,'+84.89%,塑料制品
'401,000776.广发证券,'21.67,'-0.96%,2.31%,2.26%,'15.18,'1.09,8.05%,'1279.41,'+36.82%,证券
'402,002557.洽洽食品,'23.17,'+3.58%,5.61%,2.25%,'21.99,'2.25,11.52%,'117.21,'-15.77%,食品饮料
'403,600497.驰宏锌锗,'6.22,'+2.81%,2.11%,2.24%,'20.95,'1.91,8.19%,'313.51,'+14.47%,有色金属
'404,601117.中国化学,'7.75,'-1.40%,2.40%,2.24%,'8.66,'0.72,9.44%,'473.28,'-4.31%,工程建设
'405,603871.嘉友国际,'12.29,'+2.42%,4.07%,2.24%,'15.88,'2.91,19.38%,'168.13,'-8.55%,物流行业
'406,000423.东阿阿胶,'51.83,'-0.10%,4.67%,2.24%,'21.82,'3.24,15.93%,'333.77,'-15.42%,中药
'407,002601.龙佰集团,'18.82,'+1.24%,4.25%,2.24%,'25.42,'1.93,7.88%,'449.10,'+9.76%,化学原料
'408,601555.东吴证券,'9.90,'-1.98%,3.15%,2.23%,'15.72,'1.15,7.53%,'491.90,'+30.63%,证券
'409,603298.杭叉集团,'24.87,'+7.11%,2.01%,2.23%,'15.53,'3.00,21.42%,'325.75,'+42.71%,工程机械
'410,600531.豫光金铅,'9.91,'+9.99%,2.27%,2.22%,'13.26,'1.88,16.08%,'108.04,'+58.80%,有色金属
'411,601318.中国平安,'58.51,'-2.29%,4.36%,2.22%,'9.13,'1.13,12.80%,'6297.23,'+14.35%,保险
'412,000598.兴蓉环境,'6.75,'-1.03%,2.77%,2.22%,'10.03,'1.08,11.43%,'201.45,'-8.77%,公用事业
'413,002790.瑞尔特,'7.35,'-0.27%,3.27%,2.22%,'25.62,'1.46,6.81%,'30.71,'+3.58%,装修建材
'414,002950.奥美医疗,'10.47,'+5.01%,0.57%,2.22%,'18.50,'1.85,11.16%,'66.30,'+20.77%,医疗器械
'415,600236.桂冠电力,'6.33,'+0.16%,3.24%,2.21%,'22.93,'2.48,10.21%,'498.95,'-5.32%,电力行业
'416,603488.展鹏科技,'8.54,'+1.43%,0.35%,2.21%,亏损,'2.64,'-1.00%,'24.94,'+9.90%,专用设备
'417,002734.利民股份,'20.12,'+1.36%,1.81%,2.21%,'31.75,'2.55,10.41%,'88.74,'+156.10%,农药兽药
'418,002346.柘中股份,'15.77,'-1.07%,3.17%,2.20%,'38.85,'2.67,14.05%,'69.64,'+65.38%,电网设备
'419,603367.辰欣药业,'25.38,'-0.31%,1.73%,2.19%,'31.15,'1.89,7.87%,'114.91,'+87.60%,化学制药
'420,603908.牧高笛,'24.52,'-3.08%,2.65%,2.19%,'97.55,'4.18,9.30%,'22.89,'+13.85%,纺织服装
