,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'421,600956.新天绿能,'7.61,'-1.30%,2.76%,2.62%,'19.76,'1.35,7.32%,'180.11,'+3.65%,燃气
'422,603037.凯众股份,'13.39,'-3.74%,1.87%,2.62%,'51.54,'3.79,9.05%,'35.90,'+37.95%,汽车零部件
'423,000685.中山公用,'10.23,'-1.54%,4.22%,2.62%,'10.96,'0.86,7.94%,'150.90,'+16.43%,公用事业
'424,601138.工业富联,'55.62,'+3.33%,1.15%,2.61%,'41.61,'7.28,18.32%,'11045.84,'+163.77%,消费电子
'425,688517.金冠电气,'15.22,0.00%,3.61%,2.61%,'27.78,'2.65,10.62%,'20.79,'+16.69%,电网设备
'426,688697.纽威数控,'14.89,'-0.07%,2.88%,2.61%,'25.79,'4.07,19.23%,'68.10,'+29.38%,通用设备
'427,600817.宇通重工,'12.24,'+1.66%,3.11%,2.60%,'37.10,'2.71,11.06%,'65.28,'+9.06%,工程机械
'428,603995.甬金股份,'18.36,'+1.21%,2.72%,2.60%,'10.11,'1.15,12.15%,'67.13,'+3.46%,钢铁行业
'429,000789.万年青,'6.04,'-0.49%,2.48%,2.60%,亏损,'0.72,0.77%,'48.16,'+23.49%,水泥建材
'430,000858.五粮液,'128.87,'-0.51%,4.46%,2.60%,'15.50,'3.56,23.83%,'5002.23,'-3.70%,酿酒行业
'431,002108.沧州明珠,'3.86,'+2.39%,2.59%,2.60%,'74.86,'1.28,2.95%,'64.28,'+10.51%,塑料制品
'432,300770.新媒股份,'45.92,'-2.71%,6.25%,2.60%,'14.25,'2.81,19.46%,'105.22,'+15.76%,文化传媒
'433,600938.中国海油,'25.94,'+1.01%,4.94%,2.59%,'9.98,'1.57,16.97%,'775.61,'-10.09%,石油行业
'434,601016.节能风电,'3.01,'-0.66%,2.46%,2.59%,'18.44,'1.10,6.23%,'194.85,'-2.64%,电力行业
'435,603035.常熟汽饰,'14.83,'+0.75%,2.33%,2.59%,'19.11,'1.08,7.47%,'56.36,'+5.74%,汽车零部件
'436,301077.星华新材,'22.81,'-0.35%,3.32%,2.59%,'25.12,'3.33,13.50%,'38.80,'+27.68%,化学制品
'437,002346.柘中股份,'15.77,'-1.07%,3.17%,2.58%,'38.85,'2.67,14.05%,'69.64,'+65.38%,电网设备
'438,002432.九安医疗,'39.64,'+0.33%,0.50%,2.58%,'10.09,'0.86,9.80%,'188.07,'-2.33%,医疗器械
'439,300306.远方信息,'13.26,0.00%,2.41%,2.58%,'50.95,'2.41,6.11%,'35.66,'+17.44%,仪器仪表
'440,600510.黑牡丹,'7.22,'-0.41%,0.57%,2.57%,'61.54,'0.70,1.18%,'74.51,'+52.61%,房地产开发
'441,601318.中国平安,'58.51,'-2.29%,4.36%,2.57%,'9.13,'1.13,12.80%,'6297.23,'+14.35%,保险
'442,603277.银都股份,'17.42,'+0.11%,3.97%,2.57%,'24.85,'3.63,19.00%,'106.91,'+11.36%,通用设备
'443,603556.海兴电力,'27.36,'+0.44%,2.56%,2.57%,'16.19,'1.88,12.62%,'133.04,'-23.95%,电网设备
'444,605268.王力安防,'10.51,'+1.06%,1.90%,2.57%,'33.44,'2.74,9.32%,'46.91,'+27.78%,家用轻工
'445,002315.焦点科技,'52.66,'+3.11%,2.09%,2.57%,'33.87,'6.28,20.25%,'167.06,'+28.30%,互联网服务
'446,603227.雪峰科技,'9.49,'+0.21%,2.11%,2.56%,'20.66,'2.06,10.66%,'101.70,'+11.72%,化学制品
'447,603920.世运电路,'39.55,'-0.30%,1.52%,2.56%,'39.91,'4.42,13.13%,'284.98,'+37.68%,电子元件
'448,600351.亚宝药业,'7.14,'+2.15%,4.20%,2.54%,'23.50,'1.79,8.36%,'49.98,'+23.07%,中药
'449,000544.中原环保,'8.84,'+1.96%,2.94%,2.54%,'8.65,'0.84,10.43%,'86.16,'+4.51%,公用事业
'450,301056.森赫股份,'10.83,'+1.22%,3.69%,2.54%,'45.11,'3.62,8.97%,'28.89,'+37.84%,专用设备
'451,605168.三人行,'33.73,'+1.78%,2.13%,2.53%,'29.54,'2.65,5.02%,'71.11,'-3.55%,文化传媒
'452,002332.仙琚制药,'10.82,'+1.79%,2.77%,2.53%,'22.10,'1.78,6.20%,'107.03,'+12.44%,化学制药
'453,600018.上港集团,'5.59,'-0.89%,3.49%,2.52%,'9.69,'0.95,11.03%,'1301.43,'-6.29%,航运港口
'454,600497.驰宏锌锗,'6.22,'+2.81%,2.11%,2.52%,'20.95,'1.91,8.19%,'313.51,'+14.47%,有色金属
'455,601872.招商轮船,'6.65,'+2.47%,3.86%,2.52%,'12.00,'1.33,12.12%,'536.96,'+6.23%,航运港口
'456,605507.国邦医药,'23.09,'-1.70%,2.62%,2.52%,'16.08,'1.60,10.66%,'129.03,'+14.08%,化学制药
'457,688358.祥生医疗,'31.30,'-0.06%,3.19%,2.52%,'30.09,'2.55,9.41%,'35.09,'+32.48%,医疗器械
'458,002546.新联电子,'6.05,'-0.17%,1.98%,2.52%,'32.89,'1.48,15.46%,'50.46,'+43.13%,电网设备
'459,002624.完美世界,'16.28,'-2.28%,1.41%,2.52%,亏损,'4.57,'-1.00%,'315.83,'+60.10%,游戏
'460,600425.青松建化,'4.64,'+1.53%,2.16%,2.51%,'29.37,'1.18,3.93%,'74.46,'+21.61%,水泥建材
'461,600623.华谊集团,'8.72,'-1.25%,2.06%,2.51%,'41.49,'0.83,4.41%,'163.91,'+27.44%,化学原料
'462,601615.明阳智能,'11.97,'-1.40%,2.54%,2.51%,'259.15,'1.04,1.11%,'271.90,'-2.61%,风电设备
'463,605338.巴比食品,'24.08,'+5.57%,3.32%,2.51%,'25.80,'2.63,13.46%,'57.69,'+45.62%,食品饮料
'464,605378.野马电池,'25.38,'+0.95%,1.41%,2.51%,'62.93,'5.41,9.49%,'66.33,'+76.11%,电池
'465,600352.浙江龙盛,'10.46,'-0.95%,4.30%,2.50%,'19.16,'0.99,6.03%,'340.30,'+4.17%,化学制品
'466,600489.中金黄金,'17.57,'+10.02%,2.21%,2.50%,'17.68,'3.01,16.09%,'851.67,'+49.97%,贵金属
'467,603966.法兰泰克,'11.66,'+1.57%,1.97%,2.50%,'25.51,'2.36,11.53%,'46.49,'+54.89%,专用设备
'468,688571.杭华股份,'8.34,'-0.12%,2.40%,2.50%,'30.71,'2.24,8.34%,'35.04,'+27.65%,化学制品
'469,002116.中国海诚,'10.31,'-0.48%,3.00%,2.50%,'16.50,'1.88,14.21%,'48.05,'+6.46%,工程咨询服务
'470,002745.木林森,'9.05,'-0.66%,4.53%,2.50%,'62.27,'1.00,1.99%,'134.32,'+4.44%,光学光电子
'471,002938.鹏鼎控股,'58.49,'-2.19%,1.71%,2.50%,'34.55,'4.34,13.47%,'1355.83,'+65.69%,电子元件
'472,300154.瑞凌股份,'8.81,'+0.92%,2.27%,2.50%,'129.68,'2.27,8.37%,'39.61,'-17.80%,通用设备
'473,600742.富维股份,'10.35,'-2.36%,3.38%,2.49%,'14.44,'0.90,6.06%,'76.91,'+21.40%,汽车零部件
'474,600027.华电国际,'5.37,'+1.32%,3.53%,2.48%,'10.76,'0.96,9.35%,'531.34,'-1.98%,电力行业
'475,000411.英特集团,'12.30,'+5.67%,3.12%,2.48%,'12.67,'1.37,11.42%,'64.19,'+19.62%,医药商业
'476,002701.奥瑞金,'5.58,'+0.54%,2.15%,2.48%,'22.54,'1.48,12.34%,'142.83,'+0.38%,包装材料
'477,600183.生益科技,'54.87,'+3.04%,1.09%,2.47%,'62.15,'8.78,15.31%,'1332.94,'+133.31%,电子元件
'478,600511.国药股份,'29.71,'+0.37%,2.69%,2.47%,'11.65,'1.28,11.60%,'224.16,'-10.77%,医药商业
'479,603882.金域医学,'31.84,'-0.34%,2.76%,2.47%,亏损,'2.16,'-1.00%,'147.50,'+18.24%,医疗服务
'480,603970.中农立华,'13.84,'-0.29%,3.25%,2.47%,'20.95,'2.41,12.42%,'37.20,'+0.52%,农药兽药
'481,601137.博威合金,'25.25,'-2.58%,1.98%,2.46%,'14.96,'2.38,17.50%,'205.39,'+28.04%,有色金属
'482,600229.城市传媒,'6.91,'-0.14%,1.01%,2.44%,亏损,'1.44,'-1.00%,'45.65,'+0.11%,文化传媒
'483,600531.豫光金铅,'9.91,'+9.99%,2.27%,2.44%,'13.26,'1.88,16.08%,'108.04,'+58.80%,有色金属
'484,601326.秦港股份,'3.41,'-0.29%,2.49%,2.44%,'12.42,'0.96,7.95%,'162.23,'+4.47%,航运港口
'485,603198.迎驾贡酒,'45.15,'-0.94%,3.32%,2.44%,'15.75,'3.70,25.38%,'361.20,'-13.14%,酿酒行业
'486,002215.诺普信,'12.29,'-1.13%,2.85%,2.44%,'18.76,'2.92,16.70%,'123.54,'+12.82%,农药兽药
'487,002345.潮宏基,'15.79,'+6.98%,2.22%,2.44%,'48.16,'3.85,8.10%,'140.30,'+175.74%,珠宝首饰
'488,002376.新北洋,'8.31,'+2.72%,2.41%,2.44%,'121.54,'1.79,2.02%,'67.36,'+30.83%,计算机设备
'489,300529.健帆生物,'23.15,'+0.61%,3.46%,2.44%,'29.53,'5.92,21.33%,'184.88,'-18.26%,医疗器械
'490,300743.天地数码,'19.62,'-0.76%,2.55%,2.44%,'28.09,'5.00,18.32%,'29.67,'+32.62%,非金属材料
'491,603095.越剑智能,'15.03,'-0.07%,5.23%,2.43%,'37.07,'1.63,4.89%,'38.82,'-1.17%,专用设备
'492,600248.陕建股份,'3.86,'-1.53%,3.64%,2.42%,'8.49,'0.41,7.84%,'144.35,'-11.81%,工程建设
'493,603215.比依股份,'22.35,'+1.92%,1.35%,2.42%,'35.70,'3.56,11.06%,'42.01,'+33.61%,家电行业
'494,002871.伟隆股份,'17.90,'-9.91%,1.70%,2.42%,'35.61,'5.37,17.59%,'45.08,'+90.83%,通用设备
'495,603216.梦天家居,'14.89,'-1.72%,1.34%,2.41%,'66.46,'1.87,4.08%,'33.16,'+39.20%,装修装饰
'496,603926.铁流股份,'15.42,'+3.56%,1.69%,2.41%,'45.72,'2.14,5.70%,'36.19,'+77.93%,汽车零部件
'497,688468.科美诊断,'8.24,'+0.98%,1.52%,2.41%,'71.27,'2.38,5.42%,'33.05,'+22.32%,医疗器械
'498,002020.京新药业,'19.89,'+5.46%,1.76%,2.41%,'25.45,'3.13,12.55%,'171.26,'+59.38%,化学制药
'499,300684.中石科技,'35.77,'-2.69%,1.82%,2.41%,'44.56,'5.48,13.58%,'107.13,'+64.21%,消费电子
'500,000910.大亚圣象,'8.08,'+1.13%,2.35%,2.40%,'52.45,'0.66,1.66%,'44.23,'+5.30%,装修建材
'501,002972.科安达,'12.73,'+0.08%,2.36%,2.40%,'41.17,'2.54,6.81%,'31.32,'+24.19%,交运设备
'502,600674.川投能源,'14.65,'-1.61%,2.73%,2.39%,'15.42,'1.68,11.32%,'714.13,'-12.92%,电力行业
'503,601566.九牧王,'8.88,'-0.67%,3.38%,2.39%,'28.07,'1.30,7.76%,'51.03,'+9.12%,纺织服装
'504,000423.东阿阿胶,'51.83,'-0.10%,4.67%,2.39%,'21.82,'3.24,15.93%,'333.77,'-15.42%,中药
'505,003816.中国广核,'3.78,'-1.56%,2.51%,2.39%,'20.39,'1.58,8.17%,'1486.86,'-6.08%,电力行业
'506,600368.五洲交通,'4.28,0.00%,3.06%,2.38%,'11.41,'0.99,9.80%,'68.89,'-7.46%,铁路公路
'507,600900.长江电力,'27.79,'-1.07%,3.39%,2.38%,'19.81,'3.29,17.08%,'6799.72,'-2.90%,电力行业
'508,002415.海康威视,'31.15,'-0.06%,2.25%,2.38%,'23.85,'3.66,16.51%,'2876.14,'+3.98%,计算机设备
'509,300787.海能实业,'15.48,'+2.99%,1.08%,2.38%,'48.45,'2.91,7.37%,'48.52,'+40.36%,消费电子
'510,601669.中国电建,'5.85,'-1.18%,2.17%,2.37%,'10.41,'0.60,6.62%,'1007.73,'+9.90%,工程建设
'511,603327.福蓉科技,'10.39,'+1.66%,1.85%,2.37%,'121.08,'5.20,5.00%,'103.64,'+13.55%,消费电子
'512,300628.亿联网络,'38.04,'+0.66%,4.98%,2.37%,'20.61,'5.60,29.82%,'481.80,'+2.27%,通信设备
'513,605365.立达信,'15.48,'-1.21%,2.71%,2.36%,'28.34,'2.12,9.45%,'77.71,'+1.42%,家电行业
'514,000718.苏宁环球,'2.24,'+0.45%,4.46%,2.36%,'210.83,'0.72,0.53%,'67.98,'-3.41%,房地产开发
'515,300653.正海生物,'21.10,'+0.72%,2.18%,2.36%,'48.81,'4.45,11.00%,'37.98,'+1.37%,医疗器械
'516,603697.有友食品,'13.82,'-2.12%,3.40%,2.35%,'37.53,'3.30,10.54%,'59.11,'+37.95%,食品饮料
'517,000598.兴蓉环境,'6.75,'-1.03%,2.77%,2.35%,'10.03,'1.08,11.43%,'201.45,'-8.77%,公用事业
'518,000630.铜陵有色,'4.59,'+1.77%,2.18%,2.35%,'30.74,'1.73,6.18%,'587.25,'+46.61%,有色金属
'519,002601.龙佰集团,'18.82,'+1.24%,4.25%,2.35%,'25.42,'1.93,7.88%,'449.10,'+9.76%,化学原料
'520,300910.瑞丰新材,'61.01,'-1.05%,1.97%,2.35%,'24.92,'5.22,24.15%,'180.55,'+30.83%,化学制品
'521,300951.博硕科技,'43.15,'+8.69%,1.39%,2.35%,'36.94,'3.22,9.46%,'72.98,'+47.44%,消费电子
'522,301219.腾远钴业,'72.98,'+7.75%,0.69%,2.35%,'30.59,'2.36,8.26%,'215.08,'+63.25%,能源金属
'523,601801.皖新传媒,'6.88,'-0.86%,2.91%,2.34%,'19.06,'1.13,6.84%,'134.71,'-4.88%,文化传媒
'524,603393.新天然气,'29.64,'-0.40%,3.04%,2.34%,'11.00,'1.43,14.71%,'125.65,'-2.08%,燃气
'525,002508.老板电器,'20.20,'-0.74%,4.95%,2.34%,'13.26,'1.67,13.75%,'190.88,'-3.27%,家电行业
'526,000529.广弘控股,'6.36,'+1.27%,1.89%,2.33%,'43.18,'1.17,3.96%,'37.13,'+9.94%,食品饮料
'527,000568.泸州老窖,'135.85,'-0.98%,4.38%,2.33%,'15.32,'4.30,29.68%,'1999.65,'+13.86%,酿酒行业
'528,301088.戎美股份,'14.35,'+0.56%,3.32%,2.33%,'60.82,'1.31,3.90%,'32.70,'+9.81%,纺织服装
'529,600782.新钢股份,'4.07,0.00%,0.25%,2.31%,亏损,'0.49,0.84%,'129.53,'+22.15%,钢铁行业
'530,601117.中国化学,'7.75,'-1.40%,2.40%,2.31%,'8.66,'0.72,9.44%,'473.28,'-4.31%,工程建设
'531,605028.世茂能源,'22.80,'-1.26%,3.51%,2.31%,'27.92,'2.78,12.96%,'36.48,'+40.98%,电力行业
'532,603700.宁水集团,'12.78,'+5.36%,1.56%,2.30%,'92.89,'1.60,4.78%,'25.78,'+29.86%,仪器仪表
'533,603757.大元泵业,'52.90,'-3.04%,1.33%,2.30%,'44.22,'5.06,12.92%,'87.15,'+166.28%,通用设备
'534,002532.天山铝业,'9.98,'-1.09%,4.01%,2.30%,'10.77,'1.67,16.77%,'464.26,'+29.95%,有色金属
'535,605050.福然德,'16.63,'+9.99%,2.10%,2.29%,'25.89,'1.92,8.40%,'81.96,'+76.44%,物流行业
'536,688616.西力科技,'13.23,'-2.14%,2.27%,2.29%,'23.29,'2.89,13.09%,'23.73,'+30.33%,电网设备
'537,300382.斯莱克,'14.53,'-0.34%,0.67%,2.29%,亏损,'4.16,'-1.00%,'94.21,'+35.29%,专用设备
'538,600170.上海建工,'2.47,'+2.07%,2.43%,2.28%,'172.30,'0.48,4.51%,'219.48,'-4.53%,工程建设
'539,601688.华泰证券,'21.35,'-1.52%,2.44%,2.28%,'17.16,'0.96,9.25%,'1560.31,'+23.47%,证券
'540,605088.冠盛股份,'38.23,'+0.98%,1.44%,2.28%,'25.64,'2.93,12.47%,'77.54,'+55.05%,汽车零部件
'541,301177.迪阿股份,'37.19,'+5.89%,1.34%,2.28%,亏损,'2.40,1.54%,'148.76,'+65.67%,珠宝首饰
'542,300911.亿田智能,'56.52,'+2.21%,1.35%,2.27%,亏损,'8.32,'-1.00%,'102.51,'+186.90%,家电行业
'543,600941.中国移动,'106.99,'-0.01%,6.70%,2.26%,'18.06,'1.66,10.40%,'965.87,'-5.50%,通信服务
'544,601139.深圳燃气,'6.61,'-0.60%,2.42%,2.26%,'14.43,'1.21,8.88%,'190.15,'-4.00%,燃气
'545,601555.东吴证券,'9.90,'-1.98%,3.15%,2.26%,'15.72,'1.15,7.53%,'491.90,'+30.63%,证券
'546,601877.正泰电器,'27.90,'+1.79%,2.15%,2.26%,'13.94,'1.40,10.85%,'599.56,'+22.42%,电网设备
'547,603456.九洲药业,'19.13,'+5.75%,1.58%,2.26%,'26.12,'1.95,7.68%,'170.15,'+42.73%,化学制药
'548,300610.晨化股份,'12.28,'-0.73%,1.63%,2.26%,'41.70,'2.28,8.57%,'26.40,'+25.00%,塑料制品
'549,002507.涪陵榨菜,'13.38,'+0.15%,3.14%,2.25%,'21.38,'1.78,9.32%,'154.39,'-2.31%,食品饮料
'550,603811.诚意药业,'14.57,'+3.33%,1.72%,2.24%,'28.74,'3.71,19.03%,'47.69,'+93.73%,化学制药
'551,605003.众望布艺,'23.88,'+0.51%,1.72%,2.23%,'48.22,'1.85,4.75%,'26.27,'+28.87%,纺织服装
'552,605169.洪通燃气,'15.11,'+0.33%,1.65%,2.23%,'24.21,'2.22,9.79%,'42.74,'+52.00%,燃气
'553,001216.华瓷股份,'15.82,'+1.34%,2.53%,2.23%,'18.87,'2.29,13.46%,'39.85,'+27.89%,装修建材
'554,002573.清新环境,'4.10,'+0.49%,2.47%,2.23%,亏损,'0.98,'-1.00%,'58.03,'+3.02%,环保行业
'555,000783.长江证券,'8.41,'-1.64%,1.78%,2.22%,'16.89,'1.15,7.16%,'465.08,'+26.10%,证券
'556,002757.南兴股份,'19.95,'+1.32%,1.00%,2.22%,亏损,'2.94,'-1.00%,'58.94,'+29.75%,专用设备
'557,002980.华盛昌,'25.80,'+1.53%,2.02%,2.22%,'43.49,'4.61,11.33%,'48.80,'+44.45%,仪器仪表
'558,600019.宝钢股份,'6.89,'-0.58%,3.07%,2.21%,'20.43,'0.74,3.81%,'1500.79,'-0.10%,钢铁行业
'559,603043.广州酒家,'17.14,'+0.82%,2.80%,2.21%,'22.32,'2.71,13.48%,'97.49,'+6.21%,食品饮料
'560,603217.元利科技,'20.70,'+3.66%,1.69%,2.21%,'20.73,'1.30,6.39%,'43.07,'+29.60%,化学制品
'561,603766.隆鑫通用,'12.58,'-0.47%,3.18%,2.21%,'16.51,'2.74,17.78%,'258.34,'+42.24%,交运设备
'562,605056.咸亨国际,'14.29,'-0.49%,2.52%,2.21%,'24.03,'3.62,15.25%,'58.64,'+17.17%,仪器仪表
'563,301047.义翘神州,'82.09,'+10.65%,1.22%,2.21%,'224.17,'1.74,2.02%,'99.85,'+34.94%,生物制品
'564,600233.圆通速递,'17.38,'+2.54%,2.09%,2.20%,'16.01,'1.84,12.45%,'594.44,'+25.93%,物流行业
'565,601800.中国交建,'9.03,'-1.42%,3.34%,2.20%,'8.50,'0.46,6.83%,'1070.97,'-10.67%,工程建设
'566,300815.玉禾田,'27.66,'+4.34%,1.36%,2.20%,'20.17,'2.56,13.90%,'110.25,'+80.46%,环保行业
'567,600300.维维股份,'3.41,0.00%,3.75%,2.19%,'14.73,'1.62,11.52%,'55.14,'+9.69%,食品饮料
'568,600717.天津港,'5.05,'-2.13%,2.06%,2.19%,'16.02,'0.74,4.56%,'146.15,'+6.09%,航运港口
'569,600875.东方电气,'19.87,'+0.46%,2.03%,2.19%,'31.30,'1.59,7.87%,'606.11,'+27.58%,电源设备
'570,603658.安图生物,'41.51,'+2.32%,3.04%,2.19%,'22.67,'2.80,13.69%,'237.20,'-1.73%,医疗器械
'571,000623.吉林敖东,'20.13,'-1.66%,2.48%,2.19%,'12.49,'0.80,7.87%,'240.73,'+18.59%,化学制药
'572,300388.节能国祯,'7.77,'+0.13%,1.67%,2.19%,'16.41,'1.16,7.99%,'52.92,'+4.86%,环保行业
'573,300791.仙乐健康,'25.52,'-2.60%,1.96%,2.19%,'23.57,'3.07,13.58%,'78.43,'+28.61%,食品饮料
'574,300828.锐新科技,'16.52,'-1.14%,1.82%,2.19%,'58.64,'3.57,6.35%,'27.49,'+0.23%,有色金属
'575,600017.日照港,'3.19,'-0.62%,2.70%,2.18%,'19.35,'0.71,4.22%,'98.11,'+2.44%,航运港口
'576,601789.宁波建工,'5.54,'+2.03%,1.81%,2.18%,'22.12,'1.20,5.99%,'60.21,'+27.04%,工程建设
'577,603228.景旺电子,'61.11,'-4.35%,1.30%,2.18%,'57.55,'5.08,11.24%,'576.14,'+124.91%,电子元件
'578,603993.洛阳钼业,'13.53,'+9.47%,1.90%,2.18%,'17.85,'3.92,24.72%,'2362.45,'+109.99%,小金属
'579,000096.广聚能源,'11.80,'+0.26%,0.64%,2.18%,'100.06,'2.25,3.06%,'62.30,'-3.19%,石油行业
'580,000791.甘肃能源,'6.52,'+1.56%,2.76%,2.18%,'16.80,'1.53,19.27%,'211.50,'+11.25%,电力行业
'581,000902.新洋丰,'14.79,'-1.14%,2.03%,2.18%,'12.88,'1.66,14.48%,'185.58,'+15.98%,化肥行业
'582,301187.欧圣电气,'30.56,'-2.83%,2.74%,2.18%,'30.06,'5.17,18.66%,'77.91,'+27.78%,家电行业
'583,605099.共创草坪,'33.09,'+2.07%,1.93%,2.17%,'23.36,'4.69,21.38%,'132.90,'+60.76%,家用轻工
'584,002064.华峰化学,'8.02,'-0.25%,1.87%,2.17%,'25.97,'1.49,6.43%,'398.00,'+0.15%,化纤行业
'585,603298.杭叉集团,'24.87,'+7.11%,2.01%,2.16%,'15.53,'3.00,21.42%,'325.75,'+42.71%,工程机械
'586,000027.深圳能源,'6.58,'-0.60%,2.28%,2.16%,'19.62,'0.63,4.02%,'313.04,'+3.93%,电力行业
'587,002275.桂林三金,'15.06,'-0.33%,3.98%,2.16%,'22.82,'2.83,16.74%,'88.49,'+2.29%,中药
'588,603012.创力集团,'6.08,'+1.16%,1.65%,2.15%,'19.72,'1.04,5.33%,'39.31,'+16.58%,专用设备
'589,603367.辰欣药业,'25.38,'-0.31%,1.73%,2.15%,'31.15,'1.89,7.87%,'114.91,'+87.60%,化学制药
'590,688335.复洁环保,'15.60,'+2.30%,1.28%,2.15%,亏损,'2.01,'-1.00%,'23.09,'+87.96%,环保行业
'591,603180.金牌家居,'20.00,'+1.06%,3.14%,2.14%,'22.74,'1.09,7.00%,'30.85,'-2.91%,装修建材
'592,000625.长安汽车,'12.46,'-0.88%,2.37%,2.14%,'42.67,'1.62,9.18%,'1030.75,'-4.57%,汽车整车
'593,601231.环旭电子,'19.40,'+1.57%,1.19%,2.13%,'29.86,'2.30,8.49%,'426.10,'+19.40%,消费电子
'594,601952.苏垦农发,'9.68,'-0.62%,2.79%,2.13%,'22.97,'1.96,9.75%,'133.39,'+0.98%,农牧饲渔
'595,603269.海鸥股份,'11.63,'-3.16%,1.84%,2.13%,'36.48,'3.46,10.23%,'35.91,'+55.51%,通用设备
'596,002242.九阳股份,'9.71,'-3.77%,1.55%,2.13%,'78.55,'2.13,1.98%,'74.09,'-4.82%,家电行业
'597,600740.山西焦化,'3.95,'+0.51%,0.51%,2.12%,亏损,'0.67,0.01%,'101.20,'-1.45%,煤炭行业
'598,603899.晨光股份,'30.86,'+1.31%,3.25%,2.12%,'25.19,'3.33,15.77%,'284.21,'+5.61%,家用轻工
'599,601330.绿色动力,'6.99,'-0.57%,4.29%,2.11%,'14.92,'1.19,8.20%,'69.14,'+9.53%,环保行业
'600,603058.永吉股份,'9.22,'+2.90%,1.25%,2.11%,'40.92,'3.17,11.80%,'38.71,'+6.07%,造纸印刷
'601,603185.弘元绿能,'21.12,'+6.34%,0.09%,2.11%,亏损,'1.24,'-1.00%,'143.41,'+29.97%,光伏设备
'602,002133.广宇集团,'3.45,'+2.68%,1.45%,2.11%,亏损,'0.90,'-1.00%,'26.71,'+35.29%,房地产开发
'603,003019.宸展光电,'41.87,'+2.10%,1.19%,2.11%,'78.11,'4.61,11.24%,'73.83,'+66.10%,光学光电子
'604,603328.依顿电子,'11.45,'-1.38%,1.73%,2.10%,'27.14,'2.66,10.74%,'114.32,'+18.33%,电子元件
'605,603607.京华激光,'27.46,'+0.22%,2.55%,2.10%,'53.27,'4.98,11.33%,'49.02,'+71.88%,造纸印刷
'606,000731.四川美丰,'7.09,'-0.28%,3.81%,2.10%,'86.66,'0.97,2.74%,'39.62,'-0.97%,化肥行业
'607,002062.宏润建设,'8.56,'+10.03%,1.17%,2.10%,'46.77,'2.13,5.12%,'105.91,'+71.09%,工程建设
'608,002749.国光股份,'16.04,'-0.56%,6.25%,2.10%,'19.98,'3.63,18.53%,'74.80,'+20.68%,农药兽药
'609,002790.瑞尔特,'7.35,'-0.27%,3.27%,2.10%,'25.62,'1.46,6.81%,'30.71,'+3.58%,装修建材
'610,600449.宁夏建材,'13.81,'-0.22%,1.52%,2.09%,'29.87,'0.91,4.10%,'66.04,'-6.65%,水泥建材
'611,600559.老白干酒,'18.28,'+0.49%,3.01%,2.09%,'22.12,'3.22,16.09%,'167.22,'-9.98%,酿酒行业
'612,603025.大豪科技,'16.74,'-0.89%,2.08%,2.09%,'28.15,'7.79,29.08%,'186.93,'+12.74%,专用设备
'613,002001.新和成,'24.83,'-0.28%,2.82%,2.09%,'10.38,'2.50,25.89%,'763.13,'+16.62%,化学制药
'614,003006.百亚股份,'30.12,'-1.82%,1.82%,2.09%,'48.95,'9.16,21.51%,'129.41,'+27.85%,美容护理
'615,601038.一拖股份,'13.18,'-0.83%,2.27%,2.08%,'21.76,'1.93,10.52%,'96.44,'-8.76%,专用设备
'616,601811.新华文轩,'16.18,'-0.80%,3.71%,2.08%,'11.34,'1.32,11.75%,'128.13,'+4.84%,文化传媒
'617,603321.梅轮电梯,'8.39,'+2.94%,2.10%,2.08%,'64.36,'2.45,4.54%,'29.29,'+23.16%,专用设备
'618,605158.华达新材,'9.10,'-1.19%,1.65%,2.08%,'40.84,'1.86,5.68%,'46.54,'-27.41%,钢铁行业
'619,688128.中国电研,'26.59,'-0.45%,1.88%,2.08%,'23.38,'3.28,17.00%,'107.56,'+29.27%,专用设备
'620,002078.太阳纸业,'15.17,'-1.24%,1.98%,2.08%,'13.33,'1.40,10.72%,'423.93,'+4.32%,造纸印刷
'621,603686.福龙马,'18.50,'-0.38%,0.85%,2.07%,'61.20,'2.28,4.34%,'76.85,'+79.87%,环保行业
'622,603871.嘉友国际,'12.29,'+2.42%,4.07%,2.07%,'15.88,'2.91,19.38%,'168.13,'-8.55%,物流行业
'623,603877.太平鸟,'14.36,'-0.42%,2.80%,2.07%,'94.23,'1.54,3.75%,'67.65,'-0.50%,纺织服装
'624,002117.东港股份,'12.93,'+3.03%,2.01%,2.07%,'52.07,'4.96,12.25%,'67.72,'+12.80%,造纸印刷
'625,002521.齐峰新材,'10.21,'+4.72%,2.94%,2.07%,'120.88,'1.46,1.73%,'57.18,'+5.23%,造纸印刷
'626,601618.中国中冶,'3.43,'+0.59%,1.63%,2.06%,'16.88,'0.47,3.78%,'612.34,'+5.87%,工程建设
'627,603380.易德龙,'43.78,'+0.78%,2.28%,2.06%,'33.27,'4.79,14.73%,'70.24,'+82.65%,消费电子
'628,603588.高能环境,'6.80,'-2.86%,5.92%,2.06%,'28.30,'1.10,5.98%,'103.58,'+31.39%,环保行业
'629,688558.国盛智科,'30.85,'+0.49%,1.94%,2.06%,'29.89,'2.48,9.22%,'40.72,'+47.92%,通用设备
'630,002010.传化智联,'6.18,'-0.96%,1.62%,2.06%,'77.58,'0.95,2.10%,'172.30,'+38.88%,物流行业
