,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'1,000517.荣安地产,'1.93,'+0.52%,16.58%,12.48%,亏损,'1.05,'-1.00%,'61.45,'-13.45%,房地产开发
'2,600256.广汇能源,'5.13,'-3.21%,12.32%,11.35%,'14.29,'1.38,9.51%,'327.91,'-15.24%,石油行业
'3,601699.潞安环能,'13.19,'+1.70%,3.11%,10.27%,'30.77,'0.85,3.39%,'394.57,'-4.55%,煤炭行业
'4,000937.冀中能源,'5.95,'-0.83%,13.45%,9.22%,'36.34,'1.11,2.74%,'210.25,'+3.00%,煤炭行业
'5,000983.山西焦煤,'7.02,'-0.57%,3.13%,9.06%,'18.43,'1.09,5.62%,'398.53,'-11.95%,煤炭行业
'6,601666.平煤股份,'7.76,'-0.51%,7.75%,8.52%,'15.77,'0.71,4.50%,'191.62,'-16.98%,煤炭行业
'7,600295.鄂尔多斯,'10.14,'-4.07%,5.92%,7.69%,'17.72,'1.40,9.04%,'200.32,'+10.86%,钢铁行业
'8,601919.中远海控,'15.19,'-0.59%,10.25%,7.43%,'4.74,'1.01,22.49%,'1915.45,'+4.66%,航运港口
'9,600348.华阳股份,'7.01,'-0.14%,4.41%,7.21%,'14.82,'0.76,5.41%,'252.89,'+3.40%,煤炭行业
'10,002327.富安娜,'7.30,'-0.55%,8.49%,7.15%,'15.14,'1.75,12.21%,'61.19,'-11.14%,纺织服装
'11,002582.好想你,'10.70,'+3.48%,13.22%,7.14%,亏损,'1.54,'-1.00%,'47.90,'+40.91%,食品饮料
'12,603519.立霸股份,'12.94,'-0.38%,7.73%,7.10%,'22.41,'3.00,13.28%,'34.46,'+17.88%,家电行业
'13,603948.建业股份,'32.09,'+10.01%,3.12%,6.82%,'27.44,'2.55,9.78%,'52.14,'+83.42%,化学制品
'14,603156.养元饮品,'21.88,'+2.43%,6.22%,6.64%,'20.99,'3.05,15.30%,'275.75,'+1.33%,食品饮料
'15,600985.淮北矿业,'12.29,'-1.36%,6.10%,6.61%,'12.13,'0.80,7.21%,'331.00,'-7.18%,煤炭行业
'16,600971.恒源煤电,'6.78,'-0.15%,6.93%,6.56%,'36.37,'0.68,1.51%,'81.36,'-23.30%,煤炭行业
'17,603886.元祖股份,'13.14,'-1.28%,7.61%,6.46%,'18.21,'2.21,15.08%,'31.54,'-2.05%,食品饮料
'18,601088.中国神华,'37.90,'+1.15%,5.96%,6.43%,'13.70,'1.88,13.47%,'6250.10,'-7.75%,煤炭行业
'19,600546.山煤国际,'9.91,'+0.41%,6.96%,6.42%,'11.25,'1.23,10.29%,'196.46,'-9.89%,煤炭行业
'20,601168.西部矿业,'19.33,'+3.65%,5.17%,6.42%,'14.84,'2.77,19.66%,'460.63,'+28.05%,有色金属
'21,603565.中谷物流,'11.17,'+6.69%,7.07%,6.29%,'15.65,'2.24,21.06%,'234.58,'+23.33%,物流行业
'22,002677.浙江美大,'6.90,'+0.58%,4.35%,6.22%,'187.52,'3.03,1.62%,'44.58,'-2.08%,家电行业
'23,601166.兴业银行,'21.81,'-2.68%,4.86%,5.93%,'6.01,'0.52,8.94%,'4615.61,'+19.14%,银行
'24,601717.中创智领,'21.71,'+6.16%,5.16%,5.89%,'10.20,'1.76,19.94%,'334.80,'+78.47%,汽车零部件
'25,002884.凌霄泵业,'17.11,'-2.78%,5.84%,5.85%,'13.98,'2.79,21.41%,'61.20,'-0.46%,通用设备
'26,600997.开滦股份,'6.69,'+2.45%,3.89%,5.82%,'16.73,'0.74,4.89%,'106.22,'+3.25%,煤炭行业
'27,002088.鲁阳节能,'11.73,'+1.12%,6.82%,5.82%,'16.98,'2.34,13.51%,'60.19,'-1.78%,装修建材
'28,601339.百隆东方,'5.29,'-1.67%,7.75%,5.79%,'16.78,'0.84,6.06%,'79.33,'+5.29%,纺织服装
'29,000672.上峰水泥,'8.78,'-2.01%,7.18%,5.72%,'15.62,'0.99,8.19%,'85.11,'+23.46%,水泥建材
'30,601001.晋控煤业,'13.30,'+0.45%,5.68%,5.63%,'9.88,'1.22,12.62%,'222.60,'+2.67%,煤炭行业
'31,605368.蓝天燃气,'9.93,'-1.10%,9.00%,5.59%,'19.45,'2.03,10.34%,'70.96,'-9.38%,燃气
'32,600153.建发股份,'10.80,'-7.22%,6.59%,5.58%,'18.08,'0.44,3.64%,'313.15,'+10.17%,贸易行业
'33,601838.成都银行,'18.20,'-1.46%,4.90%,5.54%,'5.80,'0.87,16.36%,'771.40,'+11.47%,银行
'34,000090.天健集团,'3.63,'-0.82%,2.75%,5.53%,'17.05,'0.47,2.90%,'67.83,'-9.25%,房地产开发
'35,603551.奥普科技,'12.59,'+1.04%,6.82%,5.52%,'16.64,'3.74,22.46%,'49.12,'+23.87%,家电行业
'36,600162.香江控股,'1.69,'+0.60%,0.65%,5.49%,亏损,'0.94,'-1.00%,'55.24,'-11.41%,房地产开发
'37,600755.厦门国贸,'6.12,'-1.29%,5.47%,5.39%,亏损,'0.40,0.93%,'130.82,'-2.86%,贸易行业
'38,600901.江苏金租,'5.60,'-2.10%,4.82%,5.39%,'10.75,'1.34,14.49%,'324.37,'+12.10%,多元金融
'39,603365.水星家纺,'17.15,'-0.17%,5.25%,5.32%,'14.76,'1.55,12.68%,'45.04,'+10.97%,纺织服装
'40,002572.索菲亚,'13.65,'-0.94%,7.33%,5.32%,'13.27,'1.92,16.73%,'131.46,'-14.94%,装修建材
'41,601997.贵阳银行,'6.14,'-0.81%,4.72%,5.27%,'4.57,'0.33,7.59%,'224.49,'+7.41%,银行
'42,002014.永新股份,'11.23,'-0.62%,5.52%,5.26%,'15.50,'2.87,20.06%,'68.78,'+7.92%,包装材料
'43,600057.厦门象屿,'7.29,'+2.24%,3.43%,5.22%,'42.43,'0.68,6.36%,'204.58,'+16.40%,物流行业
'44,601101.昊华能源,'7.21,'-0.96%,6.35%,5.20%,'17.16,'0.87,5.30%,'103.82,'-6.78%,煤炭行业
'45,600036.招商银行,'41.98,'-2.12%,4.76%,5.17%,'7.14,'0.82,12.38%,'8660.03,'+11.44%,银行
'46,601000.唐山港,'3.93,'-1.26%,5.09%,5.12%,'13.56,'1.14,8.72%,'232.89,'-12.45%,航运港口
'47,600350.山东高速,'9.22,'+1.10%,4.56%,5.03%,'14.71,'1.09,7.96%,'445.75,'-6.44%,铁路公路
'48,301109.军信股份,'15.43,0.00%,4.17%,5.03%,'18.92,'1.63,10.66%,'121.76,'+34.80%,环保行业
'49,600894.广日股份,'10.29,'-0.29%,13.35%,5.02%,'14.30,'1.03,9.12%,'87.64,'-25.44%,专用设备
'50,600064.南京高科,'8.04,'-1.35%,3.73%,5.00%,'7.44,'0.74,11.24%,'139.12,'+7.44%,房地产开发
'51,002303.美盈森,'4.28,'-0.47%,13.34%,4.96%,'21.90,'1.47,6.50%,'65.54,'+23.79%,包装材料
'52,603706.东方环宇,'21.36,'+1.23%,4.21%,4.94%,'20.93,'2.46,12.72%,'40.45,'+18.96%,燃气
'53,600188.兖矿能源,'13.07,'+0.93%,5.89%,4.88%,'11.90,'1.55,14.35%,'779.23,'-3.77%,煤炭行业
'54,600398.海澜之家,'6.92,'-0.72%,5.92%,4.86%,'16.04,'1.87,11.91%,'332.35,'-5.45%,纺织服装
'55,000429.粤高速Ａ,'11.70,'-1.01%,4.47%,4.86%,'15.68,'2.33,17.50%,'203.82,'-17.32%,铁路公路
'56,603071.物产环能,'13.65,'+2.79%,4.40%,4.85%,'12.05,'1.39,12.83%,'76.16,'+10.83%,贸易行业
'57,002807.江阴银行,'4.80,0.00%,4.17%,4.85%,'5.56,'0.62,11.92%,'118.15,'+15.58%,银行
'58,601216.君正集团,'5.54,'-0.89%,2.71%,4.83%,'16.46,'1.67,11.92%,'467.47,'+8.30%,化学原料
'59,002032.苏泊尔,'51.61,'+0.35%,5.44%,4.83%,'20.18,'8.08,43.89%,'413.58,'+1.83%,家电行业
'60,600863.内蒙华电,'4.03,'-0.49%,5.46%,4.82%,'12.54,'1.45,11.38%,'263.03,'-2.01%,电力行业
'61,002416.爱施德,'12.43,'-0.32%,4.02%,4.82%,'42.78,'2.70,7.04%,'154.04,'-20.18%,商业百货
'62,603967.中创物流,'11.65,'+0.52%,5.15%,4.81%,'16.34,'1.76,11.57%,'40.39,'+24.38%,物流行业
'63,600566.济川药业,'25.74,'-0.31%,8.13%,4.79%,'13.89,'1.75,14.20%,'236.98,'-4.62%,中药
'64,002839.张家港行,'4.49,'-0.66%,4.45%,4.79%,'5.71,'0.55,10.26%,'109.75,'+7.59%,银行
'65,603208.江山欧派,'14.99,'+0.60%,1.27%,4.78%,亏损,'2.06,1.07%,'26.56,'-17.62%,装修建材
'66,603639.海利尔,'15.32,'+2.27%,3.26%,4.77%,'27.25,'1.44,6.13%,'52.07,'+28.07%,农药兽药
'67,002233.塔牌集团,'9.17,'+2.69%,4.91%,4.74%,'27.37,'0.92,6.35%,'109.33,'+26.42%,水泥建材
'68,600741.华域汽车,'19.56,'+2.14%,4.09%,4.73%,'10.58,'0.98,11.12%,'616.67,'+16.01%,汽车零部件
'69,601668.中国建筑,'5.56,'-0.54%,4.88%,4.73%,'5.45,'0.48,10.15%,'2297.41,'-3.01%,工程建设
'70,603115.海星股份,'21.43,'+10.01%,2.77%,4.73%,'31.27,'2.64,9.09%,'51.84,'+73.12%,电子元件
'71,600373.中文传媒,'10.23,'-0.39%,3.99%,4.72%,'300.00,'0.80,2.37%,'139.90,'-15.38%,文化传媒
'72,000333.美的集团,'74.03,'+0.43%,4.73%,4.72%,'13.60,'2.63,22.97%,'5200.41,'+3.17%,家电行业
'73,002658.雪迪龙,'8.16,'+1.75%,3.06%,4.71%,'31.53,'2.08,7.31%,'51.88,'+32.42%,仪器仪表
'74,600039.四川路桥,'8.91,'+2.89%,4.65%,4.69%,'13.12,'1.59,14.65%,'774.78,'+27.71%,工程建设
'75,600461.洪城环境,'9.01,'-0.33%,5.15%,4.69%,'9.98,'1.23,13.33%,'115.70,'-4.92%,公用事业
'76,601577.长沙银行,'9.63,'+0.21%,4.36%,4.67%,'4.82,'0.48,10.79%,'387.28,'+12.90%,银行
'77,601928.凤凰传媒,'11.29,'+0.09%,4.43%,4.66%,'12.24,'1.44,10.03%,'287.32,'+2.15%,文化传媒
'78,300564.筑博设计,'16.52,'+0.55%,3.03%,4.65%,亏损,'2.22,3.26%,'26.65,'+38.53%,工程咨询服务
'79,002774.快意电梯,'11.07,'+1.19%,3.25%,4.64%,'48.83,'3.16,8.99%,'37.27,'+67.09%,专用设备
'80,600210.紫江企业,'7.72,'+9.97%,3.89%,4.63%,'12.95,'1.90,15.55%,'117.09,'+22.17%,包装材料
'81,002228.合兴包装,'3.36,'+0.90%,5.28%,4.62%,'36.10,'1.26,3.76%,'40.77,'+17.55%,包装材料
'82,600066.宇通客车,'28.30,'+2.46%,5.30%,4.61%,'17.47,'4.76,34.51%,'626.54,'+11.45%,汽车整车
'83,688606.奥泰生物,'71.70,'-1.67%,4.18%,4.61%,'22.41,'1.45,8.05%,'56.84,'+15.77%,医疗器械
'84,002563.森马服饰,'5.48,'+0.18%,6.39%,4.60%,'17.59,'1.31,8.10%,'147.64,'-17.10%,纺织服装
'85,603889.新澳股份,'6.03,0.00%,4.98%,4.59%,'10.55,'1.26,12.87%,'44.05,'-9.55%,纺织服装
'86,603511.爱慕股份,'14.85,'+0.68%,2.71%,4.58%,'78.85,'1.38,2.63%,'60.00,'+17.45%,纺织服装
'87,600008.首创环保,'3.14,'+0.32%,5.41%,4.57%,'14.36,'0.76,11.88%,'230.49,'+1.02%,公用事业
'88,600585.海螺水泥,'24.31,'-0.16%,2.92%,4.57%,'15.38,'0.68,4.69%,'972.33,'+5.60%,水泥建材
'89,603788.宁波高发,'16.92,'-0.47%,4.14%,4.56%,'20.68,'1.87,10.11%,'37.74,'+27.66%,汽车零部件
'90,000906.浙商中拓,'6.22,'-0.16%,3.21%,4.54%,亏损,'0.76,4.48%,'44.14,'-2.80%,物流行业
'91,002404.嘉欣丝绸,'6.41,0.00%,4.68%,4.54%,'28.26,'1.85,8.30%,'35.90,'+8.79%,纺织服装
'92,002895.川恒股份,'27.09,'+0.78%,4.00%,4.50%,'14.98,'2.43,18.46%,'164.62,'+15.91%,化学原料
'93,000157.中联重科,'7.40,'+0.68%,4.05%,4.49%,'21.34,'1.12,7.08%,'525.11,'+6.33%,工程机械
'94,600012.皖通高速,'14.57,'-0.14%,4.15%,4.48%,'14.53,'2.09,14.91%,'169.83,'-14.35%,铁路公路
'95,603878.武进不锈,'5.56,'+0.91%,1.62%,4.47%,'79.28,'1.19,2.33%,'31.20,'-1.09%,钢铁行业
'96,002293.罗莱生活,'8.56,'-0.23%,7.00%,4.46%,'17.12,'1.77,11.32%,'71.40,'+14.50%,纺织服装
'97,601225.陕西煤业,'20.33,'-0.25%,6.63%,4.45%,'11.46,'2.22,21.88%,'1970.99,'-7.10%,煤炭行业
'98,605599.菜百股份,'14.59,'+4.59%,4.93%,4.43%,'16.36,'2.89,20.51%,'113.48,'+33.67%,珠宝首饰
'99,300390.天华新能,'20.32,'+0.54%,2.95%,4.43%,亏损,'1.58,'-1.00%,'168.81,'-8.80%,能源金属
'100,603096.新经典,'18.47,'+0.82%,4.33%,4.42%,'42.51,'1.55,4.44%,'28.49,'+1.78%,文化传媒
'101,603855.华荣股份,'20.61,'-3.24%,4.85%,4.42%,'15.22,'3.50,24.13%,'69.56,'+6.62%,专用设备
'102,600382.广东明珠,'6.10,'+6.09%,1.64%,4.41%,'41.87,'1.55,3.22%,'42.36,'+40.96%,钢铁行业
'103,600729.重庆百货,'29.34,'-0.10%,4.64%,4.41%,'10.39,'1.69,18.96%,'129.24,'+5.22%,商业百货
'104,002737.葵花药业,'15.96,'-0.19%,3.13%,4.38%,亏损,'2.09,1.97%,'93.21,'-19.63%,中药
'105,600582.天地科技,'6.09,'-1.30%,5.21%,4.37%,'12.45,'1.00,13.04%,'252.04,'+3.78%,专用设备
'106,300616.尚品宅配,'13.29,'-0.52%,6.77%,4.37%,亏损,'0.95,'-1.00%,'29.84,'+15.65%,装修建材
'107,603299.苏盐井神,'11.21,'+0.90%,3.95%,4.36%,'17.28,'1.44,10.70%,'87.62,'+5.38%,化学原料
'108,603515.欧普照明,'18.16,'-1.25%,4.96%,4.36%,'19.17,'2.10,13.96%,'135.08,'+16.08%,家电行业
'109,600015.华夏银行,'7.42,'-1.98%,5.46%,4.33%,'4.45,'0.32,7.72%,'1180.89,'-2.54%,银行
'110,600639.浦东金桥,'10.71,0.00%,3.01%,4.33%,'60.40,'0.85,6.10%,'91.06,'-0.63%,房地产开发
'111,600642.申能股份,'8.08,0.00%,5.57%,4.33%,'11.24,'1.02,10.39%,'395.44,'-10.42%,电力行业
'112,601126.四方股份,'17.06,'-5.80%,4.22%,4.33%,'18.96,'3.17,17.67%,'142.16,'+5.01%,电网设备
'113,002545.东方铁塔,'10.52,'+3.54%,2.85%,4.33%,'17.16,'1.43,8.85%,'130.88,'+54.42%,化肥行业
'114,601229.上海银行,'9.48,'-0.63%,5.27%,4.31%,亏损,'0.51,9.36%,'1347.01,'+5.79%,银行
'115,600377.宁沪高速,'13.52,'+0.82%,3.62%,4.29%,'14.54,'1.70,12.33%,'515.89,'-8.69%,铁路公路
'116,600395.盘江股份,'5.25,'+2.34%,0.76%,4.27%,亏损,'1.08,0.58%,'112.70,'+3.95%,煤炭行业
'117,000785.居然智家,'3.09,'+2.32%,2.03%,4.25%,'33.19,'0.94,2.43%,'192.42,'-13.45%,商业百货
'118,600757.长江传媒,'9.03,'-2.38%,4.54%,4.23%,'9.51,'1.13,11.67%,'109.59,'-1.57%,文化传媒
'119,600499.科达制造,'11.61,'-1.78%,1.72%,4.22%,'18.24,'1.85,11.14%,'222.66,'+51.75%,专用设备
'120,000719.中原传媒,'12.52,'-3.84%,4.79%,4.22%,'8.92,'1.12,10.85%,'128.11,'+15.52%,文化传媒
'121,300389.艾比森,'18.05,'+14.38%,0.83%,4.22%,'52.49,'4.27,9.58%,'66.62,'+53.75%,光学光电子
'122,600141.兴发集团,'27.78,'+0.18%,3.60%,4.20%,'20.29,'1.44,7.25%,'306.48,'+34.31%,化肥行业
'123,600694.大商股份,'19.35,'+1.42%,4.70%,4.18%,'13.22,'0.77,6.07%,'67.29,'-15.74%,商业百货
'124,601568.北元集团,'4.12,'-1.67%,2.43%,4.18%,'83.15,'1.44,2.04%,'163.66,'+0.47%,化学原料
'125,601169.北京银行,'6.07,'+1.17%,5.27%,4.16%,'4.87,'0.33,7.30%,'1283.38,'+3.57%,银行
'126,600261.阳光照明,'3.44,'-0.86%,4.07%,4.15%,'57.55,'1.34,6.63%,'45.93,'+9.65%,家电行业
'127,000932.华菱钢铁,'5.91,'-0.51%,1.69%,4.14%,'24.53,'0.75,4.55%,'408.30,'+44.66%,钢铁行业
'128,001965.招商公路,'10.50,'+0.86%,3.97%,4.14%,'15.39,'1.02,7.37%,'716.14,'-21.93%,铁路公路
'129,002948.青岛银行,'4.94,'+0.61%,3.24%,4.14%,'6.23,'0.62,10.65%,'174.30,'+31.37%,银行
'130,603968.醋化股份,'12.50,'+0.81%,2.27%,4.13%,亏损,'1.39,'-1.00%,'25.56,'+34.84%,化学制品
'131,002697.红旗连锁,'6.02,'+1.18%,1.91%,4.12%,'16.46,'1.78,12.17%,'81.87,'+4.00%,商业百货
'132,600502.安徽建工,'4.63,'-2.73%,5.83%,4.11%,'6.66,'0.50,8.56%,'79.48,'+2.50%,工程建设
'133,600655.豫园股份,'6.24,'+2.13%,3.04%,4.11%,亏损,'0.69,'-1.00%,'243.17,'+0.32%,珠宝首饰
'134,600548.深高速,'10.58,'-0.09%,2.31%,4.10%,'20.65,'1.00,5.48%,'189.42,'-19.65%,铁路公路
'135,000915.华特达因,'33.47,'+0.54%,7.47%,4.10%,'15.54,'2.82,18.53%,'78.43,'+26.59%,化学制药
'136,300625.三雄极光,'12.13,'-1.54%,2.47%,4.10%,亏损,'1.72,'-1.00%,'33.88,'+6.70%,家电行业
'137,601328.交通银行,'7.19,'-1.10%,3.88%,4.09%,'6.79,'0.49,7.86%,'3836.00,'-2.64%,银行
'138,600987.航民股份,'7.31,'+1.11%,4.10%,4.08%,'10.71,'1.17,11.74%,'74.62,'+9.85%,纺织服装
'139,601107.四川成渝,'5.61,'-0.88%,5.17%,4.08%,'11.20,'0.88,9.07%,'121.33,'+12.30%,铁路公路
'140,002367.康力电梯,'7.12,'-2.33%,4.22%,4.08%,'18.38,'1.63,10.58%,'56.80,'+8.15%,专用设备
'141,600887.伊利股份,'28.27,'-1.05%,4.32%,4.07%,'23.21,'3.35,15.28%,'1788.18,'-2.39%,食品饮料
'142,000030.富奥股份,'5.73,'-1.21%,2.62%,4.07%,'15.67,'1.23,8.51%,'95.81,'+14.54%,汽车零部件
'143,600710.苏美达,'10.31,'-2.55%,3.58%,4.06%,'11.79,'1.73,16.60%,'134.73,'+15.24%,贸易行业
'144,002274.华昌化工,'6.71,'-0.30%,4.47%,4.06%,'111.90,'1.17,1.46%,'63.90,'-9.97%,化肥行业
'145,002818.富森美,'12.31,'-0.41%,8.77%,4.06%,'14.59,'1.64,11.75%,'92.14,'-13.45%,商业百货
'146,601825.沪农商行,'8.75,'+0.57%,4.94%,4.05%,'6.87,'0.67,10.06%,'843.89,'+4.81%,银行
'147,600801.华新水泥,'16.28,'+3.43%,2.83%,4.04%,'15.57,'1.11,9.43%,'218.85,'+39.94%,水泥建材
'148,601006.大秦铁路,'6.17,'-2.22%,4.17%,4.03%,'17.05,'0.76,4.67%,'1243.08,'-7.05%,物流行业
'149,000708.中信特钢,'13.19,'+0.99%,3.85%,4.03%,'13.12,'1.61,13.01%,'665.72,'+20.73%,钢铁行业
'150,600919.江苏银行,'10.72,'-1.02%,4.86%,4.01%,'5.94,'0.60,10.89%,'1967.26,'+14.66%,银行
'151,601009.南京银行,'10.89,'-2.07%,4.50%,4.01%,'6.49,'0.65,11.05%,'1346.39,'+3.97%,银行
'152,601921.浙版传媒,'8.62,'+0.23%,3.48%,4.01%,'15.65,'1.40,9.38%,'191.56,'+13.56%,文化传媒
'153,600035.楚天高速,'4.13,'-0.72%,4.12%,4.00%,'9.95,'0.76,8.53%,'66.50,'-6.67%,铁路公路
'154,002043.兔宝宝,'10.85,'+0.74%,5.55%,3.99%,'18.25,'2.92,20.23%,'90.03,'-5.78%,装修建材
'155,601077.渝农商行,'6.38,'+1.43%,4.77%,3.98%,'6.14,'0.53,8.97%,'564.23,'+10.62%,银行
'156,000683.博源化工,'6.63,'-0.90%,4.52%,3.98%,'15.35,'1.73,9.60%,'246.55,'+25.93%,化学原料
'157,603801.志邦家居,'10.03,'-0.20%,6.01%,3.96%,'14.47,'1.29,11.48%,'43.57,'-16.88%,装修建材
'158,601019.山东出版,'8.68,'-5.24%,3.57%,3.95%,'13.66,'1.21,8.08%,'181.14,'-21.28%,文化传媒
'159,600282.南钢股份,'4.79,'+0.21%,3.86%,3.93%,'12.76,'1.10,9.49%,'295.31,'+4.16%,钢铁行业
'160,603897.长城科技,'26.80,'-0.37%,8.21%,3.93%,'21.31,'2.31,10.37%,'55.32,'+20.75%,电网设备
'161,601187.厦门银行,'6.58,'-1.79%,4.71%,3.92%,'6.82,'0.54,8.13%,'173.65,'+19.43%,银行
'162,000404.长虹华意,'7.37,'-1.21%,4.07%,3.92%,'12.18,'1.23,11.99%,'51.29,'+3.87%,家电行业
'163,002271.东方雨虹,'11.70,'-0.51%,21.04%,3.91%,亏损,'1.23,'-1.00%,'279.48,'+4.22%,装修建材
'164,603839.安正时尚,'7.84,'+1.16%,1.28%,3.90%,亏损,'1.65,'-1.00%,'30.50,'+43.96%,纺织服装
'165,002478.常宝股份,'5.52,0.00%,3.99%,3.90%,'10.56,'0.86,10.15%,'49.73,'+8.78%,钢铁行业
'166,600704.物产中大,'5.82,'-1.19%,3.62%,3.89%,'10.11,'0.71,8.83%,'300.96,'+19.32%,物流行业
'167,603357.设计总院,'8.62,'-1.15%,3.25%,3.89%,'11.58,'1.27,12.51%,'48.32,'-1.68%,工程咨询服务
'168,002540.亚太科技,'6.49,'+0.15%,5.56%,3.88%,'20.45,'1.47,7.69%,'81.02,'+8.94%,有色金属
'169,603279.景津装备,'15.69,'+0.06%,6.76%,3.87%,'12.64,'1.96,15.83%,'90.45,'-10.04%,通用设备
'170,600098.广州发展,'6.88,'+4.08%,3.92%,3.86%,'27.43,'0.89,8.36%,'241.23,'+11.74%,电力行业
'171,601658.邮储银行,'6.09,'+0.83%,3.40%,3.85%,'8.48,'0.64,8.11%,'6104.55,'+12.53%,银行
'172,601939.建设银行,'9.04,'+0.44%,2.02%,3.84%,'7.11,'0.66,9.81%,'1914.95,'+7.59%,银行
'173,002556.辉隆股份,'5.68,'-0.70%,3.52%,3.82%,'300.00,'1.51,2.89%,'53.76,'+5.36%,化肥行业
'174,002932.明德生物,'19.69,'-0.61%,6.25%,3.82%,亏损,'0.82,0.38%,'45.78,'+13.12%,医疗器械
'175,601158.重庆水务,'4.71,'-0.21%,2.78%,3.81%,'33.08,'1.33,4.91%,'226.08,'-1.25%,公用事业
'176,000989.九芝堂,'11.30,'-1.31%,2.65%,3.80%,'74.86,'2.65,4.21%,'96.72,'+47.07%,中药
'177,002674.兴业科技,'12.99,'+0.70%,1.15%,3.79%,'36.48,'1.60,4.94%,'38.39,'+38.89%,纺织服装
'178,603165.荣晟环保,'12.15,'+0.41%,4.12%,3.78%,'20.39,'1.49,10.14%,'33.12,'+3.37%,造纸印刷
'179,603816.顾家家居,'28.71,'-1.68%,4.81%,3.78%,'16.61,'2.41,16.13%,'235.93,'+9.85%,装修建材
'180,605377.华旺科技,'9.45,'+0.85%,7.68%,3.78%,'16.79,'1.34,8.16%,'52.61,'-11.43%,造纸印刷
'181,002788.鹭燕医药,'8.50,'+0.35%,4.12%,3.78%,'10.53,'1.04,9.83%,'33.02,'+7.87%,医药商业
'182,600737.中粮糖业,'17.79,'+10.02%,3.43%,3.77%,'29.73,'3.51,11.95%,'380.50,'+80.77%,食品饮料
'183,600016.民生银行,'4.51,'-1.96%,4.26%,3.75%,'6.31,'0.29,4.86%,'1599.34,'+10.47%,银行
'184,600908.无锡银行,'6.00,'-1.64%,3.67%,3.74%,'5.77,'0.54,9.75%,'131.68,'+5.07%,银行
'185,002469.三维化学,'9.15,'+0.88%,4.37%,3.73%,'19.50,'2.24,11.34%,'59.37,'+29.34%,化学原料
'186,000921.海信家电,'25.17,'-1.02%,4.89%,3.72%,'12.81,'2.18,22.59%,'232.89,'-8.48%,家电行业
'187,000933.神火股份,'19.28,'-0.15%,4.15%,3.72%,'10.93,'1.94,18.38%,'433.67,'+17.44%,有色金属
'188,002949.华阳国际,'13.50,'+0.37%,2.59%,3.71%,'30.05,'1.74,6.72%,'26.47,'-22.34%,工程咨询服务
'189,600285.羚锐制药,'23.31,'-0.51%,3.86%,3.69%,'19.14,'4.31,27.17%,'132.19,'+9.33%,中药
'190,000513.丽珠集团,'42.41,'+4.97%,2.59%,3.68%,'18.41,'2.80,15.73%,'256.28,'+14.77%,化学制药
'191,601398.工商银行,'7.38,'-0.67%,4.17%,3.67%,'7.25,'0.64,9.14%,'19897.38,'+11.25%,银行
'192,601288.农业银行,'7.05,'+0.43%,3.43%,3.66%,'8.64,'0.79,9.23%,'22506.72,'+37.76%,银行
'193,601988.中国银行,'5.52,0.00%,3.88%,3.66%,'7.53,'0.60,8.40%,'13170.18,'+4.70%,银行
'194,002479.富春环保,'5.28,'-0.19%,2.84%,3.65%,'20.89,'1.10,8.10%,'45.67,'+14.74%,环保行业
'195,603167.渤海轮渡,'10.37,'-0.10%,8.58%,3.64%,'24.01,'1.46,7.74%,'48.65,'+24.81%,航运港口
'196,603303.得邦照明,'14.58,'-3.64%,5.08%,3.64%,'27.50,'2.07,9.20%,'69.54,'+31.49%,家电行业
'197,301042.安联锐视,'38.82,'-1.77%,2.58%,3.64%,'81.01,'2.58,3.57%,'27.07,'+7.86%,计算机设备
'198,600724.宁波富达,'4.80,'+1.48%,2.92%,3.63%,'43.06,'2.48,7.43%,'69.37,'-22.06%,房地产开发
'199,600998.九州通,'5.13,'+0.20%,3.90%,3.62%,'16.32,'0.93,10.54%,'258.68,'+4.06%,医药商业
'200,601222.林洋能源,'6.15,'+3.36%,4.36%,3.60%,'24.62,'0.82,3.08%,'126.70,'-9.62%,仪器仪表
'201,002304.洋河股份,'73.85,'-0.08%,6.29%,3.60%,'35.59,'2.27,6.03%,'1112.51,'-5.70%,酿酒行业
'202,002966.苏州银行,'8.05,'-0.86%,4.58%,3.60%,'6.90,'0.61,9.92%,'359.89,'+1.56%,银行
'203,603689.皖天然气,'8.70,'+0.69%,4.02%,3.59%,'13.13,'1.28,10.21%,'42.65,'+0.96%,燃气
'204,000408.藏格矿业,'54.79,'+1.63%,0.48%,3.59%,'27.95,'5.47,21.37%,'860.33,'+97.58%,化肥行业
'205,600000.浦发银行,'13.49,'-1.03%,3.02%,3.57%,'8.68,'0.52,6.24%,'4114.05,'+35.07%,银行
'206,605336.帅丰电器,'15.31,'+0.99%,2.12%,3.57%,'256.47,'1.50,1.24%,'28.08,'+21.18%,家电行业
'207,002035.华帝股份,'6.50,'+0.62%,4.62%,3.57%,'12.70,'1.45,12.36%,'55.10,'-7.30%,家电行业
'208,002690.美亚光电,'20.26,'+1.30%,3.46%,3.57%,'27.12,'7.12,27.89%,'178.74,'+42.41%,专用设备
'209,300864.南大环境,'20.72,'+0.93%,4.07%,3.57%,'23.09,'2.58,12.65%,'32.69,'+3.06%,环保行业
'210,601998.中信银行,'7.78,'-1.52%,4.47%,3.56%,'6.26,'0.53,8.63%,'3171.36,'+13.64%,银行
