序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 
2328	519188	万家信用恒利	9月1日	1.1962	1.6294	0.03%	0.00%	-0.05%	0.39%	1.26%	2.32%	7.12%	11.26%	0.98%	71.92%	2.26%
2329	519654	银河丰利债券	9月1日	1.036	1.238	0.01%	0.04%	0.09%	0.62%	1.21%	2.32%	2.88%	5.04%	0.88%	25.82%	2.26%
2330	6026	东吴鼎泰纯债	9月1日	1.1269	1.2119	0.03%	0.04%	-0.04%	0.45%	1.57%	2.32%	7.32%	8.72%	1.43%	22.42%	2.26%
2331	6089	永赢润益债券	9月1日	1.1155	1.2465	0.04%	0.04%	-0.53%	-0.26%	0.73%	2.32%	5.90%	7.88%	-0.01%	26.39%	2.19%
2332	6874	创金合信恒兴	9月1日	1.0745	1.2687	0.02%	0.04%	0.00%	0.34%	1.19%	2.32%	5.50%	8.36%	0.97%	27.20%	2.27%
2333	8578	东海祥苏短债	9月1日	1.1694	1.1694	0.02%	0.03%	0.09%	0.40%	1.07%	2.32%	5.53%	8.97%	1.23%	16.94%	2.30%
2334	9289	富国长江经济	9月1日	1.0929	1.1769	0.03%	0.03%	-0.10%	0.23%	1.24%	2.32%	6.22%	8.78%	0.90%	18.53%	2.26%
2335	15942	上银慧享利3	9月1日	1.1091	1.1091	0.03%	0.05%	0.18%	0.58%	1.29%	2.32%	5.76%	9.79%	1.42%	10.91%	2.29%
2336	3438	招商招怡纯债	9月1日	1.1531	1.2564	0.02%	0.04%	-0.19%	0.18%	1.14%	2.32%	6.62%	7.72%	0.76%	27.61%	2.26%
2337	15534	红塔红土瑞鑫	9月1日	1.0743	1.0743	0.03%	0.06%	0.11%	0.37%	1.18%	2.32%	5.25%	---	0.91%	7.43%	2.28%
2338	20261	兴业裕华债券	9月1日	1.0894	1.0894	0.04%	0.04%	-0.28%	-0.05%	0.80%	2.32%	---	---	0.31%	4.73%	2.22%
2339	20051	英大安华纯债	9月1日	1.0334	1.0584	0.06%	0.00%	-0.35%	-0.19%	0.35%	2.32%	---	---	-0.15%	5.87%	2.18%
2340	4238	永赢瑞益债券	9月1日	1.1042	1.3949	0.03%	0.03%	-0.15%	0.10%	1.00%	2.32%	5.98%	8.79%	0.57%	45.96%	2.24%
2341	194	银华信用四季	9月1日	1.0859	1.6369	0.02%	0.06%	-0.09%	0.22%	1.03%	2.31%	5.89%	8.43%	0.56%	82.00%	2.23%
2342	2868	鹏华丰茂债券	9月1日	1.1212	1.298	0.04%	0.02%	-0.20%	0.01%	0.95%	2.31%	5.24%	8.24%	0.71%	32.67%	2.27%
2343	11116	海富通利率债	9月1日	1.0787	1.1307	0.05%	0.00%	-0.29%	-0.10%	0.57%	2.31%	6.33%	8.58%	-0.11%	13.40%	2.16%
2344	17308	招商鑫嘉中短	9月1日	1.0734	1.0734	0.01%	0.03%	0.07%	0.39%	1.15%	2.31%	5.09%	---	1.15%	7.34%	2.26%
2345	16483	国泰利盈60	9月1日	1.0839	1.0839	0.01%	0.04%	0.11%	0.44%	1.20%	2.31%	5.18%	---	1.33%	8.39%	2.29%
2346	18497	恒生前海恒润	9月1日	1.008	1.109	0.06%	-0.06%	-0.41%	-0.32%	0.26%	2.31%	5.43%	---	0.06%	10.93%	2.16%
2347	20540	银华安泰债券	9月1日	1.03	1.03	0.01%	0.03%	0.08%	0.37%	1.29%	2.31%	---	---	1.18%	3.00%	2.28%
2348	21408	兴业天融债券	9月1日	1.1167	1.1317	0.04%	-0.03%	-0.31%	-0.24%	0.38%	2.31%	---	---	-0.31%	3.48%	2.14%
2349	153	大成景旭纯债	9月1日	1.0915	1.5505	0.04%	0.02%	-0.30%	-0.12%	0.69%	2.30%	5.99%	8.13%	0.18%	64.99%	2.18%
2350	720	南方稳利1年	9月1日	1.1402	1.5105	0.02%	0.01%	-0.19%	0.30%	0.80%	2.30%	5.33%	8.63%	0.57%	49.47%	2.25%
2351	745	北信瑞丰稳定	9月1日	1.289	1.548	0.00%	0.00%	-0.08%	0.31%	1.42%	2.30%	8.14%	10.83%	1.02%	63.77%	2.22%
2352	6074	人保鑫瑞中短	9月1日	1.1452	1.1652	0.02%	0.04%	0.02%	0.29%	1.23%	2.30%	5.27%	7.35%	1.25%	16.68%	2.26%
2353	6383	招商添盈纯债	9月1日	1.2726	1.2726	0.02%	0.00%	-0.22%	-0.02%	0.81%	2.30%	6.10%	9.27%	0.37%	27.26%	2.22%
2354	3584	建信稳定鑫利	9月1日	1.0938	1.2993	0.01%	0.03%	0.16%	0.37%	0.73%	2.30%	5.61%	8.01%	0.02%	32.58%	2.19%
2355	6406	华富恒盛纯债	9月1日	1.0639	1.1689	0.03%	0.03%	-0.17%	0.18%	1.37%	2.30%	5.68%	9.11%	1.26%	17.31%	2.26%
2356	6767	银河嘉裕债券	9月1日	1.0351	1.7096	0.09%	-0.04%	-0.28%	-0.07%	0.50%	2.30%	5.55%	8.01%	-0.10%	77.16%	2.20%
2357	7190	南华价值启航	9月1日	1.3616	2.6144	0.04%	-0.20%	-0.33%	-0.26%	0.81%	2.30%	4.40%	6.28%	0.57%	178.13%	2.24%
2358	11529	上银慧兴盈债	9月1日	1.0639	1.1395	0.03%	0.02%	-0.13%	0.24%	1.05%	2.30%	5.77%	7.94%	0.51%	14.47%	2.17%
2359	14802	红土创新丰源	9月1日	1.0118	1.1168	0.03%	0.04%	0.05%	0.27%	0.90%	2.30%	6.81%	9.83%	0.52%	11.92%	2.23%
2360	15502	中欧中短债债	9月1日	1.0683	1.1103	0.01%	0.05%	0.03%	0.29%	1.09%	2.30%	5.52%	9.05%	0.98%	11.10%	2.26%
2361	18186	东方红益丰纯	9月1日	1.0289	1.1439	0.03%	0.02%	-0.08%	0.27%	1.07%	2.30%	6.04%	---	0.70%	7.47%	2.24%
2362	19445	华富恒盛纯债	9月1日	1.0773	1.1673	0.03%	0.03%	-0.17%	0.19%	1.37%	2.30%	---	---	1.25%	5.92%	2.26%
2363	20752	华夏安悦债券	9月1日	1.0354	1.0354	0.01%	0.02%	0.07%	0.25%	0.83%	2.30%	---	---	0.67%	3.54%	2.23%
2364	20205	创金合信恒兴	9月1日	1.0304	1.2665	0.02%	0.04%	0.00%	0.33%	1.19%	2.30%	---	---	0.95%	5.06%	2.24%
2365	20681	博时华盈纯债	9月1日	1.0171	1.0569	0.03%	0.00%	-0.12%	0.08%	0.65%	2.30%	---	---	0.33%	4.36%	2.21%
2366	22009	南方祥元债券	9月1日	1.208	1.376	0.02%	0.10%	-0.24%	-0.05%	0.94%	2.30%	---	---	0.44%	2.35%	2.23%
2367	1661	博时信用债纯	9月1日	1.0689	1.4515	0.06%	-0.01%	-0.40%	-0.15%	0.80%	2.29%	5.99%	8.56%	0.43%	42.57%	2.23%
2368	2438	创金合信尊盛	9月1日	1.019	1.383	0.00%	0.00%	0.00%	0.30%	1.29%	2.29%	7.19%	10.34%	0.99%	45.64%	2.18%
2369	6496	银华安盈短债	9月1日	1.0904	1.1884	0.01%	0.04%	0.06%	0.32%	1.23%	2.29%	5.37%	7.85%	1.03%	19.97%	2.24%
2370	8170	博时富添纯债	9月1日	1.1158	1.1815	0.04%	0.07%	-0.34%	-0.08%	0.86%	2.29%	6.71%	9.00%	0.40%	19.01%	2.16%
2371	13375	平安元鑫12	9月1日	1.1323	1.1323	0.02%	0.04%	0.05%	0.45%	1.52%	2.29%	5.99%	9.76%	1.31%	13.23%	2.22%
2372	13901	华安众享18	9月1日	1.1225	1.1225	0.04%	0.04%	-0.04%	0.37%	1.28%	2.29%	5.76%	8.63%	1.28%	12.25%	2.26%
2373	14817	财通资管鸿慧	9月1日	1.1046	1.1046	0.02%	0.05%	0.00%	0.32%	1.22%	2.29%	5.14%	9.54%	1.08%	10.46%	2.23%
2374	17754	长城锦利三个	9月1日	1.0394	1.0574	0.03%	0.00%	-0.17%	0.09%	0.68%	2.29%	5.73%	---	-0.07%	5.74%	2.17%
2375	19027	广发添福30	9月1日	1.0606	1.0606	0.01%	0.03%	0.11%	0.38%	1.53%	2.29%	---	---	1.67%	6.06%	2.26%
2376	19084	万家稳安60	9月1日	1.0533	1.0533	0.02%	0.04%	0.00%	0.23%	0.83%	2.29%	---	---	0.81%	5.33%	2.21%
2377	21578	建信鑫益90	9月1日	1.0241	1.0241	0.04%	0.05%	-0.06%	0.25%	1.31%	2.29%	---	---	1.16%	2.41%	---
2378	519717	交银施罗德中	9月1日	1.0239	1.1549	0.03%	0.03%	-0.06%	0.22%	0.97%	2.28%	5.69%	7.97%	0.51%	16.30%	2.20%
2379	694	鑫元鸿利A	9月1日	1.1372	1.5322	0.02%	0.04%	-0.14%	0.24%	1.09%	2.28%	8.15%	10.49%	0.91%	58.32%	2.21%
2380	3566	博时臻选纯债	9月1日	1.083	1.3074	0.04%	-0.01%	-0.13%	0.08%	0.81%	2.28%	5.92%	8.59%	0.38%	34.03%	2.18%
2381	4107	中信保诚稳丰	9月1日	1.0781	1.3073	0.02%	0.05%	-0.07%	0.27%	1.11%	2.28%	5.43%	7.67%	0.74%	34.12%	2.21%
2382	188	华泰柏瑞丰盛	9月1日	1.1522	1.5739	0.02%	0.03%	-0.05%	0.29%	1.17%	2.28%	5.35%	7.91%	0.60%	68.76%	2.20%
2383	7219	蜂巢添幂中短	9月1日	1.0703	1.1703	0.02%	0.05%	0.06%	0.31%	1.26%	2.28%	5.00%	7.62%	1.02%	17.80%	2.25%
2384	167505	安信中短利率	9月1日	1.0181	1.184	0.02%	0.04%	0.04%	0.30%	0.95%	2.28%	5.33%	8.12%	0.58%	19.89%	2.19%
2385	167504	安信中短利率	9月1日	1.103	1.3211	0.01%	0.04%	0.04%	0.30%	0.96%	2.28%	5.39%	8.23%	0.57%	34.61%	2.20%
2386	9093	华泰柏瑞鸿利	9月1日	1.14	1.14	0.01%	0.03%	0.10%	0.37%	1.04%	2.28%	4.84%	7.60%	1.16%	14.00%	2.25%
2387	10811	湘财久盈中短	9月1日	1.0489	1.1362	0.01%	0.05%	0.11%	0.51%	1.26%	2.28%	5.21%	8.56%	1.34%	13.99%	2.24%
2388	12592	广发添财18	9月1日	1.1274	1.1274	0.01%	0.04%	0.04%	0.35%	1.20%	2.28%	5.34%	7.89%	1.08%	12.74%	2.24%
2389	9655	工银尊益中短	9月1日	1.1878	1.1878	0.03%	0.05%	0.04%	0.36%	1.22%	2.28%	5.09%	8.29%	1.18%	18.78%	2.26%
2390	13692	兴华安恒纯债	9月1日	1.0199	1.0975	0.00%	-0.01%	-0.09%	-0.21%	1.59%	2.28%	4.89%	6.99%	1.38%	9.95%	2.23%
2391	14670	银华安盈短债	9月1日	1.0903	1.1173	0.02%	0.04%	0.06%	0.32%	1.23%	2.28%	5.37%	7.84%	1.03%	10.25%	2.23%
2392	16662	平安元福短债	9月1日	1.083	1.083	0.05%	0.14%	0.01%	0.45%	1.05%	2.28%	4.92%	---	1.06%	8.30%	2.20%
2393	16882	山证资管裕景	9月1日	1.0744	1.0744	0.01%	0.05%	0.07%	0.41%	1.28%	2.28%	4.88%	---	1.27%	7.44%	2.25%
2394	16584	汇添富鑫润纯	9月1日	1.0239	1.0756	0.04%	0.00%	-0.27%	-0.15%	0.56%	2.28%	5.02%	---	-0.19%	7.69%	2.17%
2395	17309	创金合信利泽	9月1日	1.0807	1.0857	0.06%	0.03%	-0.27%	-0.23%	0.56%	2.28%	6.13%	---	-0.22%	8.59%	2.12%
2396	18451	富安达富祥利	9月1日	1.0098	1.0718	0.06%	-0.01%	-0.43%	-0.29%	0.19%	2.28%	7.05%	---	-0.39%	7.17%	2.15%
2397	18450	富安达富祥利	9月1日	1.0056	1.0676	0.05%	-0.01%	-0.44%	-0.27%	0.21%	2.28%	6.62%	---	-0.37%	6.75%	2.14%
2398	19204	鹏华丰康债券	9月1日	1.0248	1.0528	0.05%	0.05%	-0.27%	-0.01%	1.06%	2.28%	5.37%	---	1.02%	5.35%	2.24%
2399	18961	永赢瑞益债券	9月1日	1.104	1.131	0.02%	0.02%	-0.21%	0.04%	0.95%	2.28%	5.91%	---	0.51%	6.45%	2.20%
2400	19070	永赢开泰中高	9月1日	1.1598	1.1598	0.02%	0.03%	0.02%	0.34%	1.16%	2.28%	5.65%	---	1.04%	6.02%	2.23%
2401	19304	德邦短债E	9月1日	1.167	1.167	0.02%	0.04%	0.07%	0.33%	1.27%	2.28%	---	---	1.28%	6.51%	2.22%
2402	20202	贝莱德安睿3	9月1日	1.043	1.043	0.01%	0.05%	0.10%	0.51%	1.64%	2.28%	---	---	1.56%	4.30%	2.28%
2403	20381	人保民享利率	9月1日	1.032	1.052	0.04%	-0.01%	-0.34%	-0.20%	0.70%	2.28%	---	---	-0.23%	5.20%	2.18%
2404	20525	工银稳健丰盈	9月1日	1.0371	1.0371	0.02%	0.06%	0.11%	0.44%	1.08%	2.28%	---	---	1.18%	3.71%	2.24%
2405	20798	万家信用恒利	9月1日	1.1951	1.1951	0.03%	0.01%	-0.05%	0.39%	1.25%	2.28%	---	---	0.97%	4.21%	2.22%
2406	561	南方启元债券	9月1日	1.1946	1.4096	0.07%	0.00%	-0.62%	-0.43%	0.17%	2.27%	5.61%	7.53%	-0.28%	43.95%	2.17%
2407	4136	博时民泽纯债	9月1日	1.121	1.2893	0.02%	0.04%	-0.18%	0.13%	1.00%	2.27%	5.95%	8.61%	0.52%	31.75%	2.18%
2408	5467	华泰紫金智盈	9月1日	1.1556	1.3528	0.03%	0.03%	-0.17%	0.23%	1.33%	2.27%	5.92%	8.55%	0.84%	36.44%	2.20%
2409	6068	中加颐信纯债	9月1日	1.023	1.2441	0.00%	-0.01%	-0.08%	0.03%	0.68%	2.27%	6.28%	8.59%	-0.06%	26.63%	2.12%
2410	7542	永赢开泰中高	9月1日	1.1549	1.2049	0.02%	0.03%	0.02%	0.34%	1.16%	2.27%	5.49%	7.96%	1.03%	20.88%	2.22%
2411	7745	长盛安逸纯债	9月1日	1.2391	1.2391	0.05%	0.04%	-0.15%	0.11%	1.05%	2.27%	6.59%	10.59%	0.64%	23.91%	2.19%
2412	14857	建信鑫享短债	9月1日	1.1015	1.1015	0.02%	0.05%	0.07%	0.38%	1.23%	2.27%	5.24%	8.69%	1.18%	10.15%	2.24%
2413	14876	长城瑞利纯债	9月1日	1.0687	1.0961	0.10%	-0.08%	-1.14%	-1.16%	-0.15%	2.27%	5.89%	8.86%	-0.76%	9.76%	2.03%
2414	17100	华宝宝通30	9月1日	1.0788	1.0788	0.01%	0.04%	0.11%	0.42%	1.20%	2.27%	4.98%	---	1.26%	7.87%	2.24%
2415	19069	永赢开泰中高	9月1日	1.1508	1.1508	0.02%	0.03%	0.02%	0.34%	1.16%	2.27%	5.16%	---	1.04%	5.20%	2.22%
2416	18534	银河景泰债券	9月1日	1.0263	1.0573	0.06%	-0.07%	-0.59%	-0.53%	0.13%	2.27%	---	---	-0.46%	5.78%	2.16%
2417	18509	国泰君安君享	9月1日	1.0688	1.0688	0.01%	0.00%	-0.04%	0.40%	1.33%	2.27%	---	---	1.23%	6.88%	2.26%
2418	21063	工银瑞升债券	9月1日	1.0226	1.0286	0.03%	0.02%	-0.13%	0.03%	0.65%	2.27%	---	---	0.03%	2.87%	2.13%
2419	655	鑫元稳利债券	9月1日	1.0568	1.4825	0.03%	0.00%	-0.12%	0.19%	1.05%	2.26%	5.98%	8.46%	0.62%	55.80%	2.17%
2420	839	摩根纯债丰利	9月1日	1.0371	1.2911	0.04%	0.05%	-0.24%	-0.29%	0.18%	2.26%	5.80%	5.99%	-0.23%	32.67%	2.12%
2421	3124	天治鑫利纯债	9月1日	1.1385	1.2199	0.12%	0.13%	0.07%	0.34%	1.30%	2.26%	8.59%	10.55%	1.11%	22.13%	2.22%
2422	4127	鹏华丰康债券	9月1日	1.1043	1.406	0.05%	0.05%	-0.27%	-0.01%	1.07%	2.26%	5.47%	8.18%	1.02%	45.67%	2.23%
2423	563	南方通利债券	9月1日	1.0745	1.5524	0.07%	0.04%	-0.37%	-0.05%	1.23%	2.26%	5.68%	6.22%	0.48%	67.19%	2.14%
2424	4556	南方和元C	9月1日	1.0741	1.3059	-0.01%	0.06%	0.07%	0.30%	1.28%	2.26%	5.99%	8.28%	0.61%	34.70%	2.19%
2425	3847	华安鼎丰债券	9月1日	1.192	1.4042	0.02%	-0.03%	-0.32%	0.25%	1.65%	2.26%	6.86%	9.42%	1.07%	44.38%	2.19%
2426	129	大成景安短融	9月1日	1.362	1.572	0.01%	0.04%	0.04%	0.39%	1.26%	2.26%	5.57%	8.10%	1.21%	60.80%	2.24%
2427	6170	工银瑞福纯债	9月1日	1.1511	1.1812	0.01%	0.07%	-0.11%	0.13%	0.99%	2.26%	4.12%	5.25%	0.55%	18.29%	2.16%
2428	8783	南方乐元中短	9月1日	1.0616	1.1466	0.05%	0.02%	-0.09%	0.08%	0.80%	2.26%	5.80%	8.34%	0.19%	15.19%	2.13%
2429	11597	汇添富多策略	9月1日	1.1552	1.1552	0.04%	0.04%	-0.32%	-0.10%	0.61%	2.26%	6.57%	8.50%	0.36%	13.80%	2.17%
2430	12031	光大纯债债券	9月1日	1.0308	1.1255	0.06%	-0.01%	-0.56%	-0.23%	0.84%	2.26%	6.11%	8.13%	0.36%	12.72%	2.18%
2431	12823	富国安利90	9月1日	1.1216	1.1216	0.02%	0.04%	0.12%	0.46%	1.38%	2.26%	5.63%	8.56%	1.26%	12.16%	2.23%
2432	13976	财通资管鸿佳	9月1日	1.1356	1.1356	0.03%	0.04%	0.03%	0.41%	1.25%	2.26%	5.40%	8.72%	1.14%	13.56%	2.21%
2433	15248	国泰君安60	9月1日	1.129	1.129	0.02%	0.04%	0.04%	0.41%	1.29%	2.26%	5.68%	8.86%	1.21%	11.22%	2.22%
2434	16672	汇安嘉裕纯债	9月1日	1.0093	1.0799	0.01%	0.02%	0.06%	0.57%	1.44%	2.26%	7.35%	---	1.07%	6.29%	2.18%
2435	17328	永赢季季享9	9月1日	1.0791	1.0791	0.02%	0.03%	0.08%	0.40%	1.16%	2.26%	5.19%	---	1.15%	7.91%	2.22%
2436	17054	工银稳健丰润	9月1日	1.0899	1.0899	0.02%	0.06%	0.07%	0.37%	1.23%	2.26%	5.01%	---	1.03%	8.99%	2.23%
2437	19396	博时双月乐6	9月1日	1.0693	1.0693	0.01%	0.04%	0.08%	0.29%	0.98%	2.26%	---	---	1.02%	6.93%	2.23%
2438	20300	南方乐元中短	9月1日	1.0616	1.1466	0.05%	0.02%	-0.09%	0.08%	0.82%	2.26%	---	---	0.19%	3.02%	2.13%
2439	20572	万家稳航90	9月1日	1.0353	1.0353	0.01%	0.04%	0.11%	0.31%	1.57%	2.26%	---	---	1.45%	3.53%	2.22%
2440	21332	安信60天滚	9月1日	1.0292	1.0292	0.00%	0.03%	0.04%	0.39%	1.19%	2.26%	---	---	1.11%	2.92%	2.21%
2441	20534	国投瑞银恒扬	9月1日	1.0291	1.0291	0.01%	0.04%	0.12%	0.48%	1.51%	2.26%	---	---	1.40%	2.91%	2.23%
2442	21444	永赢安怡30	9月1日	1.0402	1.0402	0.01%	0.05%	0.11%	0.40%	1.29%	2.26%	---	---	1.21%	4.02%	2.22%
2443	1960	兴银瑞益	9月1日	1.042	1.335	0.10%	0.10%	-0.10%	0.29%	1.26%	2.25%	6.31%	9.60%	0.97%	38.49%	2.16%
2444	3520	万家1-3年	9月1日	1.0083	1.2993	0.03%	0.02%	-0.03%	0.04%	0.63%	2.25%	6.23%	8.93%	0.08%	34.23%	2.15%
2445	3979	中信建投稳祥	9月1日	1.0415	1.3365	0.05%	-0.01%	-0.37%	-0.30%	0.59%	2.25%	7.15%	9.49%	0.08%	38.70%	2.13%
2446	7227	海富通中短债	9月1日	1.175	1.175	0.02%	0.04%	0.07%	0.46%	1.28%	2.25%	5.12%	11.25%	1.26%	17.50%	2.22%
2447	7907	富荣富开1-	9月1日	1.0408	1.1807	0.02%	0.03%	0.02%	0.19%	0.70%	2.25%	5.56%	7.44%	0.22%	15.23%	2.17%
2448	9267	广发双债添利	9月1日	1.2147	1.4294	0.02%	0.05%	-0.27%	0.19%	1.15%	2.25%	7.91%	12.58%	0.53%	18.50%	2.14%
2449	12942	广发添财90	9月1日	1.1231	1.1231	0.01%	0.04%	0.08%	0.38%	1.14%	2.25%	5.34%	7.87%	1.10%	12.31%	2.21%
2450	12384	宏利中短债债	9月1日	1.079	1.101	0.04%	0.01%	-0.06%	0.39%	1.45%	2.25%	5.19%	8.88%	1.27%	10.10%	2.21%
2451	15917	兴业30天滚	9月1日	1.0928	1.0928	0.01%	0.04%	0.10%	0.40%	1.17%	2.25%	4.95%	8.28%	1.30%	9.28%	2.22%
2452	3439	招商招怡纯债	9月1日	1.1249	1.2243	0.02%	0.04%	-0.21%	0.12%	1.03%	2.25%	6.39%	7.34%	0.63%	24.03%	2.20%
2453	20850	东方享悦90	9月1日	1.0364	1.0364	0.02%	0.04%	0.10%	0.45%	1.56%	2.25%	---	---	1.48%	3.64%	2.19%
2454	21026	德邦短债D	9月1日	1.1681	1.1681	0.02%	0.04%	0.07%	0.33%	1.26%	2.25%	---	---	1.27%	3.79%	2.20%
2455	2795	平安惠盈纯债	9月1日	1.235	1.36	0.00%	-0.08%	-0.08%	0.49%	1.15%	2.24%	6.21%	9.79%	0.98%	38.50%	2.15%
2456	3288	中信保诚稳益	9月1日	1.0745	1.2752	0.03%	0.05%	-0.04%	0.30%	1.09%	2.24%	5.34%	7.56%	0.75%	29.95%	2.16%
2457	3665	新沃通利纯债	9月1日	1.1025	1.1825	0.05%	-0.02%	-0.42%	-0.41%	0.77%	2.24%	3.44%	4.58%	0.17%	18.83%	2.10%
2458	217022	招商产业债券	9月1日	1.8371	2.0771	0.02%	0.04%	0.01%	0.29%	1.00%	2.24%	6.31%	9.48%	0.89%	130.12%	2.19%
2459	6015	华安信用四季	9月1日	1.0337	1.28	0.01%	0.03%	-0.26%	0.00%	1.18%	2.24%	5.70%	7.85%	0.66%	24.57%	2.13%
2460	2635	融通增鑫债券	9月1日	1.1022	1.2912	0.03%	0.05%	-0.05%	0.30%	1.16%	2.24%	6.34%	10.35%	0.87%	32.58%	2.14%
2461	7014	嘉合磐泰短债	9月1日	1.146	1.216	0.01%	0.03%	0.13%	0.54%	1.24%	2.24%	5.35%	8.29%	1.45%	22.59%	2.21%
2462	7454	民生加银嘉盈	9月1日	1.0425	1.6971	0.03%	0.05%	-0.07%	0.23%	1.17%	2.24%	5.72%	15.30%	0.81%	85.14%	2.16%
2463	9459	创金合信季安	9月1日	1.1735	1.1735	0.01%	0.01%	-0.05%	0.27%	1.21%	2.24%	5.09%	7.57%	1.06%	17.35%	2.20%
2464	13068	博时双月享6	9月1日	1.1365	1.1365	0.01%	0.03%	0.07%	0.40%	1.04%	2.24%	6.04%	9.19%	1.11%	13.65%	2.21%
2465	14297	摩根月月盈3	9月1日	1.1049	1.1049	0.02%	0.05%	0.11%	0.50%	1.41%	2.24%	5.56%	8.00%	1.33%	10.49%	2.21%
2466	13823	南方月月享3	9月1日	1.0772	1.0772	0.02%	0.03%	-0.21%	-0.08%	0.84%	2.24%	3.74%	5.35%	0.64%	7.72%	2.19%
2467	16497	建信鑫享短债	9月1日	1.1	1.1	0.02%	0.04%	0.06%	0.36%	1.21%	2.24%	5.13%	8.51%	1.15%	8.59%	2.19%
2468	17173	创金合信季安	9月1日	1.0883	1.0883	0.02%	0.03%	0.04%	0.40%	1.25%	2.24%	5.71%	---	1.13%	8.83%	2.19%
2469	17456	建信宁安30	9月1日	1.0746	1.0746	0.02%	0.07%	0.05%	0.36%	1.10%	2.24%	5.01%	---	0.97%	7.46%	2.16%
2470	19734	华富恒享纯债	9月1日	1.0361	1.0361	0.03%	-0.03%	-0.35%	-0.21%	0.71%	2.24%	---	---	0.77%	3.61%	2.21%
2471	20931	富国景利纯债	9月1日	1.1119	1.1119	0.04%	0.05%	-0.19%	0.14%	1.06%	2.24%	---	---	0.64%	4.13%	2.17%
2472	21321	华富恒惠纯债	9月1日	1.02	1.03	0.05%	0.00%	-0.37%	-0.24%	0.67%	2.24%	---	---	-0.07%	3.00%	2.10%
2473	519943	长信利率A	9月1日	1.0404	1.3332	0.03%	0.02%	-0.31%	-0.30%	0.76%	2.23%	4.81%	6.45%	0.08%	35.30%	2.07%
2474	2807	融通通安债券	9月1日	1.0277	1.3421	0.04%	0.02%	-0.17%	0.12%	0.91%	2.23%	5.79%	8.37%	0.81%	39.93%	2.23%
2475	40041	华安纯债债券	9月1日	1.072	1.492	0.02%	0.00%	-0.20%	0.06%	0.69%	2.23%	5.89%	8.31%	0.69%	58.74%	2.15%
2476	7529	嘉实汇鑫中短	9月1日	1.1036	1.1657	0.02%	0.05%	0.03%	0.34%	1.23%	2.23%	5.74%	9.07%	0.99%	16.93%	2.18%
2477	5099	易方达富华纯	9月1日	1.0181	1.1554	0.02%	0.03%	-0.07%	0.24%	1.08%	2.23%	6.38%	9.82%	1.00%	16.55%	2.17%
2478	19464	银华月月享3	9月1日	1.0524	1.0524	0.02%	0.05%	0.09%	0.43%	1.12%	2.23%	---	---	0.94%	5.24%	2.19%
2479	20974	鑫元鸿利C	9月1日	1.136	1.136	0.02%	0.05%	-0.14%	0.24%	1.09%	2.23%	---	---	0.91%	4.43%	2.16%
2480	20400	国泰利恒30	9月1日	1.0314	1.0314	0.02%	0.04%	0.16%	0.51%	1.31%	2.23%	---	---	1.39%	3.14%	2.21%
2481	19837	大摩恒利债券	9月1日	1.0028	1.0328	0.03%	0.02%	-0.16%	-0.05%	0.47%	2.23%	---	---	-0.06%	3.28%	2.12%
2482	20710	同泰恒利纯债	9月1日	1.1434	2.2693	0.01%	-0.03%	-0.18%	-0.03%	0.49%	2.23%	---	---	0.05%	4.09%	2.05%
2483	18519	大成景信债券	9月1日	1.0405	1.0605	0.03%	0.00%	-0.26%	-0.01%	1.09%	2.23%	6.07%	---	0.57%	6.09%	2.15%
2484	485019	工银信用纯债	9月1日	1.4231	1.4591	0.02%	0.04%	-0.09%	0.35%	1.51%	2.22%	6.98%	10.86%	1.14%	46.87%	2.16%
2485	6206	融通增悦债券	9月1日	1.0457	1.2476	0.10%	0.06%	-0.32%	-0.73%	0.07%	2.22%	6.81%	9.18%	-0.38%	26.84%	2.09%
2486	6488	富荣富开1-	9月1日	1.0239	1.2051	0.03%	0.04%	0.02%	0.21%	0.71%	2.22%	4.99%	7.24%	0.22%	22.02%	2.14%
2487	6933	平安0-3年	9月1日	1.0972	1.1777	0.06%	0.08%	0.56%	0.83%	1.12%	2.22%	5.35%	7.45%	0.33%	18.47%	2.13%
2488	12336	工银稳健回报	9月1日	1.1137	1.1137	0.00%	0.04%	0.13%	0.45%	1.37%	2.22%	5.29%	7.79%	1.19%	11.37%	2.16%
2489	90021	大成月添利一	9月1日	1.1003	1.1003	0.01%	0.05%	0.15%	0.47%	1.18%	2.22%	4.90%	6.54%	1.06%	10.03%	2.20%
2490	13814	汇添富稳鑫1	9月1日	1.1282	1.1282	0.02%	0.04%	0.12%	0.47%	1.24%	2.22%	5.59%	8.52%	1.27%	12.82%	2.19%
2491	15499	东海祥苏短债	9月1日	1.1062	1.1062	0.02%	0.04%	0.09%	0.37%	1.02%	2.22%	5.32%	8.63%	1.16%	10.62%	2.20%
2492	18795	汇添富稳益6	9月1日	1.0576	1.0576	0.01%	0.03%	0.04%	0.27%	0.77%	2.22%	---	---	0.73%	5.76%	2.16%
2493	485022	工银尊益中短	9月1日	1.1852	1.1852	0.02%	0.04%	0.03%	0.35%	1.19%	2.22%	4.97%	8.12%	1.13%	18.52%	2.19%
