序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
3869	10186	嘉实核心成长	9月1日	0.6946	0.6946	0.93%	0.90%	8.63%	16.06%	13.13%	35.16%	4.42%	-7.65%	18.11%	-30.54%	37.63%	0.15%
3870	90007	大成策略回报	9月1日	1.2817	3.7016	1.17%	0.37%	4.90%	11.88%	14.59%	35.15%	28.17%	47.07%	15.00%	875.52%	35.88%	0.15%
3871	13359	上银高质量优	9月1日	0.7429	0.7429	0.03%	0.16%	8.37%	15.34%	14.10%	35.15%	18.41%	-11.92%	12.87%	-25.71%	37.07%	0.00%
3872	2562	泓德泓益量化	9月1日	1.4512	1.9812	0.56%	1.16%	9.38%	16.48%	18.69%	35.11%	18.77%	-0.03%	19.34%	104.78%	36.69%	0.15%
3873	7895	嘉实价值成长	9月1日	1.1588	1.1588	1.51%	3.03%	15.05%	26.70%	18.63%	35.09%	13.00%	-11.12%	28.81%	15.88%	37.12%	0.15%
3874	880007	招商资管智远	9月1日	0.4704	1.7237	2.44%	6.55%	16.75%	27.45%	25.34%	35.09%	6.79%	-30.20%	25.54%	-52.96%	38.97%	0.12%
3875	10077	湘财长弘灵活	9月1日	0.8065	0.8065	-0.26%	-1.78%	15.73%	27.31%	16.01%	35.09%	-3.55%	-4.30%	19.64%	-19.35%	38.57%	0.00%
3876	14333	工银优势领航	9月1日	0.9805	0.9805	1.73%	1.97%	17.96%	30.52%	27.79%	35.09%	14.76%	-2.21%	29.22%	-1.95%	35.99%	0.15%
3877	15729	朱雀碳中和三	9月1日	0.9358	0.9358	1.46%	1.98%	10.41%	17.43%	10.68%	35.09%	7.67%	---	17.19%	-6.42%	37.19%	0.15%
3878	9880	安信成长动力	9月1日	1.288	1.288	0.19%	-1.26%	2.21%	10.26%	14.00%	35.08%	16.76%	2.91%	18.88%	28.80%	38.69%	0.15%
3879	12437	德邦价值优选	9月1日	0.8348	0.8348	0.55%	-0.33%	8.26%	16.15%	9.54%	35.08%	-7.83%	-10.78%	12.25%	-16.52%	38.74%	0.15%
3880	8901	富国内需增长	9月1日	1.51	1.51	1.06%	1.72%	12.43%	10.51%	17.95%	35.07%	11.05%	1.46%	20.38%	51.00%	38.10%	0.15%
3881	14971	华安红利精选	9月1日	1.1844	1.1844	1.64%	2.24%	13.79%	25.68%	27.29%	35.07%	24.56%	4.39%	19.21%	4.44%	37.85%	0.00%
3882	10618	兴业消费精选	9月1日	0.822	0.822	0.05%	0.09%	9.28%	7.44%	12.77%	35.06%	11.70%	2.42%	11.87%	-17.80%	36.00%	0.00%
3883	12193	泓德睿诚混合	9月1日	0.7782	0.7782	0.63%	-1.07%	4.77%	10.65%	9.71%	35.06%	7.83%	-4.57%	12.55%	-22.18%	37.25%	0.15%
3884	5937	工银精选金融	9月1日	1.5179	1.5179	-0.75%	-3.74%	2.54%	11.05%	15.90%	35.06%	22.30%	14.39%	13.99%	51.79%	35.31%	0.15%
3885	9054	圆信永丰沣泰	9月1日	1.5379	1.5379	1.02%	1.10%	7.76%	18.84%	14.00%	35.05%	30.40%	27.00%	18.96%	53.79%	36.92%	0.12%
3886	1306	中欧永裕混合	9月1日	1.3334	1.3334	-0.10%	-2.15%	4.85%	9.26%	7.70%	35.04%	0.30%	-13.05%	15.21%	33.34%	37.85%	0.15%
3887	1903	光大欣鑫混合	9月1日	2.081	2.588	-0.48%	-2.44%	3.07%	10.52%	14.03%	35.04%	23.14%	31.05%	14.22%	189.70%	36.28%	0.08%
3888	1682	新华鑫回报混	9月1日	1.5025	1.6125	1.29%	0.60%	11.52%	20.69%	15.34%	35.03%	16.09%	8.36%	20.75%	66.57%	37.21%	0.15%
3889	8869	大成恒享混合	9月1日	1.3211	1.3211	0.87%	0.19%	6.96%	12.06%	14.71%	35.03%	30.67%	22.52%	15.81%	32.11%	36.00%	0.10%
3890	180018	银华和谐主题	9月1日	3.498	3.578	1.04%	3.28%	15.07%	20.87%	18.38%	35.01%	13.31%	-8.24%	13.83%	276.25%	38.37%	0.15%
3891	70027	嘉实周期优选	9月1日	3.128	3.887	1.00%	0.45%	10.22%	20.31%	19.21%	35.00%	20.22%	9.10%	22.52%	312.04%	35.00%	0.15%
3892	9137	嘉实瑞和两年	9月1日	1.0144	1.0144	1.02%	1.93%	9.49%	14.08%	11.82%	35.00%	2.59%	-6.77%	16.38%	1.44%	37.66%	0.15%
3893	3886	汇安丰利混合	9月1日	1.6893	1.9604	2.38%	4.52%	15.00%	31.09%	24.22%	34.99%	14.04%	-6.45%	25.87%	106.38%	37.46%	0.15%
3894	13534	鹏华沃鑫混合	9月1日	0.7634	0.7634	1.52%	2.88%	16.82%	25.97%	23.13%	34.97%	7.95%	-19.01%	25.87%	-23.66%	36.86%	0.15%
3895	2620	中邮未来新蓝	9月1日	3.042	3.042	0.93%	3.19%	14.71%	30.33%	23.41%	34.96%	12.38%	4.18%	26.91%	204.20%	36.41%	0.15%
3896	10796	民生价值发现	9月1日	0.8399	0.8399	0.06%	-0.80%	13.19%	13.64%	17.96%	34.95%	29.20%	13.56%	23.73%	-16.01%	35.62%	0.00%
3897	18888	银河主题混合	9月1日	4.9179	4.9179	0.88%	3.73%	23.77%	34.10%	24.04%	34.94%	0.26%	---	21.86%	-4.91%	37.44%	0.00%
3898	10063	南方行业精选	9月1日	0.7837	0.7837	1.71%	2.96%	14.74%	22.00%	20.72%	34.93%	24.63%	3.16%	20.13%	-21.63%	36.70%	0.00%
3899	121008	国投瑞银成长	9月1日	0.6041	3.9486	0.60%	3.00%	18.27%	26.20%	22.34%	34.90%	10.60%	-8.84%	23.34%	157.25%	36.43%	0.15%
3900	121005	国投瑞银创新	9月1日	0.538	3.537	0.62%	3.07%	18.24%	25.97%	22.27%	34.90%	11.99%	-8.74%	23.42%	444.22%	36.41%	0.15%
3901	19470	华夏信兴回报	9月1日	1.2361	1.2361	1.24%	0.52%	7.17%	13.31%	16.71%	34.90%	---	---	21.10%	23.61%	37.44%	0.15%
3902	10484	中银量化精选	9月1日	1.2024	1.2024	0.70%	2.38%	17.00%	22.96%	22.44%	34.89%	6.11%	0.88%	20.90%	-1.83%	36.62%	0.00%
3903	852289	海通策略优选	9月1日	1.2559	1.2559	0.77%	0.62%	9.23%	18.65%	16.71%	34.88%	21.13%	---	17.59%	24.53%	37.11%	0.00%
3904	16561	永赢启源混合	9月1日	1.1122	1.1122	0.18%	-0.62%	9.71%	27.17%	17.14%	34.88%	11.28%	---	17.51%	11.23%	36.60%	0.00%
3905	926	中信建投睿信	9月1日	0.7422	0.7422	0.03%	-1.11%	5.64%	13.96%	16.08%	34.87%	11.31%	0.51%	14.10%	-25.78%	37.11%	0.12%
3906	18754	兴业均衡优选	9月1日	1.2715	1.2715	1.23%	1.87%	12.77%	18.82%	15.43%	34.86%	27.02%	---	21.71%	27.15%	36.34%	0.15%
3907	3887	汇安丰利混合	9月1日	1.6494	1.9185	2.38%	4.51%	14.99%	31.05%	24.16%	34.85%	13.81%	-6.72%	25.78%	101.77%	37.32%	0.00%
3908	80015	长盛中小盘精	9月1日	0.945	0.945	1.39%	1.18%	7.88%	13.58%	14.96%	34.81%	24.18%	20.54%	18.12%	-5.50%	37.55%	0.12%
3909	9591	博时研究精选	9月1日	1.125	1.2112	1.76%	4.08%	17.30%	26.52%	24.38%	34.81%	30.62%	25.07%	27.32%	22.00%	36.17%	0.15%
3910	10009	国联成长优选	9月1日	1.1444	1.1444	1.43%	1.38%	21.63%	43.82%	19.97%	34.81%	-3.30%	-12.99%	15.50%	14.44%	38.35%	0.00%
3911	14158	博时浦惠一年	9月1日	1.13	1.13	1.14%	-0.03%	12.13%	23.05%	26.14%	34.81%	24.83%	10.82%	24.55%	13.00%	36.01%	0.12%
3912	1904	光大欣鑫混合	9月1日	1.627	1.853	-0.55%	-2.46%	3.04%	10.45%	13.94%	34.80%	22.79%	30.37%	14.10%	96.78%	36.04%	0.00%
3913	9663	华泰紫金创新	9月1日	1.164	1.164	2.89%	3.06%	13.17%	30.67%	27.62%	34.80%	22.69%	8.38%	26.17%	16.40%	36.59%	0.08%
3914	2258	大成国企改革	9月1日	4.075	4.075	2.10%	3.19%	12.88%	25.77%	25.08%	34.80%	28.75%	21.03%	28.59%	307.50%	36.88%	0.15%
3915	9129	明亚价值长青	9月1日	1.1713	1.1713	0.51%	1.04%	9.74%	18.04%	13.63%	34.79%	11.35%	11.22%	15.97%	17.13%	34.86%	0.00%
3916	15481	中欧睿见混合	9月1日	0.9162	0.9162	0.08%	-3.10%	3.19%	7.17%	10.33%	34.79%	-8.97%	-0.32%	11.87%	-0.17%	37.44%	0.00%
3917	10389	易方达科益混	9月1日	1.0937	1.0937	3.28%	7.09%	19.70%	29.59%	25.92%	34.78%	12.78%	8.80%	31.14%	9.37%	36.35%	0.15%
3918	11710	中欧睿泽混合	9月1日	0.7526	0.7526	-0.27%	-2.46%	2.67%	7.44%	9.76%	34.78%	-13.92%	-8.88%	7.67%	-24.74%	37.34%	0.15%
3919	290014	泰信现代服务	9月1日	1.45	1.51	0.49%	-0.68%	6.15%	21.75%	11.71%	34.76%	-17.99%	-51.65%	12.32%	52.07%	37.96%	0.15%
3920	4676	中信建投睿信	9月1日	0.7683	0.7683	0.03%	-1.11%	5.64%	13.94%	16.00%	34.74%	11.07%	0.20%	14.01%	-23.17%	36.95%	0.00%
3921	7494	朱雀产业臻选	9月1日	1.6061	1.6061	1.65%	0.78%	8.70%	14.18%	9.92%	34.73%	5.86%	-7.75%	18.62%	60.61%	37.13%	0.00%
3922	14598	永赢合享混合	9月1日	1.2876	1.2876	0.45%	-0.11%	4.31%	10.56%	5.74%	34.71%	18.63%	20.71%	13.14%	28.76%	36.38%	0.08%
3923	63	长盛电子信息	9月1日	1.778	1.778	1.02%	0.79%	18.77%	40.11%	23.30%	34.70%	25.12%	-0.84%	22.20%	77.80%	38.15%	0.15%
3924	3751	万家瑞隆混合	9月1日	1.9058	1.9058	0.50%	2.29%	21.40%	25.72%	23.67%	34.68%	-1.56%	-15.39%	22.95%	90.58%	36.18%	0.15%
3925	5449	华夏行业龙头	9月1日	1.2833	1.2833	0.49%	1.25%	9.08%	11.17%	12.75%	34.66%	9.20%	-3.95%	12.69%	28.33%	36.35%	0.15%
3926	136	民生加银策略	9月1日	4.1105	4.4715	0.82%	2.28%	11.04%	13.98%	12.34%	34.64%	8.06%	1.52%	14.66%	378.59%	36.29%	0.15%
3927	8133	华安优质生活	9月1日	0.9068	0.9068	0.19%	-1.63%	6.76%	13.34%	19.11%	34.64%	0.50%	-14.59%	18.52%	-9.32%	36.98%	0.15%
3928	10187	嘉实核心成长	9月1日	0.6813	0.6813	0.92%	0.89%	8.61%	15.95%	12.91%	34.64%	3.59%	-8.73%	17.81%	-31.87%	37.08%	0.00%
3929	21333	信澳国企智选	9月1日	1.3065	1.3065	0.94%	0.76%	6.77%	13.93%	17.25%	34.64%	---	---	16.38%	30.65%	35.60%	0.15%
3930	519697	交银优势行业	9月1日	4.732	5.921	0.70%	1.63%	12.29%	31.19%	26.36%	34.63%	11.84%	-6.89%	22.96%	593.95%	35.45%	0.15%
3931	1601	鑫元鑫新收益	9月1日	0.8018	1.0178	2.17%	7.65%	19.17%	28.31%	13.59%	34.62%	-6.46%	-25.40%	20.41%	-4.09%	37.55%	0.12%
3932	15984	金鹰碳中和混	9月1日	1.1673	1.1673	2.05%	5.25%	20.18%	32.75%	25.60%	34.62%	27.97%	---	28.90%	16.73%	35.53%	0.15%
3933	18619	中信保诚远见	9月1日	1.0873	1.0873	0.37%	0.83%	11.47%	16.63%	11.78%	34.62%	9.70%	---	18.52%	8.73%	37.23%	0.00%
3934	217010	招商大盘蓝筹	9月1日	2.739	3.452	0.29%	1.26%	13.94%	28.05%	19.50%	34.59%	14.12%	1.71%	20.66%	336.54%	36.61%	0.15%
3935	17181	大成至诚鑫选	9月1日	1.1852	1.1852	0.98%	-0.80%	3.66%	5.03%	16.11%	34.59%	26.92%	---	23.65%	18.52%	35.70%	0.15%
3936	545	中邮核心竞争	9月1日	1.849	1.849	3.07%	5.90%	19.99%	25.78%	22.86%	34.57%	24.76%	4.82%	24.01%	84.90%	35.46%	0.15%
3937	14793	华泰柏瑞匠心	9月1日	1.0314	1.0314	1.03%	0.24%	8.48%	18.36%	18.24%	34.56%	18.57%	8.10%	11.68%	3.14%	37.39%	0.00%
3938	15573	华宝收益增长	9月1日	7.9638	7.9638	0.31%	2.05%	10.06%	16.33%	11.90%	34.56%	2.00%	-6.91%	13.68%	-7.80%	36.55%	0.00%
3939	881007	招商资管智远	9月1日	0.4634	0.4634	2.43%	6.53%	16.70%	27.31%	25.07%	34.55%	5.94%	-31.04%	25.21%	-53.66%	38.41%	0.00%
3940	17982	东财成长优选	9月1日	0.7604	0.7604	-0.48%	-1.78%	9.00%	14.67%	3.02%	34.54%	-2.54%	---	11.36%	-23.96%	39.37%	0.00%
3941	501202	华泰紫金创新	9月1日	1.1521	1.1521	2.89%	3.06%	13.15%	30.59%	27.49%	34.53%	22.20%	7.72%	26.00%	15.21%	36.33%	0.00%
3942	18005	光大新增长混	9月1日	1.4138	1.4138	0.97%	2.78%	17.14%	23.92%	14.43%	34.53%	7.53%	---	18.85%	0.23%	36.56%	0.00%
3943	5938	工银精选金融	9月1日	1.4606	1.4606	-0.75%	-3.74%	2.51%	10.93%	15.66%	34.52%	21.31%	13.01%	13.68%	46.06%	34.77%	0.00%
3944	15010	嘉合锦鑫混合	9月1日	0.8998	0.8998	1.19%	4.30%	14.64%	21.63%	10.32%	34.52%	12.31%	-8.93%	22.77%	-10.02%	37.16%	--
3945	690001	民生加银品牌	9月1日	2.1707	3.1885	2.22%	4.70%	18.20%	29.31%	20.84%	34.50%	9.30%	-4.94%	21.25%	249.34%	36.58%	0.15%
3946	11903	南方领航优选	9月1日	0.8191	0.8191	-0.32%	-0.11%	7.27%	21.76%	18.37%	34.50%	12.36%	-8.51%	17.32%	-18.09%	37.90%	0.15%
3947	6058	民生加银新兴	9月1日	1.3575	1.3575	0.44%	0.78%	14.02%	24.07%	11.50%	34.49%	-10.70%	-26.34%	21.78%	35.75%	37.48%	0.15%
3948	2376	国寿安保核心	9月1日	0.862	1.263	1.29%	2.50%	14.17%	28.08%	13.87%	34.48%	7.35%	-14.91%	19.39%	20.31%	35.53%	0.15%
3949	1266	国投瑞银招财	9月1日	2.2978	2.3298	1.70%	0.75%	13.58%	21.25%	20.93%	34.48%	18.11%	11.13%	20.08%	137.05%	35.58%	0.15%
3950	2837	华夏网购精选	9月1日	1.646	1.646	0.24%	0.43%	8.36%	14.54%	17.66%	34.48%	27.80%	32.00%	16.08%	64.60%	35.70%	0.15%
3951	10550	华商双擎领航	9月1日	0.5039	0.5039	2.63%	3.66%	14.86%	30.51%	21.80%	34.48%	-9.29%	-30.96%	26.67%	-49.61%	36.12%	0.15%
3952	8870	大成恒享混合	9月1日	1.2924	1.2924	0.87%	0.19%	6.93%	11.94%	14.47%	34.48%	29.64%	21.07%	15.52%	29.24%	35.46%	0.00%
3953	1181	南方改革机遇	9月1日	2.021	2.021	1.30%	2.69%	12.34%	20.73%	19.87%	34.46%	22.56%	16.89%	21.31%	102.10%	35.46%	0.15%
3954	14150	新华鑫益灵活	9月1日	0.7377	0.7377	-0.22%	-2.14%	1.05%	4.31%	11.54%	34.42%	6.56%	-1.02%	6.28%	-26.23%	37.58%	0.15%
3955	12786	鹏华品质精选	9月1日	0.7249	0.7249	1.47%	3.09%	17.24%	26.25%	23.09%	34.41%	6.45%	-18.97%	25.68%	-27.51%	36.34%	0.00%
3956	14482	华夏融盛可持	9月1日	1.0182	1.0182	2.23%	2.72%	17.93%	24.06%	16.10%	34.40%	28.71%	7.07%	21.95%	1.82%	37.08%	0.15%
3957	470021	汇添富优选回	9月1日	1.7	1.7	1.92%	6.52%	23.82%	33.54%	17.16%	34.39%	14.32%	-27.35%	16.44%	70.00%	36.66%	0.15%
3958	11912	华夏消费优选	9月1日	0.6281	0.6281	0.79%	0.10%	10.25%	12.22%	13.58%	34.38%	5.60%	-4.67%	13.29%	-37.19%	36.13%	0.00%
3959	13939	汇泉策略优选	9月1日	0.5843	0.5843	0.86%	2.58%	14.55%	23.19%	20.52%	34.38%	-9.11%	-20.71%	22.29%	-41.21%	35.16%	0.00%
3960	11099	富国价值创造	9月1日	0.8147	0.8147	1.03%	1.67%	12.00%	9.93%	17.34%	34.37%	10.18%	-0.71%	19.27%	-18.53%	37.32%	0.15%
3961	14686	招商核心装备	9月1日	0.7073	0.7073	0.00%	1.01%	16.62%	17.71%	5.95%	34.37%	-3.40%	-24.09%	24.52%	-29.27%	37.66%	0.15%
3962	6179	富国品质生活	9月1日	1.8932	1.8932	1.15%	1.80%	12.22%	10.11%	17.90%	34.34%	10.87%	0.28%	20.57%	89.32%	37.16%	0.15%
3963	18225	大成策略回报	9月1日	1.2705	1.4382	1.16%	0.36%	4.85%	11.71%	14.24%	34.34%	26.66%	---	14.55%	29.80%	35.07%	0.00%
3964	10807	融通稳信增益	9月1日	1.2953	1.2953	3.04%	7.86%	19.08%	34.58%	30.64%	34.33%	30.79%	28.62%	29.80%	29.53%	34.44%	0.10%
3965	19430	国联安价值甄	9月1日	1.2364	1.2364	0.94%	-0.60%	7.87%	15.21%	15.22%	34.32%	---	---	14.11%	23.64%	36.09%	0.15%
3966	13045	富国内需增长	9月1日	1.4738	1.4738	1.06%	1.72%	12.38%	10.34%	17.60%	34.31%	9.76%	-0.32%	19.90%	-18.34%	37.31%	0.00%
3967	3513	中邮消费升级	9月1日	1.363	1.363	1.26%	4.13%	14.25%	14.35%	17.60%	34.29%	8.78%	5.91%	21.48%	36.30%	35.62%	0.15%
3968	481008	工银大盘蓝筹	9月1日	1.256	2.78	1.54%	1.62%	11.45%	17.82%	16.30%	34.29%	17.83%	17.10%	18.46%	283.56%	36.36%	0.15%
3969	7939	华夏网购精选	9月1日	1.614	1.614	0.25%	0.44%	8.39%	14.55%	17.64%	34.28%	27.59%	31.65%	16.03%	74.11%	35.63%	0.00%
3970	14159	博时浦惠一年	9月1日	1.1141	1.1141	1.13%	-0.04%	12.08%	22.93%	25.89%	34.28%	23.84%	9.49%	24.20%	11.41%	35.47%	0.00%
3971	5535	泰信竞争优选	9月1日	1.8202	3.312	0.04%	0.19%	5.17%	11.47%	15.77%	34.28%	11.69%	-1.78%	14.61%	215.96%	36.92%	0.15%
3972	240005	华宝多策略增	9月1日	0.4706	4.8451	1.66%	3.68%	17.12%	22.90%	15.80%	34.27%	3.66%	-5.63%	14.22%	582.86%	36.48%	0.15%
3973	1276	建信新经济灵	9月1日	1.285	1.285	0.16%	-0.39%	6.20%	13.62%	6.20%	34.27%	13.52%	-9.25%	1.10%	28.50%	37.58%	0.15%
3974	11571	鹏华鑫远价值	9月1日	1.1799	1.1799	-0.98%	-2.54%	2.78%	9.75%	18.54%	34.26%	36.01%	38.37%	14.28%	17.99%	34.02%	0.00%
3975	3241	创金合信量化	9月1日	1.438	1.438	0.40%	0.59%	8.40%	14.36%	14.81%	34.25%	4.43%	-1.98%	14.22%	43.80%	35.97%	0.15%
3976	14599	永赢合享混合	9月1日	1.2696	1.2696	0.45%	-0.11%	4.28%	10.44%	5.58%	34.25%	17.75%	19.36%	12.90%	26.96%	35.92%	0.00%
3977	16378	太平消费升级	9月1日	0.9814	0.9814	0.49%	-1.03%	7.27%	9.25%	17.13%	34.24%	3.29%	---	17.66%	-1.86%	36.23%	0.15%
3978	12526	广发盛锦混合	9月1日	0.6645	0.6645	2.75%	2.82%	15.28%	19.34%	18.09%	34.24%	9.04%	-23.32%	26.98%	-33.55%	36.06%	0.15%
3979	19374	广发睿杰精选	9月1日	1.2318	1.2318	1.62%	2.33%	18.57%	26.90%	19.56%	34.24%	---	---	22.24%	23.18%	36.96%	0.15%
3980	2776	招商安荣混合	9月1日	1.888	1.9412	1.82%	3.10%	16.39%	27.71%	32.42%	34.23%	29.11%	26.85%	23.99%	96.17%	38.76%	0.15%
3981	1300	大成睿景灵活	9月1日	2.616	2.616	2.11%	3.32%	12.86%	26.07%	24.57%	34.22%	24.93%	11.13%	27.86%	161.60%	36.46%	0.15%
3982	20419	鹏华科技驱动	9月1日	1.3421	1.3421	-0.78%	-4.92%	6.90%	10.13%	10.16%	34.22%	---	---	28.28%	34.21%	---	0.15%
3983	12993	汇添富品牌力	9月1日	1.4397	1.4397	1.99%	3.08%	14.60%	22.26%	29.24%	34.20%	53.11%	39.78%	29.09%	43.97%	34.13%	0.15%
3984	19197	大成国企改革	9月1日	4.038	4.038	2.10%	3.19%	12.89%	25.64%	24.82%	34.20%	---	---	28.23%	27.10%	36.28%	0.00%
3985	18755	兴业均衡优选	9月1日	1.2586	1.2586	1.23%	1.87%	12.73%	18.68%	15.14%	34.19%	25.76%	---	21.30%	25.86%	35.67%	0.00%
3986	14946	南方高质量优	9月1日	1.0874	1.0874	0.50%	0.18%	8.77%	13.01%	13.31%	34.15%	15.44%	8.75%	14.00%	8.74%	36.71%	0.15%
3987	9011	华夏睿阳一年	9月1日	1.1148	1.1148	-0.24%	-0.70%	12.39%	20.49%	28.08%	34.15%	17.66%	-0.41%	24.54%	11.48%	36.32%	0.15%
3988	19471	华夏信兴回报	9月1日	1.2248	1.2248	1.23%	0.50%	7.11%	13.12%	16.35%	34.15%	---	---	20.61%	22.48%	36.67%	0.00%
3989	5005	中金瑞安混合	9月1日	1.7424	1.7424	0.87%	2.45%	17.18%	24.64%	16.19%	34.14%	21.20%	10.14%	15.96%	74.24%	36.99%	0.15%
3990	19838	民生加银品牌	9月1日	2.1577	2.1577	2.22%	4.70%	18.18%	29.18%	20.65%	34.13%	---	---	21.01%	14.75%	36.21%	0.00%
3991	460001	华泰柏瑞盛世	9月1日	0.3287	3.6077	1.08%	0.43%	8.30%	18.07%	18.49%	34.11%	-12.21%	-42.39%	11.84%	555.63%	36.39%	0.15%
3992	20523	交银核心资产	9月1日	2.0538	2.0538	0.41%	-0.41%	9.80%	16.35%	14.49%	34.10%	---	---	18.14%	42.52%	35.40%	0.00%
3993	15985	金鹰碳中和混	9月1日	1.1561	1.1561	2.04%	5.23%	20.13%	32.60%	25.34%	34.09%	26.96%	---	28.53%	15.61%	35.00%	0.00%
3994	11783	泓德睿源三年	9月1日	0.7195	0.7195	1.42%	0.28%	8.00%	13.18%	9.30%	34.08%	7.10%	-6.18%	13.47%	-28.05%	36.63%	0.15%
3995	10902	博时成长领航	9月1日	0.8026	0.8026	0.82%	1.59%	12.77%	15.32%	14.02%	34.06%	21.24%	7.77%	15.65%	-19.74%	36.43%	0.15%
3996	17608	汇添富远景成	9月1日	1.3266	1.3266	1.80%	2.34%	13.84%	19.92%	18.51%	34.04%	32.55%	---	26.91%	32.66%	35.44%	0.15%
3997	967	华泰柏瑞创新	9月1日	3.202	3.202	0.63%	1.59%	9.21%	21.24%	17.50%	34.03%	24.30%	8.43%	17.38%	220.17%	36.20%	0.15%
3998	12438	德邦价值优选	9月1日	0.8082	0.8082	0.56%	-0.35%	8.19%	15.92%	9.10%	34.01%	-9.29%	-12.90%	11.65%	-19.18%	37.66%	0.00%
3999	17182	大成至诚鑫选	9月1日	1.1745	1.1745	0.98%	-0.80%	3.62%	4.91%	15.84%	34.01%	25.88%	---	23.29%	17.45%	35.14%	0.00%
4000	15384	万家瑞隆混合	9月1日	1.8734	1.8734	0.50%	2.29%	21.36%	25.56%	23.36%	34.00%	-2.54%	-16.66%	22.54%	-16.99%	35.51%	0.00%
4001	14334	工银优势领航	9月1日	0.9537	0.9537	1.72%	1.95%	17.87%	30.25%	27.26%	34.00%	12.92%	-4.54%	28.51%	-4.63%	34.89%	0.00%
4002	9709	民生加银策略	9月1日	4.0098	4.0098	0.81%	2.27%	10.99%	13.83%	12.04%	33.97%	6.99%	0.00%	14.27%	-4.98%	35.60%	0.00%
4003	1307	中欧永裕混合	9月1日	1.2293	1.2293	-0.11%	-2.16%	4.78%	9.04%	7.27%	33.97%	-1.28%	-15.11%	14.60%	22.93%	36.76%	0.00%
4004	12194	泓德睿诚混合	9月1日	0.7536	0.7536	0.64%	-1.08%	4.70%	10.42%	9.28%	33.97%	6.11%	-6.82%	11.96%	-24.64%	36.18%	0.00%
4005	755	富安达新兴成	9月1日	0.7696	0.7696	1.25%	5.32%	23.02%	36.26%	23.08%	33.96%	4.04%	-38.87%	21.97%	-23.04%	36.94%	0.15%
4006	12994	汇添富品牌力	9月1日	1.4229	1.4229	1.99%	3.07%	14.56%	22.14%	28.97%	33.96%	52.21%	38.43%	28.73%	42.29%	33.88%	0.00%
4007	5357	富国国企改革	9月1日	1.555	1.555	2.14%	2.44%	14.35%	22.34%	18.83%	33.94%	21.18%	-4.12%	24.22%	55.50%	35.74%	0.15%
4008	2418	汇添富优选回	9月1日	1.662	1.662	1.90%	6.47%	23.75%	33.39%	16.96%	33.92%	13.45%	-28.21%	16.14%	66.20%	36.12%	0.00%
4009	21543	国投瑞银招财	9月1日	2.2855	2.2855	1.69%	0.74%	13.54%	21.12%	20.68%	33.91%	---	---	19.73%	23.33%	35.00%	0.00%
4010	13535	鹏华沃鑫混合	9月1日	0.7411	0.7411	1.51%	2.87%	16.75%	25.72%	22.64%	33.89%	6.24%	-20.93%	25.21%	-25.89%	35.78%	0.00%
4011	10692	华夏核心价值	9月1日	0.7249	0.7249	0.08%	-1.37%	7.28%	16.66%	15.93%	33.87%	5.93%	5.93%	18.37%	-27.51%	36.23%	0.15%
4012	17606	华泰柏瑞轮动	9月1日	1.2675	1.2906	1.12%	2.04%	11.79%	16.48%	16.47%	33.87%	29.20%	---	20.48%	29.48%	37.34%	0.15%
4013	160421	华安智增精选	9月1日	2.1054	2.1054	-0.33%	-3.91%	3.25%	24.79%	14.10%	33.86%	11.41%	-10.87%	25.10%	110.54%	35.74%	0.15%
4014	16492	南方均衡成长	9月1日	1.1818	1.1818	1.15%	-0.39%	8.78%	15.53%	14.17%	33.85%	20.63%	---	14.26%	18.18%	35.73%	0.15%
4015	5646	中海沪港深多	9月1日	0.9753	0.9753	0.21%	-2.75%	0.94%	8.49%	20.07%	33.84%	28.23%	11.92%	20.02%	-2.47%	34.10%	0.12%
4016	20842	联博智选混合	9月1日	1.2581	1.2581	0.26%	1.01%	8.98%	17.76%	17.97%	33.84%	---	---	17.59%	25.81%	35.09%	--
4017	360006	光大新增长混	9月1日	1.4001	4.153	0.97%	2.79%	17.16%	23.95%	14.50%	33.83%	6.34%	-4.16%	18.99%	666.59%	35.83%	0.15%
4018	8269	大成睿享混合	9月1日	1.7752	1.9895	0.90%	-0.04%	5.11%	11.53%	12.63%	33.83%	27.44%	46.38%	14.91%	108.10%	34.70%	0.15%
4019	519756	交银国企改革	9月1日	1.9062	2.2062	-0.29%	-1.88%	2.23%	7.12%	13.03%	33.82%	6.50%	8.81%	11.85%	122.30%	36.55%	0.15%
4020	21334	信澳国企智选	9月1日	1.2966	1.2966	0.93%	0.74%	6.71%	13.75%	16.90%	33.82%	---	---	15.91%	29.66%	34.80%	0.00%
4021	1270	英大灵活配置	9月1日	1.3431	1.5931	-0.04%	-3.06%	10.64%	25.79%	11.81%	33.81%	1.27%	-18.41%	14.87%	69.08%	35.86%	0.10%
4022	8178	同泰慧盈混合	9月1日	1.1009	1.1009	0.56%	2.80%	15.74%	20.98%	26.66%	33.80%	0.14%	-19.98%	21.32%	10.09%	33.88%	0.15%
4023	310368	申万菱信竞争	9月1日	2.0429	3.0589	0.09%	1.54%	12.07%	19.24%	19.32%	33.79%	12.26%	-25.99%	18.76%	318.28%	34.75%	0.15%
