序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
3713	163418	兴全合兴混合	9月1日	0.7504	0.7504	2.79%	3.86%	16.49%	25.76%	14.16%	36.68%	19.34%	-7.53%	22.73%	-24.96%	38.81%	0.15%
3714	11068	华宝资源优选	9月1日	4.285	4.285	3.30%	5.96%	19.83%	32.95%	39.94%	36.68%	39.26%	26.63%	35.82%	79.06%	37.21%	0.00%
3715	16475	大成新兴活力	9月1日	1.1909	1.1909	1.06%	-0.68%	4.15%	5.37%	16.94%	36.68%	28.39%	---	24.22%	19.09%	38.01%	0.15%
3716	16554	南方鑫悦15	9月1日	1.2337	1.2337	1.24%	2.53%	12.95%	23.32%	23.07%	36.67%	24.74%	---	24.13%	23.37%	37.72%	0.00%
3717	19600	鹏华智投80	9月1日	1.2968	1.2968	0.31%	1.46%	8.83%	18.00%	19.32%	36.66%	---	---	18.23%	29.68%	38.25%	0.15%
3718	519690	交银稳健配置	9月1日	0.937	4.055	0.62%	-0.55%	5.90%	23.84%	19.96%	36.63%	3.80%	-9.97%	20.53%	575.70%	40.12%	0.15%
3719	10894	鹏华汇智优选	9月1日	0.7289	0.7289	1.15%	1.65%	13.18%	21.26%	19.47%	36.63%	10.21%	-7.54%	21.91%	-27.11%	39.13%	0.15%
3720	16287	大成消费机遇	9月1日	1.0834	1.0834	0.80%	0.05%	8.09%	9.96%	13.58%	36.62%	20.89%	---	17.76%	8.34%	37.05%	0.15%
3721	9273	融通中国风1	9月1日	2.28	2.28	1.20%	0.97%	14.92%	29.99%	23.98%	36.61%	-2.85%	-24.45%	30.43%	16.27%	38.69%	0.00%
3722	16590	富国汽车智选	9月1日	0.8382	0.8382	0.18%	0.18%	12.45%	8.32%	-1.50%	36.60%	-5.63%	---	11.17%	-16.18%	39.89%	0.15%
3723	202007	南方隆元产业	9月1日	0.9177	1.4287	1.25%	2.02%	10.77%	19.51%	17.16%	36.58%	17.96%	8.35%	19.63%	35.68%	38.81%	0.15%
3724	11164	富国兴远优选	9月1日	1.0968	1.0968	-0.28%	-0.24%	8.32%	15.99%	18.39%	36.57%	25.48%	36.71%	19.65%	9.68%	38.24%	0.15%
3725	13123	汇添富精选核	9月1日	0.919	0.919	2.57%	3.25%	14.92%	20.54%	19.97%	36.55%	11.39%	11.76%	25.94%	-8.10%	38.63%	0.15%
3726	15635	汇安价值先锋	9月1日	0.8125	0.8125	1.94%	1.97%	15.91%	27.19%	21.52%	36.53%	-2.88%	---	22.49%	-18.75%	39.20%	0.15%
3727	460002	华泰柏瑞积极	9月1日	1.3627	2.0163	1.12%	0.32%	8.62%	18.80%	19.21%	36.52%	23.84%	14.10%	12.44%	129.18%	39.41%	0.15%
3728	14913	博时研究回报	9月1日	1.4398	1.4398	1.16%	-0.26%	10.30%	26.64%	33.49%	36.51%	43.76%	24.14%	34.11%	43.98%	37.99%	0.15%
3729	257050	国联安主题驱	9月1日	2.8457	3.0797	-0.07%	-0.59%	7.56%	10.99%	8.54%	36.50%	25.15%	14.56%	9.31%	214.51%	39.04%	0.15%
3730	5904	华泰保兴成长	9月1日	1.9841	2.3741	0.63%	1.92%	14.23%	28.83%	22.93%	36.50%	28.19%	12.38%	26.01%	149.09%	37.78%	0.15%
3731	15521	建信兴晟优选	9月1日	0.9482	0.9482	2.35%	2.07%	14.43%	20.03%	5.58%	36.49%	8.33%	---	5.96%	-5.18%	40.14%	0.15%
3732	5128	华夏永康添福	9月1日	1.7802	1.7802	0.27%	2.16%	11.65%	21.21%	22.54%	36.47%	30.06%	24.87%	26.45%	78.02%	37.18%	0.08%
3733	4948	鑫元鑫趋势灵	9月1日	1.6439	1.6439	0.21%	-0.90%	8.08%	16.63%	11.44%	36.47%	22.83%	15.47%	16.49%	64.39%	37.95%	0.00%
3734	10977	华夏鸿阳6个	9月1日	0.7601	0.7601	0.97%	0.30%	12.98%	20.46%	17.99%	36.46%	24.06%	16.76%	20.52%	-23.99%	39.21%	0.15%
3735	14080	交银启汇混合	9月1日	0.9649	0.9649	2.45%	1.89%	8.70%	16.77%	23.18%	36.46%	11.48%	-4.25%	25.20%	-20.09%	38.02%	0.00%
3736	15356	西部利得新润	9月1日	1.976	1.976	0.82%	0.71%	8.21%	15.42%	16.99%	36.46%	45.08%	28.65%	23.96%	22.73%	37.70%	0.00%
3737	688888	浙商聚潮产业	9月1日	1.696	2.297	0.41%	0.36%	8.30%	14.44%	16.48%	36.44%	-0.35%	-9.84%	15.53%	155.12%	37.66%	0.15%
3738	160613	鹏华盛世创新	9月1日	1.3253	3.5412	0.36%	-0.60%	7.07%	9.30%	17.40%	36.43%	29.83%	47.02%	15.71%	545.76%	37.80%	0.15%
3739	21146	银华甄选价值	9月1日	1.3576	1.3576	1.72%	4.58%	20.14%	37.20%	38.00%	36.43%	---	---	38.71%	35.76%	---	0.00%
3740	630005	华商动态阿尔	9月1日	1.776	2.216	1.54%	4.72%	16.69%	27.04%	25.07%	36.41%	27.31%	5.78%	26.50%	147.19%	37.78%	0.15%
3741	15459	天弘精选混合	9月1日	1.128	1.128	0.05%	0.07%	6.88%	11.11%	16.73%	36.41%	16.23%	12.32%	17.95%	12.80%	38.29%	0.00%
3742	14574	鑫元清洁能源	9月1日	0.4988	0.4988	0.61%	3.57%	7.85%	11.34%	5.30%	36.40%	-25.47%	-59.07%	14.43%	-50.12%	41.26%	0.12%
3743	18694	大成智惠量化	9月1日	0.8929	0.8929	0.82%	3.26%	11.17%	21.09%	23.79%	36.40%	15.75%	---	28.23%	8.61%	36.51%	0.00%
3744	14292	嘉实产业领先	9月1日	0.9075	0.9075	3.48%	7.05%	21.15%	33.77%	25.00%	36.38%	14.34%	4.15%	26.68%	-9.25%	38.06%	0.15%
3745	10755	博道睿见一年	9月1日	0.7398	0.7398	2.91%	6.63%	17.95%	23.01%	17.34%	36.37%	-8.94%	-8.15%	25.16%	-26.02%	37.46%	0.15%
3746	10728	中泰兴诚价值	9月1日	1.4311	1.4311	0.11%	1.12%	7.50%	13.11%	16.07%	36.36%	10.94%	17.60%	16.53%	43.11%	40.70%	0.15%
3747	70017	嘉实量化阿尔	9月1日	1.362	2.282	0.96%	1.11%	12.10%	22.70%	21.28%	36.35%	17.45%	5.76%	22.40%	153.12%	39.01%	0.15%
3748	5399	长信量化价值	9月1日	1.8683	1.9933	0.02%	1.03%	8.75%	16.69%	16.07%	36.35%	27.90%	28.32%	18.50%	110.23%	38.27%	0.15%
3749	15973	工银恒嘉一年	9月1日	0.9848	0.9848	1.14%	0.93%	8.78%	18.84%	24.52%	36.34%	12.09%	---	26.09%	-1.52%	37.25%	0.15%
3750	9026	中银高质量发	9月1日	1.5973	1.5973	1.44%	2.03%	11.80%	24.36%	18.44%	36.33%	7.09%	8.70%	16.80%	59.73%	38.57%	0.15%
3751	17697	华夏新材料龙	9月1日	0.8425	0.8425	0.83%	2.39%	17.14%	29.10%	14.07%	36.33%	5.25%	---	17.59%	-15.75%	39.10%	0.15%
3752	161131	易方达科润混	9月1日	1.0352	1.0352	3.21%	1.15%	9.75%	20.09%	19.86%	36.32%	16.87%	12.22%	21.77%	3.52%	38.41%	0.15%
3753	7016	富国睿泽回报	9月1日	1.8544	2.2344	1.66%	1.87%	8.65%	18.33%	20.27%	36.30%	13.48%	11.83%	23.10%	121.12%	38.19%	0.15%
3754	290002	泰信先行策略	9月1日	0.6092	2.3976	1.72%	2.18%	11.37%	14.04%	14.53%	36.29%	4.03%	-21.75%	23.27%	173.27%	38.93%	0.15%
3755	18413	大成竞争优势	9月1日	2.0493	2.2223	0.92%	-0.19%	4.27%	10.58%	13.71%	36.28%	31.07%	---	17.04%	30.97%	37.27%	0.00%
3756	519120	浦银安盛新兴	9月1日	3.9667	4.4667	0.57%	2.94%	10.35%	15.77%	12.65%	36.27%	47.73%	26.97%	13.44%	367.16%	38.43%	0.15%
3757	12463	博时成长优势	9月1日	0.8865	0.8865	0.61%	0.80%	12.76%	15.69%	15.09%	36.26%	21.26%	10.08%	18.04%	-11.35%	38.80%	0.15%
3758	17801	汇添富战略精	9月1日	1.5439	1.5439	2.08%	3.95%	15.64%	26.72%	32.85%	36.24%	53.42%	---	31.33%	54.39%	36.50%	0.15%
3759	11453	华泰柏瑞医疗	9月1日	2.1862	2.1862	4.57%	1.00%	5.74%	15.40%	23.83%	36.23%	9.08%	-5.01%	31.28%	-27.77%	37.65%	0.00%
3760	17599	华夏景气驱动	9月1日	1.0178	1.0178	2.69%	4.41%	15.10%	24.03%	27.64%	36.23%	12.91%	---	29.29%	1.78%	38.66%	0.00%
3761	7303	京管泰富优势	9月1日	1.2241	1.2341	1.33%	0.81%	9.42%	18.35%	18.22%	36.23%	---	---	18.69%	23.60%	37.35%	0.15%
3762	9636	华泰柏瑞景气	9月1日	1.1578	1.1578	1.23%	2.93%	13.58%	22.13%	21.41%	36.18%	12.52%	2.67%	24.59%	15.78%	38.24%	0.15%
3763	10744	工银灵动价值	9月1日	0.828	0.828	1.37%	0.56%	11.77%	18.83%	17.85%	36.18%	-2.85%	-2.60%	15.21%	-17.21%	40.58%	0.15%
3764	19108	华宝国策导向	9月1日	1.084	1.084	1.69%	3.73%	17.19%	23.04%	16.31%	36.18%	5.76%	---	14.95%	9.94%	38.62%	0.00%
3765	19999	国泰优质领航	9月1日	1.2371	1.2371	2.00%	1.33%	8.99%	10.97%	15.63%	36.18%	---	---	23.27%	23.71%	39.05%	0.15%
3766	17218	鹏华汽车产业	9月1日	1.007	1.007	-0.35%	-0.02%	9.39%	7.52%	1.83%	36.17%	2.79%	---	12.85%	0.70%	38.04%	0.15%
3767	15753	上银鑫达灵活	9月1日	1.2985	1.8085	0.63%	0.85%	10.71%	17.05%	15.33%	36.15%	14.75%	17.86%	15.04%	17.83%	39.14%	0.00%
3768	16476	大成新兴活力	9月1日	1.1799	1.1799	1.06%	-0.69%	4.12%	5.26%	16.72%	36.15%	27.38%	---	23.91%	17.99%	37.49%	0.00%
3769	2682	金鹰元和灵活	9月1日	1.2401	2.0651	1.03%	-0.54%	5.50%	16.58%	10.51%	36.10%	10.98%	9.95%	21.52%	114.05%	40.46%	0.00%
3770	18105	中欧聚优港股	9月1日	1.1819	1.1819	-0.33%	-3.19%	7.29%	6.92%	7.00%	36.10%	24.04%	---	21.56%	18.19%	38.12%	0.15%
3771	16488	东财产业优选	9月1日	1.102	1.102	0.69%	2.81%	11.73%	21.38%	13.53%	36.08%	13.20%	---	21.84%	10.20%	39.07%	0.00%
3772	13021	建信兴润一年	9月1日	0.7518	0.7518	2.89%	4.77%	14.20%	25.97%	15.45%	36.07%	9.77%	-18.88%	21.91%	-24.82%	38.94%	0.15%
3773	13439	嘉实产业优势	9月1日	1.1251	1.1251	1.33%	1.96%	7.61%	12.52%	19.56%	36.06%	27.92%	20.24%	21.23%	12.51%	36.59%	0.15%
3774	163411	兴全精选混合	9月1日	2.9532	3.428	2.89%	5.16%	20.04%	26.67%	14.51%	36.04%	19.73%	-2.93%	22.51%	242.80%	38.24%	0.10%
3775	13550	汇添富品牌价	9月1日	0.9957	0.9957	2.53%	2.94%	14.71%	19.92%	19.79%	36.04%	10.50%	11.16%	25.53%	-0.43%	38.14%	0.15%
3776	21391	东兴成长优选	9月1日	1.325	1.325	0.83%	4.58%	16.65%	23.02%	8.83%	36.04%	---	---	14.88%	32.50%	40.14%	0.00%
3777	15636	汇安价值先锋	9月1日	0.8015	0.8015	1.95%	1.96%	15.86%	27.04%	21.22%	36.03%	-3.74%	---	22.09%	-19.85%	38.69%	0.00%
3778	13124	汇添富精选核	9月1日	0.9045	0.9045	2.56%	3.23%	14.87%	20.41%	19.72%	36.02%	10.52%	10.44%	25.61%	-9.55%	38.07%	0.00%
3779	10429	中欧睿见混合	9月1日	0.9415	0.9415	0.09%	-3.08%	3.26%	7.39%	10.78%	36.02%	-7.41%	2.17%	12.47%	-5.86%	38.68%	0.15%
3780	11113	富国军工主题	9月1日	1.6029	1.6029	-0.09%	0.50%	9.01%	21.53%	27.20%	35.99%	4.90%	-16.17%	20.37%	-19.16%	39.39%	0.00%
3781	10670	兴全合兴混合	9月1日	0.7406	0.7406	2.79%	3.84%	16.43%	25.59%	13.89%	35.99%	18.16%	---	22.33%	3.03%	38.09%	0.00%
3782	233011	大摩主题优选	9月1日	2.318	3.846	0.61%	1.85%	10.07%	15.67%	13.96%	35.95%	6.92%	-7.02%	16.66%	296.45%	38.22%	0.15%
3783	11913	华夏永泓一年	9月1日	1.1792	1.1792	0.67%	0.16%	9.36%	15.53%	12.79%	35.95%	28.12%	24.78%	19.92%	17.92%	37.93%	0.10%
3784	13358	上银高质量优	9月1日	0.7601	0.7601	0.01%	0.17%	8.43%	15.50%	14.44%	35.95%	19.83%	-10.32%	13.31%	-23.99%	37.87%	0.15%
3785	5521	华安红利精选	9月1日	1.2087	1.2748	1.63%	2.24%	13.83%	25.87%	27.66%	35.93%	26.12%	6.33%	19.69%	26.93%	38.72%	0.15%
3786	9984	鹏华启航混合	9月1日	0.9469	0.9469	1.60%	1.82%	14.97%	18.50%	18.60%	35.93%	30.61%	7.92%	23.34%	-5.31%	38.01%	0.15%
3787	14044	银华富利精选	9月1日	0.6935	0.6935	2.70%	0.36%	6.94%	6.25%	16.16%	35.93%	1.20%	-12.07%	23.05%	-30.06%	37.27%	0.00%
3788	15067	华夏永康添福	9月1日	1.7552	1.7552	0.27%	2.15%	11.61%	21.09%	22.31%	35.93%	29.02%	23.39%	26.12%	24.10%	36.64%	0.00%
3789	15522	建信兴晟优选	9月1日	0.9369	0.9369	2.34%	2.06%	14.38%	19.88%	5.34%	35.92%	7.43%	---	5.65%	-6.31%	39.54%	0.00%
3790	993	华宝稳健回报	9月1日	1.719	1.719	3.93%	9.07%	27.81%	34.82%	30.42%	35.89%	27.05%	17.58%	25.84%	71.90%	36.00%	0.15%
3791	6539	南方优选价值	9月1日	1.0626	1.7836	2.22%	5.06%	17.96%	23.34%	23.41%	35.88%	20.48%	4.59%	22.33%	85.02%	37.59%	0.00%
3792	12988	嘉合锦明混合	9月1日	0.8931	0.8931	1.41%	4.40%	14.03%	20.84%	10.06%	35.87%	21.44%	0.22%	22.81%	-10.69%	38.42%	0.00%
3793	14575	鑫元清洁能源	9月1日	0.4918	0.4918	0.59%	3.58%	7.83%	11.22%	5.09%	35.86%	-26.06%	-59.56%	14.11%	-50.82%	40.72%	0.00%
3794	16591	富国汽车智选	9月1日	0.8239	0.8239	0.18%	0.18%	12.40%	8.21%	-1.75%	35.85%	-6.72%	---	10.77%	-17.61%	39.10%	0.00%
3795	17981	东财成长优选	9月1日	0.7738	0.7738	-0.48%	-1.76%	9.05%	14.86%	3.34%	35.85%	-1.07%	---	11.82%	-22.62%	40.74%	0.15%
3796	19601	鹏华智投80	9月1日	1.2845	1.2845	0.31%	1.45%	8.78%	17.81%	18.97%	35.85%	---	---	17.77%	28.45%	37.44%	0.00%
3797	15927	西部利得绿色	9月1日	0.9779	0.9779	0.46%	2.10%	14.23%	27.28%	19.21%	35.84%	19.39%	---	28.03%	-2.21%	37.71%	0.15%
3798	519008	汇添富优势精	9月1日	2.6823	8.2125	0.61%	4.13%	16.02%	24.70%	24.78%	35.83%	7.45%	-7.89%	23.14%	1523.43%	36.37%	0.15%
3799	9669	长信量化价值	9月1日	1.8293	1.8293	0.02%	1.03%	8.72%	16.56%	15.83%	35.81%	26.88%	26.80%	18.19%	59.68%	37.73%	0.00%
3800	13531	浙商聚潮产业	9月1日	1.669	1.669	0.42%	0.42%	8.31%	14.32%	16.31%	35.80%	-1.24%	-10.94%	15.26%	-20.56%	37.03%	0.00%
3801	17784	中银高质量发	9月1日	1.5852	1.5852	1.43%	2.03%	11.77%	24.23%	18.20%	35.80%	6.48%	---	16.49%	3.28%	38.02%	0.00%
3802	16288	大成消费机遇	9月1日	1.0654	1.0654	0.79%	0.03%	8.03%	9.78%	13.23%	35.79%	19.45%	---	17.30%	6.54%	36.22%	0.00%
3803	5266	博时厚泽回报	9月1日	1.8096	2.0114	2.42%	8.04%	23.99%	37.15%	33.41%	35.77%	15.14%	-0.74%	31.33%	105.28%	37.95%	0.00%
3804	10617	兴业消费精选	9月1日	0.8417	0.8417	0.06%	0.10%	9.33%	7.58%	13.06%	35.76%	12.84%	3.98%	12.23%	-15.83%	36.71%	0.15%
3805	11165	富国兴远优选	9月1日	1.0676	1.0676	-0.28%	-0.24%	8.26%	15.82%	18.03%	35.76%	23.98%	34.27%	19.18%	6.76%	37.42%	0.00%
3806	10062	南方行业精选	9月1日	0.8069	0.8069	1.73%	2.97%	14.81%	22.18%	21.10%	35.75%	26.16%	5.04%	20.61%	-19.31%	37.53%	0.15%
3807	690	前海开源大海	9月1日	1.808	1.808	-1.04%	-1.95%	9.58%	22.66%	24.01%	35.74%	-4.69%	-19.32%	18.64%	80.80%	38.97%	0.15%
3808	519679	银河主题混合	9月1日	4.9688	5.5368	0.88%	3.74%	23.83%	34.31%	24.43%	35.73%	1.48%	-26.58%	22.36%	481.84%	38.24%	0.15%
3809	8180	同泰慧利混合	9月1日	1.2383	1.4113	-1.30%	1.11%	8.10%	18.14%	5.96%	35.73%	13.36%	-7.92%	14.57%	44.50%	39.51%	0.15%
3810	14061	浦银安盛新兴	9月1日	3.8979	4.3979	0.57%	2.93%	10.32%	15.65%	12.42%	35.73%	46.36%	25.29%	13.15%	-3.81%	37.90%	0.00%
3811	20000	国泰优质领航	9月1日	1.2311	1.2311	1.99%	1.32%	8.95%	10.85%	15.39%	35.73%	---	---	22.94%	23.11%	38.58%	0.00%
3812	410	益民服务领先	9月1日	1.7481	4.7063	-0.03%	-1.83%	6.11%	8.52%	19.72%	35.72%	36.79%	17.29%	35.52%	478.01%	35.71%	0.15%
3813	13463	大成致远优势	9月1日	1.4666	1.4666	0.79%	0.16%	5.53%	11.48%	11.81%	35.72%	27.84%	48.91%	14.59%	46.66%	36.80%	0.15%
3814	14914	博时研究回报	9月1日	1.4118	1.4118	1.15%	-0.27%	10.25%	26.45%	33.05%	35.71%	42.20%	22.04%	33.54%	41.18%	37.19%	0.00%
3815	5905	华泰保兴成长	9月1日	1.9093	2.2913	0.63%	1.91%	14.17%	28.63%	22.54%	35.67%	26.66%	10.38%	25.50%	139.76%	36.96%	0.00%
3816	12255	富国高质量混	9月1日	0.8509	0.8509	1.06%	1.88%	12.55%	10.48%	18.11%	35.67%	10.85%	-1.46%	20.46%	-14.91%	38.72%	0.00%
3817	17802	汇添富战略精	9月1日	1.5285	1.5285	2.08%	3.94%	15.60%	26.58%	32.58%	35.66%	52.15%	---	30.99%	52.85%	35.92%	0.00%
3818	7304	京管泰富优势	9月1日	1.2152	1.2252	1.33%	0.80%	9.38%	18.22%	17.98%	35.66%	---	---	18.37%	22.71%	36.80%	0.00%
3819	10729	中泰兴诚价值	9月1日	1.3986	1.3986	0.10%	1.11%	7.44%	12.96%	15.77%	35.65%	9.81%	15.83%	16.13%	39.86%	39.99%	0.00%
3820	10008	国联成长优选	9月1日	1.1814	1.1814	1.43%	1.40%	21.69%	44.06%	20.33%	35.64%	-2.12%	-11.41%	15.96%	18.14%	39.18%	0.15%
3821	16819	鹏华睿进一年	9月1日	1.0587	1.0587	1.36%	1.13%	12.39%	21.12%	20.42%	35.64%	12.93%	---	23.68%	5.87%	38.74%	0.00%
3822	217013	招商中小盘混	9月1日	3.399	3.399	0.50%	1.10%	13.11%	17.13%	14.33%	35.63%	11.85%	1.01%	19.31%	239.90%	37.39%	0.15%
3823	14757	鹏华成长领航	9月1日	0.8382	0.8382	1.50%	3.07%	17.03%	25.35%	23.03%	35.63%	9.84%	-14.15%	25.61%	-16.18%	37.66%	0.00%
3824	10076	湘财长弘灵活	9月1日	0.8227	0.8227	-0.27%	-1.77%	15.78%	27.43%	16.25%	35.62%	-2.77%	-3.12%	19.94%	-17.73%	39.13%	0.15%
3825	151001	银河稳健混合	9月1日	2.2962	6.0771	1.27%	2.32%	17.08%	22.50%	11.01%	35.61%	16.72%	-11.97%	14.12%	1693.06%	38.58%	0.15%
3826	11454	华泰柏瑞景气	9月1日	1.1364	1.1364	1.24%	2.93%	13.54%	22.01%	21.18%	35.61%	11.55%	1.36%	24.25%	-13.47%	37.68%	0.00%
3827	11570	鹏华鑫远价值	9月1日	1.2236	1.2236	-0.97%	-2.53%	2.85%	9.97%	19.02%	35.61%	38.48%	42.01%	14.88%	22.36%	35.35%	0.15%
3828	16560	永赢启源混合	9月1日	1.1238	1.1238	0.18%	-0.61%	9.74%	27.31%	17.40%	35.61%	12.42%	---	17.89%	12.39%	37.35%	0.15%
3829	1662	创金合信沪港	9月1日	1.196	1.196	0.50%	1.10%	9.83%	14.78%	10.64%	35.60%	1.36%	-17.17%	10.43%	19.60%	38.75%	0.15%
3830	519668	银河成长混合	9月1日	1.1501	3.7259	0.89%	3.72%	23.57%	33.79%	24.34%	35.58%	1.91%	-17.41%	22.49%	573.19%	38.08%	0.15%
3831	13464	大成致远优势	9月1日	1.4489	1.4489	0.79%	0.15%	5.50%	11.37%	11.59%	35.58%	27.20%	47.56%	14.28%	44.89%	36.66%	0.00%
3832	7493	朱雀产业臻选	9月1日	1.6668	1.6668	1.66%	0.79%	8.75%	14.35%	10.26%	35.55%	7.14%	-6.07%	19.10%	66.68%	37.96%	0.15%
3833	14293	嘉实产业领先	9月1日	0.8876	0.8876	3.47%	7.04%	21.09%	33.55%	24.61%	35.55%	12.95%	2.29%	26.15%	-11.24%	37.23%	0.00%
3834	19309	中航恒宇港股	9月1日	1.1669	1.1669	1.00%	-2.94%	7.51%	17.99%	12.60%	35.54%	---	---	18.13%	16.69%	37.85%	0.15%
3835	10895	鹏华汇智优选	9月1日	0.7023	0.7023	1.14%	1.64%	13.11%	21.02%	18.99%	35.53%	8.46%	-9.73%	21.27%	-29.77%	38.03%	0.00%
3836	8135	华宸未来价值	9月1日	0.9478	0.9478	0.55%	4.63%	19.93%	33.53%	21.22%	35.52%	-0.91%	-18.25%	20.80%	-5.22%	39.34%	0.15%
3837	17698	华夏新材料龙	9月1日	0.8298	0.8298	0.83%	2.38%	17.09%	28.91%	13.72%	35.52%	4.01%	---	17.12%	-17.02%	38.28%	0.00%
3838	15974	工银恒嘉一年	9月1日	0.9695	0.9695	1.13%	0.93%	8.72%	18.65%	24.14%	35.52%	10.75%	---	25.60%	-3.05%	36.43%	0.00%
3839	340007	兴全社会责任	9月1日	3.416	3.606	1.46%	3.80%	16.91%	25.73%	19.44%	35.50%	-3.15%	-23.94%	17.39%	287.44%	36.97%	0.15%
3840	10978	华夏鸿阳6个	9月1日	0.7378	0.7378	0.96%	0.29%	12.90%	20.24%	17.56%	35.50%	22.33%	14.33%	19.95%	-26.22%	38.24%	0.00%
3841	12785	鹏华品质精选	9月1日	0.7481	0.7481	1.48%	3.10%	17.33%	26.50%	23.59%	35.50%	8.17%	-17.00%	26.35%	-25.19%	37.44%	0.15%
3842	750001	安信灵活配置	9月1日	2.7128	3.3028	0.59%	1.91%	12.70%	23.02%	25.85%	35.49%	25.48%	10.10%	27.64%	337.31%	37.07%	0.15%
3843	10795	民生价值发现	9月1日	0.855	0.855	0.05%	-0.81%	13.22%	13.74%	18.19%	35.48%	30.22%	14.92%	24.06%	-14.50%	36.15%	0.15%
3844	12464	博时成长优势	9月1日	0.865	0.865	0.60%	0.79%	12.70%	15.50%	14.74%	35.43%	19.81%	8.11%	17.56%	-13.50%	37.96%	0.00%
3845	3717	中银量化精选	9月1日	1.2259	1.2259	0.71%	2.39%	17.04%	23.08%	22.70%	35.41%	6.96%	2.12%	21.23%	22.59%	37.14%	0.15%
3846	18618	中信保诚远见	9月1日	1.1016	1.1016	0.36%	0.83%	11.52%	16.81%	12.11%	35.41%	11.01%	---	18.99%	10.16%	38.05%	0.15%
3847	2249	招商境远灵活	9月1日	2.2448	2.2448	0.36%	1.04%	14.15%	27.59%	19.93%	35.41%	13.79%	4.81%	21.07%	124.48%	37.46%	0.15%
3848	11914	华夏永泓一年	9月1日	1.1608	1.1608	0.66%	0.16%	9.31%	15.40%	12.56%	35.40%	27.10%	23.29%	19.60%	16.08%	37.39%	0.00%
3849	852200	海通策略优选	9月1日	1.2696	1.2696	0.78%	0.63%	9.27%	18.78%	16.95%	35.40%	22.11%	---	17.94%	25.89%	37.61%	0.15%
3850	690004	民生加银稳健	9月1日	2.4844	2.4844	1.33%	2.02%	23.04%	32.09%	20.19%	35.39%	6.58%	-20.95%	24.53%	148.44%	37.72%	0.15%
3851	19615	益民服务领先	9月1日	1.7409	3.9812	-0.04%	-1.83%	6.09%	8.45%	19.59%	35.39%	---	---	35.29%	36.18%	35.38%	0.00%
3852	14792	华泰柏瑞匠心	9月1日	1.0515	1.0515	1.03%	0.26%	8.54%	18.55%	18.61%	35.38%	19.99%	10.06%	12.14%	5.15%	38.21%	0.15%
3853	17219	鹏华汽车产业	9月1日	0.9925	0.9925	-0.35%	-0.03%	9.33%	7.37%	1.53%	35.38%	1.58%	---	12.41%	-0.75%	37.26%	0.00%
3854	20254	鹏华盛世创新	9月1日	1.4044	1.4044	0.36%	-0.61%	7.02%	9.13%	17.04%	35.38%	---	---	15.04%	40.44%	36.73%	0.00%
3855	240008	华宝收益增长	9月1日	8.1285	8.1285	0.31%	2.07%	10.11%	16.51%	12.24%	35.36%	3.47%	-5.02%	14.13%	712.85%	37.37%	0.15%
3856	11911	华夏消费优选	9月1日	0.6473	0.6473	0.79%	0.12%	10.33%	12.44%	14.00%	35.36%	7.10%	-2.65%	13.84%	-35.27%	37.11%	0.15%
3857	6202	交银核心资产	9月1日	2.0834	2.0834	0.41%	-0.40%	9.85%	16.53%	14.84%	35.33%	29.02%	24.41%	18.58%	108.32%	36.64%	0.15%
3858	15928	西部利得绿色	9月1日	0.9671	0.9671	0.46%	2.09%	14.19%	27.15%	18.97%	35.30%	18.43%	---	27.69%	-3.29%	37.16%	0.00%
3859	168002	国寿安保策略	9月1日	1.9334	1.9834	-0.51%	-3.22%	0.58%	26.61%	15.93%	35.28%	24.43%	-8.78%	21.22%	102.66%	41.68%	0.15%
3860	13440	嘉实产业优势	9月1日	1.1011	1.1011	1.33%	1.94%	7.55%	12.35%	19.19%	35.25%	26.40%	18.09%	20.73%	10.11%	35.79%	0.00%
3861	11189	建信智汇优选	9月1日	0.9015	0.9015	1.47%	3.03%	17.05%	27.96%	16.38%	35.24%	14.13%	7.49%	16.07%	-9.85%	36.18%	0.15%
3862	13551	汇添富品牌价	9月1日	0.974	0.974	2.53%	2.92%	14.66%	19.73%	19.42%	35.24%	9.19%	9.19%	25.02%	-2.60%	37.34%	0.00%
3863	9128	明亚价值长青	9月1日	1.1912	1.1912	0.51%	1.05%	9.78%	18.13%	13.81%	35.23%	12.08%	12.29%	16.20%	19.12%	35.32%	0.10%
3864	10745	工银灵动价值	9月1日	0.8072	0.8072	1.37%	0.55%	11.72%	18.67%	17.55%	35.23%	-4.01%	-4.24%	14.82%	-19.29%	39.61%	0.00%
3865	18106	中欧聚优港股	9月1日	1.1644	1.1644	-0.34%	-3.21%	7.24%	6.76%	6.67%	35.22%	22.50%	---	20.95%	16.44%	37.23%	0.00%
3866	12412	汇泉策略优选	9月1日	0.5979	0.5979	0.86%	2.59%	14.61%	23.38%	20.89%	35.21%	-8.00%	-19.26%	22.80%	-40.21%	35.98%	0.15%
3867	8181	同泰慧利混合	9月1日	1.2106	1.3836	-1.30%	1.11%	8.07%	18.02%	5.75%	35.20%	12.46%	-9.01%	14.26%	41.57%	38.97%	0.00%
3868	2270	东吴安盈量化	9月1日	1.2103	1.6303	0.29%	1.42%	7.20%	14.81%	17.19%	35.17%	25.73%	18.25%	19.71%	71.48%	37.07%	0.15%
