,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'210,002955.鸿合科技,'25.38,'+1.20%,10.22%,3.75%,'38.73,'1.84,6.08%,'59.35,'+13.24%,光学光电子
'211,600020.中原高速,'4.59,0.00%,3.70%,3.74%,'11.30,'0.66,6.24%,'103.15,'+12.58%,铁路公路
'212,600998.九州通,'5.33,'-1.48%,3.75%,3.74%,'14.94,'0.95,11.14%,'268.76,'+8.12%,医药商业
'213,600060.海信视像,'22.51,'-1.96%,3.58%,3.73%,'15.53,'1.45,11.86%,'293.75,'+12.89%,家电行业
'214,002556.辉隆股份,'5.87,'-0.17%,3.40%,3.73%,'91.04,'1.50,3.75%,'55.66,'+8.88%,化肥行业
'215,600572.康恩贝,'4.62,'-1.49%,3.33%,3.72%,'24.41,'1.66,8.41%,'116.50,'+2.48%,中药
'216,601229.上海银行,'10.50,'+0.10%,4.76%,3.72%,'6.28,'0.58,9.41%,'1491.94,'+17.17%,银行
'217,002540.亚太科技,'6.08,'+0.66%,5.97%,3.72%,'18.16,'1.33,7.60%,'75.40,'+2.05%,有色金属
'218,600548.深高速,'10.34,'-0.29%,2.36%,3.71%,'23.06,'0.97,4.63%,'185.12,'-21.48%,铁路公路
'219,603357.设计总院,'8.72,'-0.23%,3.21%,3.69%,'10.24,'1.27,13.17%,'48.88,'-0.54%,工程咨询服务
'220,002441.众业达,'9.50,'+0.53%,3.17%,3.69%,'39.91,'1.10,2.83%,'51.46,'+26.35%,电网设备
'221,600351.亚宝药业,'7.75,'-3.25%,3.87%,3.67%,'25.53,'1.84,8.11%,'54.25,'+33.58%,中药
'222,601398.工商银行,'7.76,0.00%,3.97%,3.67%,'7.66,'0.69,9.18%,'20921.91,'+16.98%,银行
'223,000848.承德露露,'8.77,'-0.68%,3.40%,3.67%,'14.83,'2.56,18.24%,'92.94,'+0.63%,食品饮料
'224,000932.华菱钢铁,'5.87,'+0.34%,1.71%,3.67%,'28.18,'0.74,4.08%,'404.16,'+43.68%,钢铁行业
'225,003016.欣贺股份,'7.99,'-0.50%,2.87%,3.67%,亏损,'1.29,'-1.00%,'34.41,'-7.63%,纺织服装
'226,301003.江苏博云,'34.50,'+5.15%,5.59%,3.67%,'23.63,'2.58,11.60%,'31.87,'+66.60%,塑料制品
'227,600908.无锡银行,'6.15,'-0.49%,3.58%,3.66%,'6.10,'0.57,9.97%,'134.97,'+7.69%,银行
'228,601288.农业银行,'6.62,'+1.22%,3.65%,3.66%,'8.18,'0.74,9.26%,'21133.97,'+29.36%,银行
'229,601988.中国银行,'5.66,'+0.18%,3.78%,3.66%,'7.74,'0.65,8.62%,'13504.20,'+7.35%,银行
'230,002043.兔宝宝,'10.08,0.00%,5.95%,3.66%,'16.90,'2.66,18.81%,'83.87,'-12.46%,装修建材
'231,002469.三维化学,'8.66,'+1.88%,4.71%,3.66%,'21.06,'1.98,9.24%,'55.15,'+22.41%,化学原料
'232,600598.北大荒,'14.95,'-0.80%,3.68%,3.65%,'25.46,'3.18,13.06%,'265.76,'+5.21%,农牧饲渔
'233,600015.华夏银行,'8.08,0.00%,5.01%,3.64%,'4.81,'0.35,7.77%,'1285.93,'+6.13%,银行
'234,603237.五芳斋,'17.62,'+0.28%,2.85%,3.64%,'22.82,'2.08,9.94%,'34.73,'-1.56%,食品饮料
'235,600285.羚锐制药,'23.10,'-0.52%,3.90%,3.63%,'19.71,'3.96,23.98%,'131.00,'+8.34%,中药
'236,603368.柳药集团,'18.33,'-1.13%,4.11%,3.63%,'8.96,'0.92,11.23%,'72.80,'+7.27%,医药商业
'237,000030.富奥股份,'6.22,'+2.13%,2.46%,3.62%,'16.62,'1.29,8.48%,'101.82,'+24.33%,汽车零部件
'238,000543.皖能电力,'7.12,0.00%,4.48%,3.59%,'7.94,'1.00,13.52%,'161.40,'-5.90%,电力行业
'239,600251.冠农股份,'7.91,'-0.13%,1.01%,3.58%,'36.70,'1.63,3.82%,'61.46,'+9.68%,农牧饲渔
'240,601686.友发集团,'6.11,'-0.33%,4.89%,3.58%,'19.24,'1.32,8.61%,'87.89,'+17.96%,钢铁行业
'241,600000.浦发银行,'13.79,'+0.29%,2.97%,3.57%,'9.36,'0.56,6.10%,'4173.91,'+38.08%,银行
'242,605336.帅丰电器,'16.28,'+1.06%,2.00%,3.57%,'128.46,'1.55,1.88%,'29.86,'+28.86%,家电行业
'243,301056.森赫股份,'12.58,'+4.14%,3.31%,3.57%,'41.93,'3.64,9.75%,'32.23,'+60.11%,专用设备
'244,600713.南京医药,'5.21,'-1.70%,3.26%,3.56%,'11.55,'0.97,8.65%,'68.20,'+8.58%,医药商业
'245,601998.中信银行,'8.38,'-0.59%,4.15%,3.56%,'6.83,'0.58,8.75%,'3415.94,'+22.41%,银行
'246,002206.海利得,'6.06,'+4.12%,3.09%,3.56%,'14.29,'1.74,12.42%,'67.64,'+46.32%,化纤行业
'247,603688.石英股份,'34.73,'+0.32%,0.55%,3.55%,'138.30,'3.23,3.37%,'188.12,'+21.59%,非金属材料
'248,600681.百川能源,'3.68,'-0.81%,6.39%,3.54%,'17.06,'1.31,8.87%,'49.34,'+9.66%,燃气
'249,600655.豫园股份,'5.73,'-0.87%,3.32%,3.53%,亏损,'0.63,'-1.00%,'223.29,'-7.88%,珠宝首饰
'250,600803.新奥股份,'18.85,'+0.11%,5.46%,3.53%,'15.36,'2.36,17.77%,'583.80,'-8.29%,燃气
'251,002483.润邦股份,'7.03,'+3.23%,4.41%,3.53%,'13.14,'1.35,11.57%,'60.37,'+41.71%,专用设备
'252,600648.外高桥,'11.18,'-0.71%,3.13%,3.52%,'42.92,'1.16,7.43%,'129.62,'-3.11%,房地产开发
'253,600790.轻纺城,'3.80,'+0.26%,3.16%,3.52%,'59.17,'0.89,1.84%,'55.70,'+4.45%,商业百货
'254,601825.沪农商行,'9.33,'-0.53%,4.63%,3.52%,'7.35,'0.72,10.16%,'899.83,'+11.75%,银行
'255,600612.老凤祥,'47.41,'+0.13%,3.63%,3.50%,'15.38,'1.89,13.81%,'150.34,'-9.56%,珠宝首饰
'256,601187.厦门银行,'7.10,0.00%,4.37%,3.48%,'7.50,'0.59,7.96%,'187.38,'+28.87%,银行
'257,688697.纽威数控,'16.29,'+12.19%,2.63%,3.48%,'27.76,'4.14,18.24%,'74.50,'+41.55%,通用设备
'258,002027.分众传媒,'7.80,'-2.62%,1.25%,3.48%,'24.56,'6.36,28.45%,'1156.82,'+10.95%,文化传媒
'259,601311.骆驼股份,'9.27,'+0.22%,3.13%,3.47%,'17.25,'1.11,7.23%,'108.75,'+15.53%,电池
'260,603833.欧派家居,'53.35,'+0.13%,4.65%,3.47%,'13.32,'1.68,14.28%,'324.98,'-19.30%,装修建材
'261,605338.巴比食品,'19.56,'-1.21%,4.09%,3.47%,'22.16,'2.04,12.09%,'46.86,'+18.29%,食品饮料
'262,688599.天合光能,'15.72,'-0.25%,4.03%,3.47%,亏损,'1.36,'-1.00%,'342.60,'-18.55%,光伏设备
'263,000923.河钢资源,'14.19,'+0.28%,3.53%,3.47%,'20.58,'0.93,4.62%,'92.36,'+5.93%,钢铁行业
'264,601169.北京银行,'6.52,'-0.46%,4.91%,3.46%,'5.36,'0.38,7.35%,'1378.52,'+11.25%,银行
'265,002216.三全食品,'11.15,'+0.27%,2.70%,3.46%,'25.64,'2.12,11.34%,'97.77,'-4.64%,食品饮料
'266,601963.重庆银行,'10.33,'-0.48%,4.01%,3.45%,'7.01,'0.58,8.62%,'195.81,'+15.95%,银行
'267,002048.宁波华翔,'21.98,'+9.57%,2.34%,3.45%,'17.06,'1.37,8.10%,'163.25,'+78.57%,汽车零部件
'268,600982.宁波能源,'4.68,'-0.64%,3.21%,3.44%,'26.86,'1.07,6.56%,'52.30,'+17.23%,电力行业
'269,000830.鲁西化工,'12.03,'+2.56%,2.98%,3.44%,'12.69,'1.17,10.24%,'224.06,'+6.43%,化学原料
'270,001218.丽臣实业,'19.37,'+0.15%,2.64%,3.44%,'25.86,'1.12,4.72%,'25.18,'+15.63%,化学制品
'271,002322.理工能科,'12.75,'+0.63%,6.08%,3.43%,'18.84,'1.63,8.76%,'48.04,'+4.19%,软件开发
'272,600724.宁波富达,'4.68,'+0.21%,2.99%,3.42%,'42.80,'2.30,6.78%,'67.64,'-24.01%,房地产开发
'273,600479.千金药业,'10.87,'-1.90%,3.31%,3.41%,'20.39,'1.81,9.60%,'45.49,'+5.17%,中药
'274,000026.飞亚达,'17.15,'+1.12%,2.36%,3.41%,'37.58,'1.99,5.55%,'61.94,'+70.18%,珠宝首饰
'275,002867.周大生,'13.02,'-0.08%,7.36%,3.40%,'15.83,'2.14,13.82%,'141.44,'-6.11%,珠宝首饰
'276,300181.佐力药业,'19.13,'-2.05%,3.07%,3.40%,'25.12,'4.39,18.27%,'136.98,'+29.16%,中药
'277,601186.中国铁建,'8.10,'-0.25%,3.70%,3.39%,'5.36,'0.33,6.56%,'931.76,'-8.50%,工程建设
'278,605168.三人行,'33.87,'-0.38%,2.13%,3.39%,'34.83,'2.59,5.17%,'71.40,'-3.15%,文化传媒
'279,002372.伟星新材,'10.79,'+0.37%,5.58%,3.38%,'19.24,'3.29,16.73%,'171.14,'-10.86%,装修建材
'280,002674.兴业科技,'10.45,'-0.29%,1.43%,3.38%,'26.32,'1.27,5.18%,'30.97,'+11.73%,纺织服装
'281,601009.南京银行,'11.98,'+0.17%,4.09%,3.37%,'7.29,'0.77,11.17%,'1481.16,'+14.38%,银行
'282,002887.绿茵生态,'8.84,'-1.23%,2.79%,3.37%,'39.91,'1.14,3.73%,'27.39,'+30.97%,环保行业
'283,601566.九牧王,'9.18,'+0.77%,3.27%,3.36%,'34.59,'1.27,6.36%,'52.75,'+12.81%,纺织服装
'284,601636.旗滨集团,'6.11,'-1.77%,0.74%,3.36%,亏损,'1.19,2.96%,'163.97,'+9.88%,玻璃玻纤
'285,000513.丽珠集团,'40.66,'-2.14%,2.65%,3.36%,'18.71,'2.65,14.53%,'251.08,'+10.04%,化学制药
'286,300981.中红医疗,'13.51,'-2.60%,1.64%,3.36%,亏损,'1.08,'-1.00%,'59.48,'+17.75%,医疗器械
'287,601900.南方传媒,'14.37,'+0.14%,3.83%,3.35%,'11.75,'1.48,11.72%,'126.74,'-1.28%,文化传媒
'288,605077.华康股份,'18.05,'+0.39%,2.80%,3.35%,'21.09,'1.64,8.29%,'54.70,'+26.82%,食品饮料
'289,002267.陕天然气,'8.00,'+0.88%,5.67%,3.34%,'15.79,'1.27,9.92%,'88.19,'-1.04%,燃气
'290,601369.陕鼓动力,'8.94,'+0.22%,5.04%,3.33%,'15.98,'1.69,11.64%,'154.08,'+5.93%,通用设备
'291,300833.浩洋股份,'36.44,'+0.61%,3.59%,3.33%,'19.28,'1.84,10.36%,'45.81,'-14.34%,专用设备
'292,301081.严牌股份,'10.86,'+0.84%,2.71%,3.33%,'64.56,'2.30,3.89%,'24.25,'+32.12%,环保行业
'293,301276.嘉曼服饰,'26.37,'+1.42%,2.31%,3.33%,'27.33,'1.58,7.74%,'33.70,'+60.67%,纺织服装
'294,601163.三角轮胎,'14.08,'+0.50%,3.76%,3.32%,'15.38,'0.83,7.28%,'112.64,'-3.07%,橡胶制品
'295,603080.新疆火炬,'20.19,'+3.80%,2.77%,3.32%,'17.56,'1.81,10.92%,'28.57,'+29.81%,燃气
'296,002479.富春环保,'5.27,'-0.75%,2.82%,3.32%,'21.81,'1.09,7.75%,'45.93,'+14.52%,环保行业
'297,601065.江盐集团,'8.52,'-0.12%,2.58%,3.31%,'15.00,'1.23,9.08%,'54.76,'-0.23%,化学原料
'298,002758.浙农股份,'9.03,'-1.42%,3.28%,3.31%,'14.63,'1.00,8.14%,'47.76,'+6.63%,综合行业
'299,002158.汉钟精机,'17.35,'+0.35%,3.35%,3.30%,'11.62,'2.14,20.48%,'92.45,'-3.21%,通用设备
'300,601089.福元医药,'28.05,'-2.54%,1.78%,3.29%,'29.39,'3.66,13.66%,'134.64,'+80.63%,化学制药
'301,002129.TCL中环,'8.18,'-0.12%,3.17%,3.29%,亏损,'1.14,'-1.00%,'331.13,'-7.78%,光伏设备
'302,600925.苏能股份,'5.01,0.00%,2.44%,3.28%,'29.45,'2.13,7.01%,'345.13,'-3.21%,煤炭行业
'303,000411.英特集团,'11.20,'-1.50%,3.37%,3.28%,'11.75,'1.25,11.41%,'59.34,'+8.92%,医药商业
'304,001872.招商港口,'20.36,'+0.30%,3.65%,3.28%,'11.83,'0.81,7.46%,'471.29,'+3.11%,航运港口
'305,601077.渝农商行,'6.91,0.00%,4.41%,3.27%,'6.89,'0.59,9.04%,'611.10,'+19.81%,银行
'306,601665.齐鲁银行,'6.24,'-0.32%,4.06%,3.27%,'6.26,'0.66,11.31%,'317.45,'+16.75%,银行
'307,002091.江苏国泰,'7.38,'-0.67%,5.38%,3.27%,'11.32,'0.76,7.24%,'120.93,'+5.03%,贸易行业
'308,002966.苏州银行,'8.69,'-0.46%,4.22%,3.27%,'7.63,'0.68,9.87%,'390.29,'+9.63%,银行
'309,603088.宁波精达,'9.25,'+2.21%,2.73%,3.26%,'33.19,'5.70,18.49%,'46.47,'+5.18%,通用设备
'310,603323.苏农银行,'5.42,'-0.73%,3.02%,3.26%,'5.74,'0.60,11.43%,'109.40,'+16.06%,银行
'311,000088.盐田港,'4.59,'+0.44%,2.84%,3.26%,'19.42,'1.31,8.85%,'237.62,'-3.06%,航运港口
'312,002061.浙江交科,'4.06,'-0.25%,3.07%,3.25%,'10.32,'0.70,8.98%,'108.69,'+2.68%,工程建设
'313,601601.中国太保,'37.40,'-0.40%,2.89%,3.24%,'8.41,'1.36,16.43%,'2560.05,'+12.97%,保险
'314,002033.丽江股份,'8.73,'-0.57%,3.99%,3.23%,'24.48,'1.88,7.40%,'48.25,'+2.45%,旅游酒店
'315,000589.贵州轮胎,'4.57,0.00%,2.84%,3.22%,'15.64,'0.80,5.78%,'71.05,'-6.52%,橡胶制品
'316,003013.地铁设计,'14.85,'-0.07%,3.23%,3.22%,'13.75,'2.16,16.54%,'60.68,'+1.56%,工程咨询服务
'317,600690.海尔智家,'25.23,'+0.80%,3.82%,3.21%,'12.78,'2.01,17.29%,'1578.01,'-8.18%,家电行业
'318,603858.步长制药,'18.12,'-1.41%,0.70%,3.21%,亏损,'1.91,'-1.00%,'200.41,'+14.68%,中药
'319,600873.梅花生物,'11.12,'-0.71%,5.41%,3.20%,'10.70,'2.05,19.84%,'317.23,'+15.26%,化学制品
'320,603053.成都燃气,'9.63,'-0.10%,3.12%,3.18%,'18.87,'1.76,9.95%,'85.60,'-0.90%,燃气
'321,603868.飞科电器,'39.13,'+2.97%,1.28%,3.18%,'47.73,'5.30,13.16%,'170.45,'-4.48%,家电行业
'322,301203.国泰环保,'34.18,'+0.71%,4.42%,3.18%,'23.40,'1.93,8.72%,'27.15,'+18.36%,环保行业
'323,301043.绿岛风,'36.29,'+0.64%,2.44%,3.17%,'29.92,'2.74,11.32%,'24.52,'+30.61%,专用设备
'324,600016.民生银行,'4.98,'-1.39%,3.86%,3.16%,'6.87,'0.33,4.89%,'1766.01,'+21.98%,银行
'325,300109.新开源,'17.58,'+0.17%,1.42%,3.16%,'27.98,'2.29,8.35%,'85.30,'+11.89%,化学制品
'326,002056.横店东磁,'15.82,'+0.32%,2.87%,3.15%,'14.30,'2.44,19.96%,'256.53,'+26.19%,光伏设备
'327,603877.太平鸟,'14.70,'+0.75%,2.74%,3.14%,'68.77,'1.50,4.80%,'69.25,'+1.86%,纺织服装
'328,002381.双箭股份,'7.14,'+0.70%,2.82%,3.14%,'24.60,'1.33,5.94%,'29.18,'+10.54%,橡胶制品
'329,301042.安联锐视,'41.28,'+2.51%,2.48%,3.14%,'45.59,'2.69,6.09%,'28.08,'+14.70%,计算机设备
'330,600282.南钢股份,'4.58,'-0.43%,4.04%,3.13%,'12.53,'1.06,8.58%,'282.36,'-0.41%,钢铁行业
'331,601898.中煤能源,'12.45,'+2.55%,6.23%,3.13%,'9.09,'1.06,11.99%,'1139.42,'+2.22%,煤炭行业
'332,688739.成大生物,'28.50,'-0.28%,2.81%,3.13%,'37.32,'1.23,3.46%,'118.69,'+13.92%,生物制品
'333,600167.联美控股,'6.25,'-1.26%,5.14%,3.12%,'20.19,'1.24,6.20%,'141.43,'+12.88%,公用事业
'334,600583.海油工程,'5.60,'+0.54%,3.59%,3.12%,'13.13,'0.92,8.55%,'247.60,'+6.32%,采掘行业
'335,000650.仁和药业,'5.81,'-1.86%,2.53%,3.12%,'24.70,'1.31,7.52%,'82.88,'+3.65%,中药
'336,300193.佳士科技,'9.72,'+0.83%,4.30%,3.12%,'18.69,'2.01,10.96%,'45.91,'+11.78%,通用设备
'337,301015.百洋医药,'23.77,'+2.86%,3.30%,3.12%,'20.56,'4.94,23.06%,'121.47,'+2.43%,医药商业
'338,601158.重庆水务,'4.70,'-0.42%,2.79%,3.11%,'32.73,'1.30,4.85%,'225.60,'-1.46%,公用事业
'339,600089.特变电工,'13.40,'+0.37%,1.87%,3.10%,'19.37,'0.98,5.52%,'677.07,'+7.32%,电网设备
'340,600761.安徽合力,'18.44,'+1.60%,3.25%,3.10%,'16.81,'1.54,13.12%,'164.24,'+8.50%,工程机械
'341,601128.常熟银行,'7.68,'+0.26%,2.96%,3.10%,'6.49,'0.86,14.12%,'254.71,'+15.20%,银行
'342,605066.天正电气,'7.66,'+0.39%,4.57%,3.10%,'31.24,'2.11,6.83%,'38.81,'+31.55%,电网设备
'343,002346.柘中股份,'16.37,'+10.01%,3.36%,3.09%,'32.89,'2.29,12.91%,'65.71,'+71.68%,电网设备
'344,000921.海信家电,'25.40,'-0.16%,3.99%,3.07%,'12.95,'2.20,22.59%,'235.39,'-12.11%,家电行业
'345,002736.国信证券,'13.48,'-0.44%,2.58%,3.07%,'14.02,'1.08,7.98%,'1301.52,'+24.17%,证券
'346,600269.赣粤高速,'5.15,'-0.19%,3.30%,3.06%,'10.85,'0.63,7.08%,'120.27,'-5.17%,铁路公路
'347,000156.华数传媒,'8.32,'-0.24%,2.64%,3.06%,'38.26,'1.03,3.69%,'154.53,'+15.56%,文化传媒
'348,002318.久立特材,'22.33,'+0.90%,4.38%,3.06%,'13.73,'2.66,20.03%,'216.25,'-0.77%,钢铁行业
'349,600551.时代出版,'9.23,'-1.07%,4.33%,3.04%,'19.83,'1.07,6.85%,'62.58,'+10.91%,文化传媒
'350,600854.春兰股份,'5.56,'+1.09%,2.16%,3.04%,'21.67,'1.18,5.64%,'28.88,'+24.36%,家电行业
'351,600968.海油发展,'4.07,'+0.25%,3.32%,3.04%,'10.56,'1.49,14.17%,'413.72,'-1.55%,采掘行业
'352,601615.明阳智能,'11.01,'-0.81%,2.76%,3.04%,'145.84,'0.94,1.28%,'250.09,'-10.42%,风电设备
'353,001323.慕思股份,'32.49,'+0.28%,5.46%,3.04%,'18.09,'2.76,15.92%,'128.22,'-11.28%,家用轻工
'354,601390.中国中铁,'5.68,0.00%,3.13%,3.03%,'6.19,'0.39,7.51%,'1166.31,'-8.28%,工程建设
'355,603508.思维列控,'32.78,'+10.00%,4.39%,3.03%,'19.01,'2.74,14.69%,'124.98,'+44.00%,软件开发
'356,002081.金螳螂,'3.65,0.00%,2.74%,3.03%,'22.48,'0.70,4.06%,'96.92,'+5.21%,装修装饰
'357,002614.奥佳华,'6.92,'+0.58%,1.45%,3.03%,'161.69,'0.96,1.36%,'42.90,'+6.13%,家电行业
'358,601512.中新集团,'7.90,'-1.25%,1.62%,3.02%,'37.58,'0.81,2.89%,'118.41,'+4.68%,房地产开发
'359,002624.完美世界,'15.91,'+3.38%,1.49%,3.02%,亏损,'4.22,'-1.00%,'298.56,'+56.46%,游戏
'360,300653.正海生物,'21.62,'-1.77%,2.09%,3.01%,'50.91,'4.64,11.00%,'39.62,'+3.86%,医疗器械
'361,002623.亚玛顿,'21.39,0.00%,2.34%,3.00%,亏损,'1.42,'-1.00%,'42.58,'+43.31%,光伏设备
'362,600499.科达制造,'11.21,'+0.27%,1.78%,2.99%,'22.21,'1.82,8.85%,'214.99,'+46.52%,专用设备
'363,603908.牧高笛,'26.55,'-0.56%,2.45%,2.99%,亏损,'4.16,%,'24.79,'+23.28%,纺织服装
'364,002745.木林森,'8.68,'+0.12%,4.73%,2.99%,'44.43,'0.99,2.50%,'128.68,'+0.17%,光学光电子
'365,600660.福耀玻璃,'55.56,'-0.41%,3.24%,2.98%,'18.32,'3.84,23.06%,'1112.86,'-8.12%,玻璃玻纤
'366,600956.新天绿能,'7.75,'+0.65%,2.76%,2.98%,'18.47,'1.44,8.09%,'183.42,'+2.79%,燃气
'367,603057.紫燕食品,'20.64,'-0.58%,3.98%,2.98%,'34.45,'4.21,14.78%,'85.35,'+5.25%,食品饮料
'368,603195.公牛集团,'47.60,'-0.38%,3.60%,2.98%,'22.78,'5.10,26.74%,'860.89,'-1.95%,家用轻工
'369,000012.南玻Ａ,'4.79,'+0.42%,1.47%,2.98%,亏损,'1.08,'-1.00%,'93.56,'-8.02%,玻璃玻纤
'370,603227.雪峰科技,'8.46,'+0.71%,2.36%,2.97%,'15.37,'1.82,12.68%,'90.67,'-0.41%,化学制品
'371,600300.维维股份,'3.45,'-0.29%,3.71%,2.96%,'15.06,'1.57,10.38%,'55.79,'+10.97%,食品饮料
'372,603968.醋化股份,'12.79,'+1.03%,2.22%,2.96%,亏损,'1.44,'-1.00%,'26.15,'+37.97%,化学制品
'373,688009.中国通号,'5.41,0.00%,3.14%,2.96%,'17.73,'1.18,7.19%,'466.40,'-10.90%,交运设备
'374,002911.佛燃能源,'10.32,'+0.10%,4.66%,2.96%,'16.52,'1.60,10.33%,'133.77,'-14.85%,燃气
'375,300306.远方信息,'13.88,'+1.39%,2.34%,2.96%,'53.18,'2.38,5.87%,'36.82,'+22.93%,仪器仪表
'376,000786.北新建材,'26.40,'+1.23%,3.32%,2.95%,'12.29,'1.66,14.46%,'440.62,'-10.17%,装修建材
'377,002533.金杯电工,'10.94,'-0.27%,4.10%,2.95%,'15.40,'1.96,14.83%,'80.51,'+14.00%,电网设备
'378,603006.联明股份,'13.29,'-0.23%,2.86%,2.94%,'88.88,'2.33,4.11%,'33.79,'+31.06%,汽车零部件
'379,603035.常熟汽饰,'13.70,'-0.07%,2.53%,2.94%,'15.82,'1.00,7.89%,'52.06,'-2.32%,汽车零部件
'380,603926.铁流股份,'13.12,'+9.97%,1.98%,2.94%,'34.27,'1.79,6.04%,'30.79,'+51.39%,汽车零部件
'381,002116.中国海诚,'10.50,'-0.57%,2.93%,2.94%,'16.36,'1.90,13.14%,'49.22,'+8.43%,工程咨询服务
'382,600874.创业环保,'5.93,'-0.50%,2.87%,2.93%,'12.83,'0.94,8.40%,'72.96,'+2.14%,环保行业
'383,603213.镇洋发展,'13.59,'+5.68%,1.92%,2.93%,'34.26,'3.06,9.23%,'60.04,'+60.13%,化学原料
'384,603995.甬金股份,'17.96,'-0.22%,2.78%,2.93%,'9.92,'1.13,14.20%,'65.66,'+1.20%,钢铁行业
'385,601766.中国中车,'7.42,'+0.54%,2.70%,2.92%,'17.34,'1.24,8.66%,'1805.12,'-11.46%,交运设备
'386,603008.喜临门,'16.01,'-0.31%,3.25%,2.92%,'21.38,'1.55,8.40%,'59.47,'-1.39%,装修建材
'387,603408.建霖家居,'11.75,'-0.51%,6.21%,2.92%,'11.48,'1.54,14.63%,'52.59,'-1.94%,装修装饰
'388,603586.金麒麟,'18.85,'+1.78%,2.12%,2.92%,'24.85,'1.58,6.51%,'36.96,'+33.21%,汽车零部件
'389,605268.王力安防,'9.88,'-0.40%,2.02%,2.92%,'32.65,'2.66,8.88%,'44.09,'+20.12%,家用轻工
'390,002154.报喜鸟,'3.87,'+1.04%,3.13%,2.92%,'15.32,'1.23,9.09%,'55.89,'-11.08%,纺织服装
'391,300873.海晨股份,'23.50,'-2.73%,1.66%,2.92%,'24.69,'1.81,9.83%,'55.71,'+38.97%,物流行业
'392,300979.华利集团,'52.28,'-0.70%,4.37%,2.92%,'16.36,'3.39,22.52%,'614.43,'-30.61%,纺织服装
'393,603043.广州酒家,'15.97,'-0.19%,3.01%,2.91%,'21.02,'2.31,12.38%,'90.83,'-1.04%,食品饮料
'394,600483.福能股份,'9.59,'+0.21%,3.23%,2.90%,'8.96,'1.02,12.43%,'266.62,'-0.70%,电力行业
'395,601598.中国外运,'5.53,'+0.55%,5.24%,2.90%,'13.39,'1.00,9.55%,'290.65,'+6.18%,物流行业
'396,002705.新宝股份,'15.18,'+0.20%,2.97%,2.90%,'11.01,'1.47,13.95%,'123.00,'+4.45%,家电行业
'397,002918.蒙娜丽莎,'9.13,'-0.33%,2.18%,2.90%,'142.95,'1.16,1.66%,'38.03,'-11.47%,装修建材
'398,601098.中南传媒,'12.99,'+0.08%,4.23%,2.89%,'13.88,'1.46,9.21%,'233.30,'-10.52%,文化传媒
'399,605028.世茂能源,'20.24,'-1.08%,3.95%,2.89%,'22.70,'2.47,12.89%,'32.38,'+25.15%,电力行业
'400,002557.洽洽食品,'22.72,'-0.96%,5.67%,2.89%,'19.04,'2.05,12.08%,'116.04,'-17.40%,食品饮料
'401,002706.良信股份,'9.96,'-0.70%,2.19%,2.89%,'41.25,'2.75,7.82%,'112.65,'+32.90%,电网设备
'402,300823.建科智能,'16.62,'+0.06%,1.96%,2.89%,'110.21,'2.26,3.15%,'21.76,'+30.80%,专用设备
'403,603600.永艺股份,'10.97,'+0.27%,4.20%,2.88%,'11.93,'1.57,13.86%,'36.25,'-5.08%,装修建材
'404,603811.诚意药业,'15.60,'+5.41%,1.60%,2.88%,'36.14,'3.93,16.95%,'51.06,'+107.43%,化学制药
'405,301087.可孚医疗,'37.59,'-0.97%,4.74%,2.88%,'31.52,'1.62,6.12%,'79.37,'+10.08%,医疗器械
'406,600867.通化东宝,'8.53,'-0.70%,2.93%,2.87%,亏损,'2.57,'-1.00%,'167.06,'+9.30%,生物制品
'407,601137.博威合金,'18.89,'+1.78%,2.65%,2.87%,'11.11,'1.75,17.54%,'153.29,'-4.21%,有色金属
'408,600132.重庆啤酒,'55.36,'+0.02%,4.34%,2.86%,'21.56,'16.17,53.44%,'267.93,'-10.71%,酿酒行业
'409,603301.振德医疗,'22.08,'-1.30%,2.94%,2.86%,'20.34,'1.03,6.50%,'58.83,'+3.64%,医疗器械
'410,000552.甘肃能化,'2.55,'+0.79%,2.69%,2.86%,'21.07,'0.79,4.29%,'135.40,'-4.76%,煤炭行业
'411,000933.神火股份,'18.31,'+3.04%,4.50%,2.86%,'10.47,'1.78,18.07%,'399.71,'+11.54%,有色金属
'412,002573.清新环境,'4.05,'-0.49%,2.47%,2.86%,亏损,'0.98,'-1.00%,'57.97,'+1.76%,环保行业
'413,002332.仙琚制药,'10.46,'-0.67%,2.85%,2.84%,'19.01,'1.73,6.53%,'104.16,'+8.70%,化学制药
'414,600820.隧道股份,'6.64,'-0.60%,4.97%,2.83%,'8.47,'0.58,8.31%,'208.77,'-7.65%,工程建设
'415,603699.纽威股份,'33.24,'+1.71%,4.56%,2.83%,'21.43,'5.55,28.55%,'255.47,'+55.34%,通用设备
'416,000895.双汇发展,'24.95,'-0.12%,5.64%,2.83%,'18.70,'3.89,21.88%,'865.47,'-1.12%,食品饮料
'417,300154.瑞凌股份,'9.64,'+1.69%,2.11%,2.83%,'112.57,'2.34,9.21%,'42.62,'-10.06%,通用设备
'418,301004.嘉益股份,'69.18,'+0.01%,3.10%,2.83%,'13.19,'4.73,43.75%,'100.61,'-13.72%,家用轻工
'419,603163.圣晖集成,'32.25,'-2.80%,2.33%,2.82%,'25.77,'2.84,11.27%,'32.25,'+24.70%,工程建设
