,股票,价,涨,最新股息,平均股息,扣非PE,PB,ROE,市值(亿),今年来,行业
'211,002966.苏州银行,'8.69,'-0.46%,4.22%,3.60%,'7.63,'0.68,9.87%,'390.29,'+9.63%,银行
'212,603689.皖天然气,'8.55,'-0.23%,4.09%,3.59%,'13.11,'1.23,9.95%,'41.91,'-0.78%,燃气
'213,002035.华帝股份,'6.50,'+1.25%,4.67%,3.57%,'12.32,'1.40,12.36%,'54.42,'-7.30%,家电行业
'214,002441.众业达,'9.50,'+0.53%,3.17%,3.57%,'39.91,'1.10,2.83%,'51.46,'+26.35%,电网设备
'215,002690.美亚光电,'17.37,'+1.05%,4.07%,3.57%,'23.84,'5.17,22.88%,'151.66,'+22.09%,专用设备
'216,300864.南大环境,'21.10,'-0.28%,3.98%,3.57%,'22.71,'2.45,12.63%,'33.38,'+4.95%,环保行业
'217,603898.好莱客,'10.96,'+4.58%,0.71%,3.55%,'78.89,'1.09,2.24%,'34.12,'+17.40%,装修建材
'218,002772.众兴菌业,'8.29,'-0.24%,3.61%,3.55%,'30.16,'0.98,4.15%,'32.68,'+16.44%,农牧饲渔
'219,600916.中国黄金,'8.19,0.00%,4.27%,3.54%,'24.84,'1.81,7.69%,'137.59,'-0.97%,珠宝首饰
'220,000928.中钢国际,'6.34,'+0.16%,4.72%,3.53%,'11.85,'1.06,10.20%,'90.81,'+4.22%,工程咨询服务
'221,002756.永兴材料,'35.57,'+0.17%,2.82%,3.53%,'24.94,'1.52,5.94%,'191.43,'-4.20%,钢铁行业
'222,600790.轻纺城,'3.80,'+0.26%,3.16%,3.52%,'59.17,'0.89,1.84%,'55.70,'+4.45%,商业百货
'223,600383.金地集团,'3.72,'-0.80%,0.53%,3.50%,亏损,'0.29,'-1.00%,'167.94,'-15.07%,房地产开发
'224,601369.陕鼓动力,'8.94,'+0.22%,5.04%,3.50%,'15.98,'1.69,11.64%,'154.08,'+5.93%,通用设备
'225,601900.南方传媒,'14.37,'+0.14%,3.83%,3.50%,'11.75,'1.48,11.72%,'126.74,'-1.28%,文化传媒
'226,600598.北大荒,'14.95,'-0.80%,3.68%,3.49%,'25.46,'3.18,13.06%,'265.76,'+5.21%,农牧饲渔
'227,600873.梅花生物,'11.12,'-0.71%,5.41%,3.49%,'10.70,'2.05,19.84%,'317.23,'+15.26%,化学制品
'228,600681.百川能源,'3.68,'-0.81%,6.39%,3.48%,'17.06,'1.31,8.87%,'49.34,'+9.66%,燃气
'229,603323.苏农银行,'5.42,'-0.73%,3.02%,3.48%,'5.74,'0.60,11.43%,'109.40,'+16.06%,银行
'230,000559.万向钱潮,'7.89,'+2.60%,2.34%,3.48%,'26.79,'2.69,10.39%,'254.06,'+31.32%,汽车零部件
'231,002267.陕天然气,'8.00,'+0.88%,5.67%,3.48%,'15.79,'1.27,9.92%,'88.19,'-1.04%,燃气
'232,002154.报喜鸟,'3.87,'+1.04%,3.13%,3.46%,'15.32,'1.23,9.09%,'55.89,'-11.08%,纺织服装
'233,002391.长青股份,'6.38,'+0.47%,3.15%,3.46%,亏损,'0.98,'-1.00%,'41.25,'+27.35%,农药兽药
'234,002867.周大生,'13.02,'-0.08%,7.36%,3.46%,'15.83,'2.14,13.82%,'141.44,'-6.11%,珠宝首饰
'235,600177.雅戈尔,'7.43,'-0.13%,6.73%,3.45%,'13.29,'0.83,6.47%,'343.52,'-13.17%,纺织服装
'236,600527.江南高纤,'2.13,'+0.47%,2.35%,3.45%,'117.40,'1.71,1.76%,'36.89,'-1.39%,化纤行业
'237,603730.岱美股份,'5.72,'+1.42%,4.71%,3.45%,'15.41,'2.46,16.86%,'122.90,'-13.53%,汽车零部件
'238,002540.亚太科技,'6.08,'+0.66%,5.97%,3.45%,'18.16,'1.33,7.60%,'75.40,'+2.05%,有色金属
'239,600970.中材国际,'9.12,'-0.22%,4.93%,3.44%,'9.03,'1.11,14.51%,'240.76,'+1.13%,工程建设
'240,688767.博拓生物,'32.49,'-0.06%,3.30%,3.42%,'56.27,'2.00,5.73%,'48.52,'+42.93%,医疗器械
'241,000900.现代投资,'4.31,0.00%,3.48%,3.42%,'21.06,'0.52,2.60%,'65.42,'+1.38%,铁路公路
'242,300193.佳士科技,'9.72,'+0.83%,4.30%,3.41%,'18.69,'2.01,10.96%,'45.91,'+11.78%,通用设备
'243,603589.口子窖,'33.53,'-0.12%,3.89%,3.40%,'12.30,'1.80,15.63%,'200.55,'-11.24%,酿酒行业
'244,002632.道明光学,'9.19,'+0.11%,2.83%,3.40%,'41.18,'2.63,7.92%,'57.34,'+4.84%,塑料制品
'245,000589.贵州轮胎,'4.57,0.00%,2.84%,3.39%,'15.64,'0.80,5.78%,'71.05,'-6.52%,橡胶制品
'246,601186.中国铁建,'8.10,'-0.25%,3.70%,3.37%,'5.36,'0.33,6.56%,'931.76,'-8.50%,工程建设
'247,600982.宁波能源,'4.68,'-0.64%,3.21%,3.35%,'26.86,'1.07,6.56%,'52.30,'+17.23%,电力行业
'248,002614.奥佳华,'6.92,'+0.58%,1.45%,3.35%,'161.69,'0.96,1.36%,'42.90,'+6.13%,家电行业
'249,603611.诺力股份,'26.00,'+0.58%,3.45%,3.33%,'16.23,'2.17,16.03%,'66.98,'+51.00%,工程机械
'250,603929.亚翔集成,'37.53,'-0.13%,2.66%,3.32%,'14.31,'4.41,34.24%,'80.07,'+40.23%,装修装饰
'251,600328.中盐化工,'8.15,'+3.03%,1.52%,3.30%,亏损,'1.00,1.10%,'119.50,'+5.38%,化学原料
'252,600479.千金药业,'10.87,'-1.90%,3.31%,3.30%,'20.39,'1.81,9.60%,'45.49,'+5.17%,中药
'253,002206.海利得,'6.06,'+4.12%,3.09%,3.30%,'14.29,'1.74,12.42%,'67.64,'+46.32%,化纤行业
'254,002372.伟星新材,'10.79,'+0.37%,5.58%,3.30%,'19.24,'3.29,16.73%,'171.14,'-10.86%,装修建材
'255,600888.新疆众和,'7.15,'+0.42%,3.78%,3.28%,'11.27,'0.89,10.13%,'100.37,'+4.77%,有色金属
'256,601686.友发集团,'6.11,'-0.33%,4.89%,3.28%,'19.24,'1.32,8.61%,'87.89,'+17.96%,钢铁行业
'257,603408.建霖家居,'11.75,'-0.51%,6.21%,3.28%,'11.48,'1.54,14.63%,'52.59,'-1.94%,装修装饰
'258,603506.南都物业,'13.57,'+0.37%,2.58%,3.28%,'62.25,'2.27,2.67%,'25.48,'+59.46%,房地产服务
'259,002533.金杯电工,'10.94,'-0.27%,4.10%,3.28%,'15.40,'1.96,14.83%,'80.51,'+14.00%,电网设备
'260,601665.齐鲁银行,'6.24,'-0.32%,4.06%,3.27%,'6.26,'0.66,11.31%,'317.45,'+16.75%,银行
'261,002091.江苏国泰,'7.38,'-0.67%,5.38%,3.27%,'11.32,'0.76,7.24%,'120.93,'+5.03%,贸易行业
'262,003016.欣贺股份,'7.99,'-0.50%,2.87%,3.27%,亏损,'1.29,'-1.00%,'34.41,'-7.63%,纺织服装
'263,300981.中红医疗,'13.51,'-2.60%,1.64%,3.27%,亏损,'1.08,'-1.00%,'59.48,'+17.75%,医疗器械
'264,688075.安旭生物,'42.29,'-0.87%,2.84%,3.26%,'130.99,'1.03,3.00%,'53.74,'+16.95%,医疗器械
'265,002322.理工能科,'12.75,'+0.63%,6.08%,3.26%,'18.84,'1.63,8.76%,'48.04,'+4.19%,软件开发
'266,601128.常熟银行,'7.68,'+0.26%,2.96%,3.25%,'6.49,'0.86,14.12%,'254.71,'+15.20%,银行
'267,688658.悦康药业,'32.59,'+2.90%,0.61%,3.25%,亏损,'4.16,0.14%,'146.66,'+126.16%,化学制药
'268,601636.旗滨集团,'6.11,'-1.77%,0.74%,3.24%,亏损,'1.19,2.96%,'163.97,'+9.88%,玻璃玻纤
'269,000581.威孚高科,'20.57,'+5.81%,5.98%,3.24%,'13.93,'0.93,7.30%,'154.43,'+14.01%,汽车零部件
'270,002271.东方雨虹,'12.55,'+0.56%,12.32%,3.24%,亏损,'1.31,'-1.00%,'298.11,'+3.72%,装修建材
'271,600612.老凤祥,'47.41,'+0.13%,3.63%,3.23%,'15.38,'1.89,13.81%,'150.34,'-9.56%,珠宝首饰
'272,603006.联明股份,'13.29,'-0.23%,2.86%,3.23%,'88.88,'2.33,4.11%,'33.79,'+31.06%,汽车零部件
'273,600596.新安股份,'10.22,'+2.40%,0.98%,3.22%,亏损,'1.11,'-1.00%,'137.93,'+17.86%,农药兽药
'274,600329.达仁堂,'40.90,'+1.59%,3.13%,3.21%,'42.21,'3.83,29.15%,'233.17,'+38.00%,中药
'275,002060.广东建工,'3.66,'-0.27%,3.81%,3.20%,'12.02,'0.99,8.45%,'137.79,'+4.13%,工程建设
'276,601898.中煤能源,'12.45,'+2.55%,6.23%,3.19%,'9.09,'1.06,11.99%,'1139.42,'+2.22%,煤炭行业
'277,603368.柳药集团,'18.33,'-1.13%,4.11%,3.18%,'8.96,'0.92,11.23%,'72.80,'+7.27%,医药商业
'278,600660.福耀玻璃,'55.56,'-0.41%,3.24%,3.17%,'18.32,'3.84,23.06%,'1112.86,'-8.12%,玻璃玻纤
'279,600713.南京医药,'5.21,'-1.70%,3.26%,3.17%,'11.55,'0.97,8.65%,'68.20,'+8.58%,医药商业
'280,600803.新奥股份,'18.85,'+0.11%,5.46%,3.17%,'15.36,'2.36,17.77%,'583.80,'-8.29%,燃气
'281,000001.平安银行,'12.46,'-0.08%,4.88%,3.17%,'5.50,'0.48,8.81%,'2419.92,'+9.85%,银行
'282,603053.成都燃气,'9.63,'-0.10%,3.12%,3.16%,'18.87,'1.76,9.95%,'85.60,'-0.90%,燃气
'283,000650.仁和药业,'5.81,'-1.86%,2.53%,3.16%,'24.70,'1.31,7.52%,'82.88,'+3.65%,中药
'284,001218.丽臣实业,'19.37,'+0.15%,2.64%,3.16%,'25.86,'1.12,4.72%,'25.18,'+15.63%,化学制品
'285,688009.中国通号,'5.41,0.00%,3.14%,3.15%,'17.73,'1.18,7.19%,'466.40,'-10.90%,交运设备
'286,002061.浙江交科,'4.06,'-0.25%,3.07%,3.15%,'10.32,'0.70,8.98%,'108.69,'+2.68%,工程建设
'287,601298.青岛港,'8.79,'+0.34%,1.29%,3.14%,'11.07,'1.30,12.44%,'473.96,'-3.51%,航运港口
'288,603309.维力医疗,'14.18,'-1.87%,3.53%,3.14%,'18.33,'2.23,12.88%,'41.53,'+23.37%,医疗器械
'289,603868.飞科电器,'39.13,'+2.97%,1.28%,3.14%,'47.73,'5.30,13.16%,'170.45,'-4.48%,家电行业
'290,002027.分众传媒,'7.80,'-2.62%,1.25%,3.14%,'24.56,'6.36,28.45%,'1156.82,'+10.95%,文化传媒
'291,000521.长虹美菱,'7.33,'+0.69%,4.53%,3.13%,'11.05,'1.20,11.84%,'64.19,'-6.15%,家电行业
'292,002911.佛燃能源,'10.32,'+0.10%,4.66%,3.13%,'16.52,'1.60,10.33%,'133.77,'-14.85%,燃气
'293,600269.赣粤高速,'5.15,'-0.19%,3.30%,3.12%,'10.85,'0.63,7.08%,'120.27,'-5.17%,铁路公路
'294,003012.东鹏控股,'6.00,'+0.50%,4.19%,3.12%,'24.40,'0.91,4.03%,'69.07,'-5.40%,装修建材
'295,600273.嘉化能源,'8.89,'-2.95%,4.61%,3.11%,'12.62,'1.17,10.45%,'120.63,'+14.20%,化学制品
'296,601390.中国中铁,'5.68,0.00%,3.13%,3.11%,'6.19,'0.39,7.51%,'1166.31,'-8.28%,工程建设
'297,603088.宁波精达,'9.25,'+2.21%,2.73%,3.11%,'33.19,'5.70,18.49%,'46.47,'+5.18%,通用设备
'298,600089.特变电工,'13.40,'+0.37%,1.87%,3.10%,'19.37,'0.98,5.52%,'677.07,'+7.32%,电网设备
'299,601766.中国中车,'7.42,'+0.54%,2.70%,3.10%,'17.34,'1.24,8.66%,'1805.12,'-11.46%,交运设备
'300,603213.镇洋发展,'13.59,'+5.68%,1.92%,3.10%,'34.26,'3.06,9.23%,'60.04,'+60.13%,化学原料
'301,000923.河钢资源,'14.19,'+0.28%,3.53%,3.10%,'20.58,'0.93,4.62%,'92.36,'+5.93%,钢铁行业
'302,002543.万和电气,'12.97,'+10.01%,3.73%,3.10%,'12.83,'1.78,13.93%,'87.67,'+29.21%,家电行业
'303,600572.康恩贝,'4.62,'-1.49%,3.33%,3.09%,'24.41,'1.66,8.41%,'116.50,'+2.48%,中药
'304,603600.永艺股份,'10.97,'+0.27%,4.20%,3.09%,'11.93,'1.57,13.86%,'36.25,'-5.08%,装修建材
'305,600820.隧道股份,'6.64,'-0.60%,4.97%,3.08%,'8.47,'0.58,8.31%,'208.77,'-7.65%,工程建设
'306,601886.江河集团,'7.50,'+2.18%,7.33%,3.08%,'20.16,'1.13,8.13%,'84.98,'+48.70%,装修装饰
'307,002736.国信证券,'13.48,'-0.44%,2.58%,3.08%,'14.02,'1.08,7.98%,'1301.52,'+24.17%,证券
'308,600170.上海建工,'2.41,'-0.82%,2.49%,3.07%,'67.10,'0.47,3.74%,'214.15,'-6.85%,工程建设
'309,688739.成大生物,'28.50,'-0.28%,2.81%,3.07%,'37.32,'1.23,3.46%,'118.69,'+13.92%,生物制品
'310,001872.招商港口,'20.36,'+0.30%,3.65%,3.06%,'11.83,'0.81,7.46%,'471.29,'+3.11%,航运港口
'311,300181.佐力药业,'19.13,'-2.05%,3.07%,3.06%,'25.12,'4.39,18.27%,'136.98,'+29.16%,中药
'312,301081.严牌股份,'10.86,'+0.84%,2.71%,3.05%,'64.56,'2.30,3.89%,'24.25,'+32.12%,环保行业
'313,601163.三角轮胎,'14.08,'+0.50%,3.76%,3.04%,'15.38,'0.83,7.28%,'112.64,'-3.07%,橡胶制品
'314,600251.冠农股份,'7.91,'-0.13%,1.01%,3.02%,'36.70,'1.63,3.82%,'61.46,'+9.68%,农牧饲渔
'315,601512.中新集团,'7.90,'-1.25%,1.62%,3.02%,'37.58,'0.81,2.89%,'118.41,'+4.68%,房地产开发
'316,601598.中国外运,'5.53,'+0.55%,5.24%,3.02%,'13.39,'1.00,9.55%,'290.65,'+6.18%,物流行业
'317,603508.思维列控,'32.78,'+10.00%,4.39%,3.02%,'19.01,'2.74,14.69%,'124.98,'+44.00%,软件开发
'318,603558.健盛集团,'9.60,'+0.84%,5.30%,3.02%,'11.21,'1.35,12.17%,'33.91,'-7.70%,纺织服装
'319,603203.快克智能,'27.80,'+0.07%,2.30%,3.01%,'38.40,'4.76,15.06%,'70.52,'+24.11%,专用设备
'320,002048.宁波华翔,'21.98,'+9.57%,2.34%,3.01%,'17.06,'1.37,8.10%,'163.25,'+78.57%,汽车零部件
'321,600060.海信视像,'22.51,'-1.96%,3.58%,3.00%,'15.53,'1.45,11.86%,'293.75,'+12.89%,家电行业
'322,601866.中远海发,'2.51,'+0.80%,1.53%,3.00%,'20.24,'1.08,5.70%,'244.77,'-3.11%,航运港口
'323,000019.深粮控股,'6.90,0.00%,2.17%,3.00%,'24.21,'1.59,7.13%,'75.95,'+7.37%,贸易行业
'324,002381.双箭股份,'7.14,'+0.70%,2.82%,3.00%,'24.60,'1.33,5.94%,'29.18,'+10.54%,橡胶制品
'325,301015.百洋医药,'23.77,'+2.86%,3.30%,3.00%,'20.56,'4.94,23.06%,'121.47,'+2.43%,医药商业
'326,603908.牧高笛,'26.55,'-0.56%,2.45%,2.99%,亏损,'4.16,%,'24.79,'+23.28%,纺织服装
'327,600027.华电国际,'5.31,0.00%,3.84%,2.98%,'10.29,'0.87,8.24%,'487.95,'-3.08%,电力行业
'328,600938.中国海油,'26.01,'-0.08%,4.93%,2.98%,'9.44,'1.58,18.09%,'777.70,'-9.85%,石油行业
'329,000012.南玻Ａ,'4.79,'+0.42%,1.47%,2.98%,亏损,'1.08,'-1.00%,'93.56,'-8.02%,玻璃玻纤
'330,000783.长江证券,'7.42,0.00%,2.02%,2.98%,'17.16,'1.02,6.22%,'410.33,'+11.26%,证券
'331,002318.久立特材,'22.33,'+0.90%,4.38%,2.98%,'13.73,'2.66,20.03%,'216.25,'-0.77%,钢铁行业
'332,300146.汤臣倍健,'11.86,'-0.34%,3.03%,2.98%,'62.13,'1.76,3.16%,'202.40,'+1.59%,食品饮料
'333,600928.西安银行,'3.90,'+0.26%,2.56%,2.97%,'6.71,'0.51,7.93%,'173.33,'+10.64%,银行
'334,600929.雪天盐业,'5.26,'+0.19%,1.65%,2.97%,'88.60,'1.13,1.86%,'86.30,'-4.29%,化学原料
'335,002216.三全食品,'11.15,'+0.27%,2.70%,2.97%,'25.64,'2.12,11.34%,'97.77,'-4.64%,食品饮料
'336,000026.飞亚达,'17.15,'+1.12%,2.36%,2.96%,'37.58,'1.99,5.55%,'61.94,'+70.18%,珠宝首饰
'337,000156.华数传媒,'8.32,'-0.24%,2.64%,2.96%,'38.26,'1.03,3.69%,'154.53,'+15.56%,文化传媒
'338,003013.地铁设计,'14.85,'-0.07%,3.23%,2.96%,'13.75,'2.16,16.54%,'60.68,'+1.56%,工程咨询服务
'339,000895.双汇发展,'24.95,'-0.12%,5.64%,2.95%,'18.70,'3.89,21.88%,'865.47,'-1.12%,食品饮料
'340,603230.内蒙新华,'13.45,'-0.66%,3.57%,2.94%,'16.49,'1.64,13.01%,'47.55,'+10.38%,文化传媒
'341,002758.浙农股份,'9.03,'-1.42%,3.28%,2.93%,'14.63,'1.00,8.14%,'47.76,'+6.63%,综合行业
'342,605337.李子园,'12.78,'-0.39%,3.96%,2.92%,'23.70,'2.77,13.09%,'49.86,'+17.36%,食品饮料
'343,603187.海容冷链,'12.91,'+4.87%,3.87%,2.91%,'15.46,'1.18,8.26%,'49.89,'+20.55%,通用设备
'344,600020.中原高速,'4.59,0.00%,3.70%,2.90%,'11.30,'0.66,6.24%,'103.15,'+12.58%,铁路公路
'345,600618.氯碱化工,'10.32,0.00%,2.03%,2.90%,'15.04,'1.34,9.35%,'77.38,'+6.73%,化学原料
'346,605259.绿田机械,'27.62,'+0.66%,2.17%,2.89%,'22.74,'2.72,12.30%,'47.64,'+87.81%,通用设备
'347,001227.兰州银行,'2.47,'-0.80%,4.06%,2.89%,'7.94,'0.40,5.51%,'141.82,'+4.58%,银行
'348,002003.伟星股份,'10.95,'-0.09%,4.56%,2.89%,'18.02,'2.87,16.23%,'128.11,'-20.69%,纺织服装
'349,600690.海尔智家,'25.23,'+0.80%,3.82%,2.88%,'12.78,'2.01,17.29%,'1578.01,'-8.18%,家电行业
'350,000685.中山公用,'9.71,'+0.41%,4.47%,2.88%,'10.70,'0.83,7.77%,'142.64,'+10.51%,公用事业
'351,300979.华利集团,'52.28,'-0.70%,4.37%,2.88%,'16.36,'3.39,22.52%,'614.43,'-30.61%,纺织服装
'352,605077.华康股份,'18.05,'+0.39%,2.80%,2.87%,'21.09,'1.64,8.29%,'54.70,'+26.82%,食品饮料
'353,000786.北新建材,'26.40,'+1.23%,3.32%,2.87%,'12.29,'1.66,14.46%,'440.62,'-10.17%,装修建材
'354,300823.建科智能,'16.62,'+0.06%,1.96%,2.87%,'110.21,'2.26,3.15%,'21.76,'+30.80%,专用设备
'355,603699.纽威股份,'33.24,'+1.71%,4.56%,2.86%,'21.43,'5.55,28.55%,'255.47,'+55.34%,通用设备
'356,600750.江中药业,'22.06,'-0.50%,5.42%,2.85%,'18.77,'3.38,19.55%,'140.08,'+0.25%,中药
'357,601827.三峰环境,'8.64,'-0.12%,2.73%,2.85%,'12.46,'1.25,10.58%,'144.46,'+0.70%,环保行业
'358,603697.有友食品,'12.56,'-1.02%,3.74%,2.85%,'39.94,'2.94,8.88%,'53.72,'+25.38%,食品饮料
'359,301004.嘉益股份,'69.18,'+0.01%,3.10%,2.85%,'13.19,'4.73,43.75%,'100.61,'-13.72%,家用轻工
'360,600968.海油发展,'4.07,'+0.25%,3.32%,2.84%,'10.56,'1.49,14.17%,'413.72,'-1.55%,采掘行业
'361,605266.健之佳,'21.95,'-0.86%,5.01%,2.84%,'32.36,'1.24,3.87%,'33.92,'-0.25%,医药商业
'362,300349.金卡智能,'12.60,'+0.16%,3.97%,2.84%,'20.36,'1.18,6.89%,'52.63,'-3.91%,仪器仪表
'363,601857.中国石油,'8.64,'+0.58%,5.44%,2.83%,'9.08,'1.01,10.85%,'13990.07,'-0.58%,石油行业
'364,601860.紫金银行,'3.01,'-0.66%,3.32%,2.83%,'6.73,'0.55,8.42%,'110.20,'+9.42%,银行
'365,603037.凯众股份,'12.70,'+1.52%,1.97%,2.83%,'42.71,'3.47,9.50%,'34.05,'+30.84%,汽车零部件
'366,603128.华贸物流,'6.33,'-0.16%,4.58%,2.83%,'19.93,'1.36,8.08%,'82.86,'+1.21%,物流行业
'367,000690.宝新能源,'4.67,'-0.64%,3.19%,2.83%,'12.90,'0.82,6.41%,'102.27,'+7.93%,电力行业
'368,600028.中国石化,'5.71,0.00%,5.01%,2.82%,'16.07,'0.83,5.42%,'5551.96,'-12.46%,石油行业
'369,600761.安徽合力,'18.44,'+1.60%,3.25%,2.82%,'16.81,'1.54,13.12%,'164.24,'+8.50%,工程机械
'370,603599.广信股份,'12.26,'+0.74%,2.20%,2.82%,'18.19,'1.13,7.30%,'111.60,'+4.21%,农药兽药
'371,002080.中材科技,'26.70,'-1.37%,0.83%,2.82%,'86.27,'2.41,5.51%,'454.27,'+106.85%,玻璃玻纤
'372,600167.联美控股,'6.25,'-1.26%,5.14%,2.81%,'20.19,'1.24,6.20%,'141.43,'+12.88%,公用事业
'373,601992.金隅集团,'1.61,'+0.63%,3.11%,2.81%,亏损,'0.24,'-1.00%,'134.26,'-6.65%,水泥建材
'374,603726.朗迪集团,'17.98,'+0.06%,2.22%,2.80%,'20.86,'2.51,13.38%,'33.38,'+16.45%,家电行业
'375,002158.汉钟精机,'17.35,'+0.35%,3.35%,2.80%,'11.62,'2.14,20.48%,'92.45,'-3.21%,通用设备
'376,002516.旷达科技,'5.34,'+1.52%,1.52%,2.80%,'53.30,'2.08,4.78%,'77.37,'+7.16%,汽车零部件
'377,301043.绿岛风,'36.29,'+0.64%,2.44%,2.80%,'29.92,'2.74,11.32%,'24.52,'+30.61%,专用设备
'378,600551.时代出版,'9.23,'-1.07%,4.33%,2.79%,'19.83,'1.07,6.85%,'62.58,'+10.91%,文化传媒
'379,000419.通程控股,'5.97,'-0.83%,1.99%,2.79%,'33.53,'0.94,3.54%,'32.72,'+4.55%,商业百货
'380,000987.越秀资本,'7.47,'-0.53%,2.26%,2.79%,'22.14,'1.18,8.15%,'376.79,'+9.14%,多元金融
'381,600874.创业环保,'5.93,'-0.50%,2.87%,2.78%,'12.83,'0.94,8.40%,'72.96,'+2.14%,环保行业
'382,600132.重庆啤酒,'55.36,'+0.02%,4.34%,2.77%,'21.56,'16.17,53.44%,'267.93,'-10.71%,酿酒行业
'383,600176.中国巨石,'12.38,'-0.08%,1.94%,2.77%,'20.96,'1.61,9.45%,'495.59,'+10.89%,玻璃玻纤
'384,603858.步长制药,'18.12,'-1.41%,0.70%,2.77%,亏损,'1.91,'-1.00%,'200.41,'+14.68%,中药
'385,603866.桃李面包,'5.51,0.00%,4.54%,2.77%,'18.85,'1.69,9.42%,'88.14,'-14.57%,食品饮料
'386,603195.公牛集团,'47.60,'-0.38%,3.60%,2.76%,'22.78,'5.10,26.74%,'860.89,'-1.95%,家用轻工
'387,002538.司尔特,'5.44,'-0.73%,4.38%,2.76%,'18.20,'0.87,5.15%,'46.77,'-0.93%,化肥行业
'388,300519.新光药业,'17.88,'-2.98%,1.63%,2.76%,'62.19,'3.45,6.05%,'29.49,'+37.56%,中药
'389,300833.浩洋股份,'36.44,'+0.61%,3.59%,2.76%,'19.28,'1.84,10.36%,'45.81,'-14.34%,专用设备
'390,600637.东方明珠,'7.77,'-0.13%,2.32%,2.75%,'101.89,'0.86,2.23%,'261.22,'+2.59%,文化传媒
'391,002440.闰土股份,'7.71,'+1.18%,1.97%,2.75%,'37.66,'0.91,2.76%,'85.65,'+17.08%,化学制品
'392,301087.可孚医疗,'37.59,'-0.97%,4.74%,2.75%,'31.52,'1.62,6.12%,'79.37,'+10.08%,医疗器械
'393,600428.中远海特,'6.76,'+0.30%,2.87%,2.74%,'13.84,'1.13,10.86%,'185.49,'-7.40%,航运港口
'394,600867.通化东宝,'8.53,'-0.70%,2.93%,2.74%,亏损,'2.57,'-1.00%,'167.06,'+9.30%,生物制品
'395,603080.新疆火炬,'20.19,'+3.80%,2.77%,2.74%,'17.56,'1.81,10.92%,'28.57,'+29.81%,燃气
'396,600284.浦东建设,'6.81,0.00%,3.92%,2.73%,'14.55,'0.84,7.29%,'66.07,'+10.19%,工程建设
'397,603301.振德医疗,'22.08,'-1.30%,2.94%,2.73%,'20.34,'1.03,6.50%,'58.83,'+3.64%,医疗器械
'398,000921.海信家电,'25.40,'-0.16%,3.99%,2.73%,'12.95,'2.20,22.59%,'235.39,'-12.11%,家电行业
'399,002128.电投能源,'20.50,'+1.08%,4.19%,2.73%,'9.65,'1.25,14.30%,'454.59,'+9.11%,煤炭行业
'400,002557.洽洽食品,'22.72,'-0.96%,5.67%,2.73%,'19.04,'2.05,12.08%,'116.04,'-17.40%,食品饮料
'401,600926.杭州银行,'16.36,'-0.43%,3.58%,2.72%,'6.72,'0.81,13.61%,'1185.94,'+13.83%,银行
'402,002705.新宝股份,'15.18,'+0.20%,2.97%,2.72%,'11.01,'1.47,13.95%,'123.00,'+4.45%,家电行业
'403,600817.宇通重工,'12.55,'+0.80%,0.80%,2.71%,'36.02,'2.69,9.92%,'66.93,'+9.32%,工程机械
'404,601311.骆驼股份,'9.27,'+0.22%,3.13%,2.71%,'17.25,'1.11,7.23%,'108.75,'+15.53%,电池
'405,601567.三星医疗,'22.79,'+0.31%,3.92%,2.71%,'14.01,'2.54,20.09%,'320.26,'-22.97%,电网设备
'406,000039.中集集团,'8.17,'-0.24%,2.15%,2.71%,'11.78,'0.88,6.88%,'188.59,'+7.46%,通用设备
'407,300109.新开源,'17.58,'+0.17%,1.42%,2.71%,'27.98,'2.29,8.35%,'85.30,'+11.89%,化学制品
'408,600483.福能股份,'9.59,'+0.21%,3.23%,2.70%,'8.96,'1.02,12.43%,'266.62,'-0.70%,电力行业
'409,301003.江苏博云,'34.50,'+5.15%,5.59%,2.70%,'23.63,'2.58,11.60%,'31.87,'+66.60%,塑料制品
'410,603833.欧派家居,'53.35,'+0.13%,4.65%,2.69%,'13.32,'1.68,14.28%,'324.98,'-19.30%,装修建材
'411,000538.云南白药,'55.96,'-0.39%,4.27%,2.69%,'21.24,'2.46,12.10%,'1002.40,'-4.70%,中药
'412,600510.黑牡丹,'6.10,'+7.21%,0.67%,2.68%,'62.50,'0.61,0.98%,'62.95,'+28.93%,房地产开发
'413,601018.宁波港,'3.64,0.00%,2.97%,2.68%,'18.08,'0.89,6.37%,'708.14,'-2.78%,航运港口
'414,002925.盈趣科技,'18.46,'-0.27%,2.32%,2.68%,'53.50,'3.04,5.59%,'143.90,'+19.88%,消费电子
'415,605098.行动教育,'36.51,'+0.41%,6.14%,2.67%,'18.25,'4.40,27.65%,'43.54,'+5.71%,教育
'416,002056.横店东磁,'15.82,'+0.32%,2.87%,2.67%,'14.30,'2.44,19.96%,'256.53,'+26.19%,光伏设备
'417,002833.弘亚数控,'16.85,'+2.56%,4.26%,2.67%,'14.51,'2.35,17.51%,'69.70,'+2.58%,专用设备
'418,600033.福建高速,'3.49,0.00%,2.87%,2.66%,'12.05,'0.80,6.71%,'95.78,'-8.79%,铁路公路
'419,000828.东莞控股,'11.23,'-0.44%,4.21%,2.66%,'14.08,'1.17,7.81%,'117.26,'+8.35%,铁路公路
'420,603018.华设集团,'8.39,'-0.71%,1.19%,2.65%,'16.94,'1.10,6.77%,'57.37,'+3.50%,工程咨询服务
